Time	Lat	Long	TTFF	Count	Commands	TxTries	ONT	DiskUsed	Files	I	V	Temperature	CTTemp	CTCond	GMX_AirPressure	GMX_AirTemp	GMX_RealiveHumidity	GMX_WindDirection	GMX_True	GMX_WindSpeed	GMX_WindGust	GMX_GPSFix	WBT_Status	WBT_Ens	WBT_Min	
2026-04-21 10:35:00	57.98715	17.23338	15	32	0	1	250	0	0	0.014	13.4	11	5.034	7.8	1027	5.3	82	345	1	1.4	1.7	1	0	3	1	
2026-04-21 10:40:00	57.98742	17.23422	11	33	0	1	240	0	0	0.014	13.4	11	5.035	7.8	1027	5.3	82	350	1	1.3	1.9	1	0	3	1	
2026-04-21 10:45:00	57.98766	17.23518	11	34	0	1	250	0	0	0.014	13.3	11	5.053	7.8	1027	5.4	81	340	1	1.3	1.9	1	0	3	1	
2026-04-21 10:50:00	57.98781	17.23608	12	35	0	1	240	0	0	0.014	13.3	12	5.179	7.83	1026.9	5.5	79	335	1	1.1	2.2	1	0	3	1	
2026-04-21 10:55:00	57.98799	17.23689	12	36	0	1	240	0	0	0.014	13.6	12	5.141	7.82	1026.8	5.5	80	325	1	1.2	1.5	1	0	3	1	
2026-04-21 11:00:00	57.98823	17.23764	12	37	0	2	240	0	0	0.016	13.4	12	5.088	7.81	1026.9	5.6	80	330	1	0.9	1.3	1	0	3	1	
2026-04-21 11:05:00	57.98835	17.23836	14	38	0	1	260	0	0	0.014	13.4	12	5.262	7.84	1026.9	5.7	80	355	1	0.8	1.2	1	0	3	1	
2026-04-21 11:10:00	57.98844	17.23899	14	39	0	1	250	0	0	0.014	13.3	12	5.173	7.82	1026.8	5.9	78	360	1	0.8	1.8	1	0	3	1	
2026-04-21 11:15:00	57.98838	17.23947	13	40	0	1	250	0	0	0.016	13.3	12	5.299	7.81	1026.8	6	77	330	1	0.6	1.1	1	0	3	1	
2026-04-21 11:20:00	57.98835	17.23998	12	41	0	1	240	0	0	0.014	13.7	12	5.329	7.78	1026.8	6.1	77	310	1	0.7	1.2	1	0	3	1	
2026-04-21 11:25:00	57.98829	17.24052	12	42	0	1	240	0	0	0.016	13.5	12	5.449	7.81	1026.7	6.1	78	310	1	0.7	1.2	1	0	3	1	
2026-04-21 11:30:00	57.98829	17.24094	12	43	0	2	240	0	0	0.014	13.4	12	5.684	7.86	1026.7	6.3	77	290	1	0.8	1.3	1	0	3	1	
2026-04-21 11:35:00	57.9882	17.2413	13	44	0	1	250	0	0	0.016	13.4	12	5.547	7.83	1026.6	6.3	76	270	1	0.9	1.4	1	0	3	1	
2026-04-21 11:40:00	57.98829	17.24184	12	45	0	1	240	0	0	0.014	13.3	12	5.674	7.86	1026.5	6.6	75	280	1	0.6	1.3	1	0	3	1	
2026-04-21 11:45:00	57.98835	17.2422	12	46	0	1	250	0	0	0.014	13.6	12	5.585	7.84	1026.5	6.5	73	325	1	0.7	1	1	0	3	1	
2026-04-21 11:50:00	57.98823	17.24253	15	47	0	1	250	0	0	0.014	13.5	13	5.708	7.87	1026.5	6.6	72	280	1	0.6	0.9	1	0	3	1	
2026-04-21 11:55:00	57.9882	17.24283	14	48	0	1	250	0	0	0.014	13.4	13	5.853	7.89	1026.5	6.8	72	270	1	0.9	1.4	1	0	3	1	
2026-04-21 12:00:00	57.9882	17.24331	14	49	0	1	250	0	0	0.014	13.3	13	5.939	7.91	1026.4	6.9	69	285	1	0.6	0.9	1	0	3	1	
2026-04-21 12:05:00	57.98826	17.24349	17	50	0	1	250	0	0	0.014	13.3	13	5.777	7.87	1026.5	6.9	69	335	1	0.4	0.8	1	0	3	1	
2026-04-21 12:10:00	57.98835	17.24373	17	51	0	1	250	0	0	0.014	13.6	13	5.661	7.87	1026.4	7	70	260	1	0.9	1.4	1	0	3	1	
2026-04-21 12:15:00	57.98829	17.244	14	52	0	1	250	0	0	0.014	13.4	14	6.058	7.95	1026.3	7.2	70	260	1	0.7	1	1	0	3	1	
2026-04-21 12:20:00	57.98835	17.24433	17	53	0	1	260	0	0	0.014	13.4	14	5.69	7.86	1026.2	7.1	70	270	1	0.7	1.2	1	0	3	1	
2026-04-21 12:25:00	57.98835	17.24481	14	54	0	1	250	0	0	0.014	13.3	14	5.931	7.92	1026.2	7.1	69	305	1	0.7	1	1	0	3	1	
2026-04-21 12:30:00	57.98835	17.24514	14	55	0	1	250	0	0	0.016	13.3	14	6.118	7.91	1026.1	7.2	70	265	1	1.1	1.7	1	0	3	1	
2026-04-21 12:35:00	57.98871	17.24604	15	56	0	1	250	0	0	0.014	13.7	14	5.976	7.88	1026	7.3	68	285	1	1.1	1.5	1	0	3	1	
2026-04-21 12:40:00	57.98895	17.24658	14	57	0	1	250	0	0	0.014	13.5	14	5.996	7.88	1025.9	7.5	66	250	1	0.9	1.3	1	0	3	1	
2026-04-21 12:45:00	57.98922	17.2473	14	58	0	1	250	0	0	0.014	13.4	15	6.224	7.93	1025.8	7.5	69	260	1	1.5	2.1	1	0	3	1	
2026-04-21 12:50:00	57.98979	17.24814	14	59	0	1	250	0	0	0.014	13.4	14	6.179	7.88	1025.7	7.6	68	265	1	1.3	1.8	1	0	3	1	
2026-04-21 12:55:00	57.99036	17.24883	14	0	0	1	250	0	0	0.014	13.3	15	6.498	7.96	1025.6	7.5	68	275	1	1.3	1.8	1	0	3	1	
2026-04-21 13:00:00	57.99087	17.24955	14	1	0	1	250	0	0	0.014	13.3	15	6.291	7.9	1025.6	7.4	73	280	1	0.9	1.4	1	0	3	1	
2026-04-21 13:05:00	57.99129	17.25009	13	2	0	1	250	0	0	0.014	13.9	15	6.759	7.99	1025.6	7.6	71	300	1	1.2	1.6	1	0	3	1	
2026-04-21 13:10:00	57.99174	17.25111	14	3	0	2	250	0	0	0.014	13.6	15	6.714	7.98	1025.5	7.9	68	305	1	1	1.4	1	0	3	1	
2026-04-21 13:15:00	57.99204	17.25186	13	4	0	1	250	0	0	0.014	13.4	15	6.851	8	1025.4	8	69	280	1	1.5	2	1	0	3	1	
2026-04-21 13:20:00	57.99228	17.25255	14	5	0	2	250	0	0	0.016	13.4	15	7.214	8.03	1025.4	7.9	71	270	1	1.6	1.9	1	0	3	1	
2026-04-21 13:25:00	57.99309	17.25396	15	6	0	1	250	0	0	0.014	13.3	15	6.587	7.9	1025.3	7.9	72	255	1	1.5	2	1	0	3	1	
2026-04-21 13:30:00	57.99381	17.25483	15	7	0	1	250	0	0	0.014	13.3	15	6.912	8.15	1025.2	7.9	73	250	1	1.1	1.5	1	0	3	1	
2026-04-21 13:35:00	57.99447	17.25513	15	8	0	2	250	0	0	0.014	13.3	15	6.343	8.02	1025.1	7.9	74	250	1	1.1	1.5	1	0	3	1	
2026-04-21 13:40:00	57.99501	17.25543	15	9	0	1	250	0	0	0.014	13.6	15	6.517	8.06	1025.1	8.2	75	240	1	0.7	1.2	1	0	3	1	
2026-04-21 13:45:00	57.99531	17.25582	17	10	0	1	260	0	0	0.014	13.5	15	6.594	8.07	1025	8.3	73	195	1	0.7	1	1	0	3	1	
2026-04-21 13:50:00	57.99576	17.25687	15	11	0	1	250	0	0	0.014	13.4	15	6.74	8.1	1024.9	8.5	75	235	1	1	1.4	1	0	3	1	
2026-04-21 13:55:00	57.99621	17.25783	16	12	0	1	280	0	0	0.014	13.4	15	6.872	8.12	1024.9	8.3	78	195	1	1.1	1.4	1	0	3	1	
2026-04-21 14:04:58	57.99747	17.25783	12	13	0	1	240	0	0	0.014	13.3	16	6.289	8.06	1024.6	7.9	78	190	1	1.8	2.2	1	0	3	1	
2026-04-21 14:30:00	57.99957	17.24982	12	16	0	3	240	0	0	0.014	13.5	14	6.385	8.1	1024.2	7	81	210	1	2.7	3.4	1	0	3	1	
2026-04-21 14:39:57	58.00047	17.2464	13	17	0	3	240	0	0	0.014	13.4	14	6.285	8.08	1024.1	6.9	81	205	1	2.5	3	1	0	3	1	
2026-04-21 14:45:00	58.00089	17.24487	11	18	0	1	240	0	0	0.014	13.4	13	6.413	8.11	1024	6.9	81	205	1	2	2.6	1	0	3	1	
2026-04-21 14:50:00	58.00125	17.24352	11	19	0	1	240	0	0	0.016	13.3	13	6.294	8.08	1023.9	6.8	81	190	1	2.2	2.9	1	0	3	1	
2026-04-21 14:55:00	58.00161	17.24226	11	20	0	2	240	0	0	0.014	13.3	13	6.252	8.07	1023.8	6.8	82	190	1	2.3	2.9	1	0	3	1	
2026-04-21 15:00:00	58.00188	17.24094	11	21	0	1	240	0	0	0.014	13.5	13	6.24	8.06	1023.8	6.7	82	200	1	2.5	3.1	1	0	3	1	
2026-04-21 15:05:00	58.00206	17.23968	11	22	0	2	240	0	0	0.014	13.8	13	6.311	8.08	1023.7	6.8	82	195	1	2.5	3	1	0	3	1	
2026-04-21 15:10:00	58.00236	17.23836	11	23	0	1	240	0	0	0.014	13.7	12	6.215	8.06	1023.7	6.8	85	225	1	1.7	2.1	1	0	3	1	
2026-04-21 15:15:00	58.00263	17.23755	11	24	0	1	240	0	0	0.014	13.5	12	5.878	7.98	1023.6	6.7	84	190	1	2	2.6	1	0	3	1	
2026-04-21 15:20:00	58.00272	17.23668	11	25	0	1	240	0	0	0.014	13.4	12	6.128	8.03	1023.5	6.8	85	205	1	2.3	2.7	1	0	3	1	
2026-04-21 15:25:00	58.0029	17.23581	11	26	0	1	240	0	0	0.014	13.4	12	5.956	7.99	1023.5	6.6	85	195	1	2.4	3.1	1	0	3	1	
2026-04-21 15:30:00	58.00305	17.23461	11	27	0	1	240	0	0	0.014	13.3	12	5.879	7.97	1023.5	6.6	85	220	1	2.4	2.8	1	0	3	1	
2026-04-21 15:35:00	58.00329	17.23374	11	28	0	1	240	0	0	0.014	13.3	11	5.774	7.95	1023.5	6.6	86	225	1	2.3	2.7	1	0	3	1	
2026-04-21 15:40:00	58.00365	17.23263	12	29	0	1	240	0	0	0.014	13.3	11	5.758	7.95	1023.5	6.5	86	215	1	2.2	2.8	1	0	3	1	
2026-04-21 15:45:00	58.00398	17.23164	12	30	0	1	240	0	0	0.014	13.3	11	5.603	7.92	1023.4	6.5	85	215	1	2.8	3.3	1	0	3	1	
2026-04-21 15:50:00	58.00425	17.23044	12	31	0	1	240	0	0	0.014	13.3	11	5.653	7.93	1023.5	6.5	86	225	1	2.4	3	1	0	3	1	
2026-04-21 15:55:00	58.00452	17.2296	11	32	0	1	240	0	0	0.014	13.4	11	5.636	7.93	1023.4	6.4	87	210	1	2.5	3	1	0	3	1	
2026-04-21 16:00:00	58.00479	17.22828	40	33	0	1	270	0	0	0.014	13.4	11	5.619	7.92	1023.3	6.4	87	220	1	2.3	2.7	1	0	3	1	
2026-04-21 16:05:00	58.00518	17.22738	11	34	0	1	240	0	0	0.014	13.5	11	5.651	7.91	1023.3	6.3	87	220	1	2.4	2.8	1	0	3	1	
2026-04-21 16:10:00	58.00554	17.22612	11	35	0	2	240	0	0	0.014	13.6	11	5.687	7.92	1023.3	6.3	86	220	1	2.3	2.8	1	0	3	1	
2026-04-21 16:15:00	58.00593	17.22498	11	36	0	1	240	0	0	0.014	13.9	10	5.579	7.89	1023.2	6.3	86	220	1	2.5	3.1	1	0	3	1	
2026-04-21 16:20:00	58.00635	17.22369	11	37	0	1	240	0	0	0.014	13.9	10	5.676	7.92	1023.1	6.3	86	215	1	3.1	3.7	1	0	3	1	
2026-04-21 16:25:00	58.00674	17.22246	11	38	0	1	240	0	0	0.014	13.6	10	5.591	7.89	1023.1	6.2	85	220	1	3.5	4.1	1	0	3	1	
2026-04-21 16:30:00	58.00719	17.22123	11	39	0	1	240	0	0	0.014	13.5	10	5.557	7.89	1023	6.2	85	215	1	3.2	3.8	1	0	3	1	
2026-04-21 16:35:00	58.00761	17.22003	11	40	0	1	240	0	0	0.014	13.4	10	5.591	7.9	1023	6.2	84	215	1	3.1	3.7	1	0	3	1	
2026-04-21 16:40:00	58.008	17.21886	11	41	0	1	240	0	0	0.016	13.4	10	5.554	7.89	1023	6.2	83	210	1	3.3	3.8	1	0	3	1	
2026-04-21 16:45:00	58.00827	17.21763	11	42	0	1	240	0	0	0.016	13.3	10	5.54	7.89	1022.9	6.2	82	205	1	2.7	3.3	1	0	3	1	
2026-04-21 16:50:00	58.00854	17.21646	11	43	0	1	240	0	0	0.016	13.3	10	5.487	7.88	1022.9	6.1	82	210	1	2.6	3.1	1	0	3	1	
2026-04-21 16:55:00	58.00872	17.21529	11	44	0	1	240	0	0	0.014	13.3	10	5.324	7.84	1023	6.2	81	210	1	3.4	3.9	1	0	3	1	
2026-04-21 17:00:00	58.00899	17.21415	11	45	0	1	240	0	0	0.014	13.3	10	5.332	7.84	1023	6.3	80	215	1	2.9	3.5	1	0	3	1	
2026-04-21 17:05:00	58.00932	17.21298	11	46	0	1	240	0	0	0.014	13.3	10	5.24	7.82	1022.9	6.2	80	215	1	3.4	4.2	1	0	3	1	
2026-04-21 17:10:00	58.00971	17.21172	11	47	0	1	240	0	0	0.014	13.3	9	5.338	7.86	1022.9	6.3	78	220	1	3.7	4.4	1	0	3	1	
2026-04-21 17:15:00	58.0101	17.21028	12	48	0	2	240	0	0	0.016	13.3	10	5.277	7.84	1022.8	6.3	78	215	1	3.8	4.7	1	0	3	1	
2026-04-21 17:20:00	58.01055	17.20893	11	49	0	1	240	0	0	0.014	13.3	9	5.32	7.84	1022.8	6.4	77	225	1	3.9	4.8	1	0	3	1	
2026-04-21 17:25:00	58.01094	17.20782	12	50	0	1	240	0	0	0.016	13.3	9	5.379	7.85	1022.8	6.5	76	225	1	3.5	4.3	1	0	3	1	
2026-04-21 17:30:00	58.01151	17.20653	11	51	0	1	240	0	0	0.014	13.2	9	5.402	7.86	1022.8	6.5	76	230	1	3.6	4.5	1	0	3	1	
2026-04-21 17:35:00	58.01202	17.20539	13	52	0	2	240	0	0	0.016	13.2	9	5.434	7.87	1022.7	6.4	75	230	1	3.6	4.5	1	0	3	1	
2026-04-21 17:40:00	58.01262	17.20419	11	53	0	1	240	0	0	0.014	13.2	9	5.254	7.83	1022.7	6.4	75	225	1	3.3	4	1	0	3	1	
2026-04-21 17:45:00	58.01301	17.20326	12	54	0	2	240	0	0	0.014	13.2	9	5.05	7.78	1022.7	6.4	75	225	1	3.3	4.2	1	0	3	1	
2026-04-21 17:50:00	58.01334	17.20242	12	55	0	1	240	0	0	0.014	13.2	9	5.036	7.78	1022.7	6.4	75	225	1	2.9	3.4	1	0	3	1	
2026-04-21 17:55:00	58.01361	17.2017	12	56	0	2	240	0	0	0.014	13.2	9	5.092	7.77	1022.8	6.4	74	225	1	2.9	3.7	1	0	3	1	
2026-04-21 18:00:00	58.01385	17.20101	11	57	0	1	240	0	0	0.016	13.2	9	5.093	7.79	1022.8	6.6	72	225	1	2.8	3.5	1	0	3	1	
2026-04-21 18:20:00	58.01613	17.19738	13	59	0	3	240	0	0	0.014	13.2	8	5.009	7.76	1022.7	6.3	74	230	1	3.3	4.1	1	0	3	1	
2026-04-21 18:30:00	58.01712	17.19516	12	0	0	2	240	0	0	0.014	13.2	7	4.47	7.65	1022.8	6.4	71	230	1	3.3	4.3	1	0	3	1	
2026-04-21 18:35:00	58.0176	17.19414	12	1	0	1	240	0	0	0.016	13.2	8	4.479	7.65	1022.7	6.3	73	225	1	2.9	3.6	1	0	3	1	
2026-04-21 18:40:00	58.01793	17.19342	13	2	0	1	240	0	0	0.014	13.2	8	4.479	7.65	1022.7	6.2	75	220	1	2.5	3.3	1	0	3	1	
2026-04-21 18:45:00	58.01844	17.19285	13	3	0	1	240	0	0	0.014	13.2	8	4.542	7.66	1022.7	6.2	75	220	1	2.6	3.3	1	0	3	1	
2026-04-21 18:50:00	58.01886	17.19204	12	4	0	1	240	0	0	0.014	13.2	8	4.592	7.67	1022.7	6.2	75	225	1	2.2	2.7	1	0	3	1	
2026-04-21 18:55:00	58.01913	17.19135	41	5	0	1	270	0	0	0.014	13.2	8	4.685	7.69	1022.7	6.3	75	220	1	1.8	2.2	1	0	3	1	
2026-04-21 19:00:00	58.01934	17.19159	12	6	0	1	240	0	0	0.014	13.2	8	4.648	7.68	1022.7	6.1	77	200	1	1.4	1.9	1	0	3	1	
2026-04-21 19:05:00	58.01994	17.19141	11	7	0	1	240	0	0	0.016	13.2	8	4.593	7.67	1022.7	5.9	80	200	1	1.8	2.3	1	0	3	1	
2026-04-21 19:10:00	58.02003	17.19087	11	8	0	2	240	0	0	0.014	13.2	8	4.685	7.7	1022.7	5.7	82	180	1	1.5	1.7	1	0	3	1	
2026-04-21 19:15:00	58.01997	17.1903	11	9	0	1	240	0	0	0.014	13.2	8	4.719	7.7	1022.7	5.5	84	145	1	1.4	1.6	1	0	3	1	
2026-04-21 19:20:00	58.01982	17.18985	11	10	0	1	240	0	0	0.014	13.2	8	4.702	7.7	1022.8	5.3	87	110	1	1.7	2	1	0	3	1	
2026-04-21 19:25:00	58.01934	17.18937	13	11	0	1	240	0	0	0.014	13.2	8	4.655	7.68	1022.8	5.7	81	170	1	1.7	2.1	1	0	3	1	
2026-04-21 19:30:00	58.01907	17.18898	11	12	0	1	240	0	0	0.016	13.2	8	4.665	7.68	1022.8	5.8	80	170	1	1.5	2.1	1	0	3	1	
2026-04-21 19:35:00	58.01895	17.18859	11	13	0	2	240	0	0	0.016	13.2	8	4.617	7.67	1022.8	5.8	80	140	1	2.3	2.9	1	0	3	1	
2026-04-21 19:40:00	58.01829	17.18763	11	14	0	1	240	0	0	0.014	13.2	8	4.65	7.7	1022.8	6.5	74	175	1	2.4	2.9	1	0	3	1	
2026-04-21 19:45:00	58.01793	17.18691	11	15	0	1	240	0	0	0.014	13.2	8	4.749	7.71	1022.7	6.3	76	180	1	1.8	2.1	1	0	3	1	
2026-04-21 19:50:00	58.01778	17.18661	11	16	0	2	240	0	0	0.014	13.2	8	4.752	7.71	1022.7	6	79	180	1	2	2.4	1	0	3	1	
2026-04-21 19:55:00	58.01754	17.18592	11	17	0	1	240	0	0	0.014	13.2	8	4.728	7.71	1022.6	5.9	81	165	1	1.3	1.6	1	0	3	1	
2026-04-21 20:00:00	58.0173	17.1855	11	18	0	1	240	0	0	0.014	13.2	8	4.766	7.71	1022.6	5.6	85	135	1	1.7	2	1	0	3	1	
2026-04-21 20:05:00	58.01688	17.18496	12	19	0	2	240	0	0	0.016	13.2	8	4.923	7.75	1022.7	5.8	81	170	1	1.7	2.1	1	0	3	1	
2026-04-21 20:10:00	58.0164	17.18427	12	20	0	1	240	0	0	0.016	13.2	8	5.056	7.77	1022.6	5.9	81	175	1	2	2.3	1	0	3	1	
2026-04-21 20:15:00	58.01613	17.18382	12	21	0	1	240	0	0	0.014	13.2	8	5.053	7.77	1022.6	5.8	83	175	1	1.8	2.2	1	0	3	1	
2026-04-21 20:20:00	58.01583	17.18337	12	22	0	1	240	0	0	0.014	13.2	8	5.082	7.78	1022.6	6	81	185	1	1.8	2.2	1	0	3	1	
2026-04-21 20:25:00	58.01556	17.18289	11	23	0	1	240	0	0	0.016	13.2	8	5.098	7.78	1022.6	5.9	81	190	1	1.7	1.9	1	0	3	1	
2026-04-21 20:30:00	58.01535	17.18226	12	24	0	1	240	0	0	0.014	13.2	8	5.069	7.77	1022.5	5.8	83	185	1	2	2.4	1	0	3	1	
2026-04-21 20:45:00	58.01481	17.18238	12	26	0	3	240	0	0	0.014	13.2	7	5.045	7.76	1022.4	5.6	85	170	1	1.5	1.9	1	0	3	1	
2026-04-21 21:00:00	58.01388	17.18544	12	28	0	3	240	0	0	0.014	13.2	7	5.006	7.75	1022.4	5.4	86	155	1	1.7	2.1	1	0	3	1	
2026-04-21 21:05:00	58.01406	17.1873	26	29	0	1	270	0	0	0.014	13.2	7	5.03	7.75	1022.4	5.4	86	155	1	1.5	1.7	1	0	3	1	
2026-04-21 21:25:00	58.01664	17.19276	12	32	0	3	240	0	0	0.014	13.2	7	4.549	7.65	1022.2	5.4	85	160	1	1.8	2.2	1	0	3	1	
2026-04-21 21:30:00	58.01742	17.1942	12	33	0	1	240	0	0	0.016	13.2	7	4.442	7.62	1022.2	5.4	85	155	1	1.5	1.8	1	0	3	1	
2026-04-21 21:45:00	58.01928	17.19786	12	35	0	3	240	0	0	0.014	13.2	6	4.509	7.63	1022.1	5.2	86	175	1	1.1	1.4	1	0	3	1	
2026-04-21 21:50:00	58.01982	17.199	11	36	0	1	240	0	0	0.014	13.2	7	4.511	7.62	1022.2	5.2	87	95	1	2.5	2.9	1	0	3	1	
2026-04-21 21:55:00	58.02093	17.19927	11	37	0	1	240	0	0	0.016	13.2	7	4.582	7.68	1022.2	5.5	85	195	1	2.6	3.3	1	0	3	1	
2026-04-21 22:00:00	58.02201	17.19939	13	38	0	1	240	0	0	0.014	13.2	7	4.622	7.69	1022.1	5.3	87	100	1	1.6	2.1	1	0	3	1	
2026-04-21 22:05:00	58.02294	17.19978	11	39	0	1	250	0	0	0.016	13.2	7	4.646	7.69	1022	5.5	85	120	1	1.6	1.9	1	0	3	1	
2026-04-21 22:10:00	58.02402	17.20044	12	40	0	2	240	0	0	0.014	13.2	7	4.61	7.69	1022	5.5	84	125	1	1.4	1.8	1	0	3	1	
2026-04-21 22:15:00	58.0248	17.20095	12	41	0	1	240	0	0	0.014	13.2	7	4.637	7.7	1021.9	5.3	87	135	1	2.1	2.4	1	0	3	1	
2026-04-21 22:20:00	58.02594	17.2017	12	42	0	1	240	0	0	0.014	13.2	7	4.596	7.69	1021.9	5.3	87	165	1	1.6	2	1	0	3	1	
2026-04-21 22:25:00	58.02681	17.20242	12	43	0	2	240	0	0	0.014	13.2	7	4.587	7.69	1021.8	5.2	88	150	1	1	1.3	1	0	3	1	
2026-04-21 22:30:00	58.02729	17.20356	12	44	0	1	240	0	0	0.016	13.2	7	4.652	7.7	1021.8	5.2	87	135	1	1.3	1.6	1	0	3	1	
2026-04-21 22:35:00	58.02789	17.2047	11	45	0	1	240	0	0	0.014	13.2	7	4.647	7.7	1021.7	5.2	86	170	1	1.1	1.5	1	0	3	1	
2026-04-21 22:40:00	58.02849	17.20569	11	46	0	3	240	0	0	0.016	13.2	7	4.615	7.7	1021.8	5.3	85	155	1	1.5	1.7	1	0	3	1	
2026-04-21 22:55:00	58.03023	17.20947	12	48	0	3	240	0	0	0.014	13.2	6	4.658	7.7	1021.5	5.1	87	195	1	1.4	1.7	1	0	3	1	
2026-04-21 23:00:00	58.03059	17.21088	12	49	0	1	240	0	0	0.016	13.2	7	4.395	7.64	1021.4	5	88	205	1	1.4	1.7	1	0	3	1	
2026-04-21 23:05:00	58.03086	17.21247	12	50	0	1	240	0	0	0.016	13.2	7	4.396	7.64	1021.4	5	88	215	1	1.3	1.7	1	0	3	1	
2026-04-21 23:10:00	58.03095	17.21412	12	51	0	1	240	0	0	0.014	13.2	7	4.444	7.65	1021.4	5	88	200	1	1.4	1.7	1	0	3	1	
2026-04-21 23:15:00	58.03101	17.21565	12	52	0	1	240	0	0	0.014	13.2	7	4.455	7.65	1021.3	4.9	89	215	1	1.2	1.4	1	0	3	1	
2026-04-21 23:20:00	58.03095	17.21706	12	53	0	1	240	0	0	0.014	13.2	7	4.477	7.65	1021.2	4.8	90	210	1	1.3	1.5	1	0	3	1	
2026-04-21 23:25:00	58.03179	17.21721	12	54	0	1	240	0	0	0.016	13.2	7	4.429	7.64	1021.1	4.8	90	230	1	1.6	1.9	1	0	3	1	
2026-04-21 23:30:00	58.03266	17.21742	12	55	0	1	250	0	0	0.014	13.2	7	4.406	7.64	1021.1	4.8	91	240	1	1.6	2	1	0	3	1	
2026-04-21 23:35:00	58.03353	17.21808	12	56	0	1	240	0	0	0.014	13.2	7	4.409	7.64	1021.1	4.9	90	245	1	1.8	2.1	1	0	3	1	
2026-04-21 23:40:00	58.03443	17.21916	13	57	0	2	250	0	0	0.014	13.2	7	4.415	7.64	1021.1	5.3	86	270	1	1.9	2.1	1	0	3	1	
2026-04-21 23:45:00	58.03521	17.22054	17	58	0	1	250	0	0	0.014	13.2	7	4.463	7.66	1021	5.3	87	275	1	1.8	2.1	1	0	3	1	
2026-04-21 23:50:00	58.03581	17.2221	13	59	0	1	250	0	0	0.016	13.2	7	4.638	7.7	1020.9	5.6	85	280	1	2.3	2.7	1	0	3	1	
2026-04-21 23:55:00	58.03638	17.2242	18	0	0	1	260	0	0	0.014	13.2	7	4.716	7.71	1020.8	5.7	84	285	1	2.4	2.8	1	0	3	1	
2026-04-22 00:00:00	58.03692	17.22678	40	1	0	1	270	0	0	0.014	13.2	7	4.757	7.72	1020.9	6	82	285	1	3.4	4	1	0	3	1	
2026-04-22 00:05:00	58.03779	17.22741	11	2	0	1	240	0	0	0.014	13.2	7	4.738	7.72	1020.8	6	81	290	1	2.1	2.5	1	0	3	1	
2026-04-22 00:10:00	58.03836	17.2275	11	3	0	1	240	0	0	0.014	13.2	7	4.714	7.71	1020.7	6	82	310	1	1.4	2.1	1	0	3	1	
2026-04-22 00:15:00	58.03863	17.22771	11	4	0	1	240	0	0	0.014	13.2	7	4.701	7.71	1020.6	5.9	83	290	1	2.4	2.9	1	0	3	1	
2026-04-22 00:20:00	58.03908	17.22792	11	5	0	1	240	0	0	0.016	13.2	7	4.679	7.7	1020.6	5.9	82	290	1	2.5	2.9	1	0	3	1	
2026-04-22 00:25:00	58.03983	17.22807	12	6	0	2	240	0	0	0.016	13.2	7	4.659	7.7	1020.6	6.2	79	295	1	3.2	3.7	1	0	3	1	
2026-04-22 00:30:00	58.04073	17.22831	12	7	0	1	240	0	0	0.014	13.2	7	4.707	7.71	1020.5	6.7	75	295	1	3.6	4.5	1	0	3	1	
2026-04-22 00:35:00	58.04175	17.22873	12	8	0	2	240	0	0	0.014	13.2	7	4.712	7.71	1020.4	6.8	74	300	1	2.3	3.1	1	0	3	1	
2026-04-22 00:40:00	58.04238	17.22912	11	9	0	1	240	0	0	0.014	13.2	7	4.734	7.72	1020.4	6.5	77	305	1	1.7	2.3	1	0	3	1	
2026-04-22 00:45:00	58.04301	17.22978	12	10	0	2	240	0	0	0.016	13.2	7	4.707	7.71	1020.4	6.5	76	295	1	4.2	5	1	0	3	1	
2026-04-22 00:55:00	58.04538	17.23005	12	11	0	3	240	0	0	0.014	13.2	6	4.701	7.71	1020.2	6.4	76	280	1	5.1	5.9	1	0	3	1	
2026-04-22 01:00:00	58.04643	17.22984	12	12	0	1	240	0	0	0.014	13.2	7	4.845	7.74	1020.2	6.5	76	280	1	4.9	5.7	1	0	3	1	
2026-04-22 01:09:58	58.04862	17.22987	11	13	0	3	190	0	0	0.014	13.2	8	4.967	7.77	1020.2	6.2	78	280	1	4.5	5.3	1	1	3	0	
2026-04-22 01:45:00	58.05429	17.23545	11	17	0	3	240	0	0	0.014	13.2	6	4.77	7.74	1020.2	5.7	83	290	1	3.5	4.6	1	0	3	1	
2026-04-22 01:50:00	58.05504	17.23575	12	18	0	1	240	0	0	0.014	13.2	7	4.707	7.72	1020.2	5.7	84	300	1	3.1	4.5	1	0	3	1	
2026-04-22 01:55:00	58.05549	17.23596	12	19	0	2	240	0	0	0.014	13.2	8	4.676	7.72	1020.1	5.8	82	305	1	4	5	1	0	3	1	
2026-04-22 02:00:00	58.05651	17.23671	12	20	0	1	240	0	0	0.014	13.2	7	4.712	7.72	1020.1	5.8	82	295	1	3.6	4.5	1	0	3	1	
2026-04-22 02:10:00	58.05813	17.23755	12	21	0	2	240	0	0	0.014	13.2	7	4.603	7.7	1020.2	5.8	83	305	1	3.9	5.2	1	0	3	1	
2026-04-22 02:15:00	58.059	17.23845	12	22	0	1	240	0	0	0.014	13.2	7	4.658	7.72	1020.2	5.8	83	305	1	4	5	1	0	3	1	
2026-04-22 02:20:00	58.06005	17.23941	11	23	0	1	240	0	0	0.014	13.2	7	4.689	7.73	1020.1	5.8	83	305	1	4	4.9	1	0	3	1	
