Time	Lat	Long	TTFF	Warning	Count	Leak	Commands	I	V	Temperature	Pressure	Humidity	TxTries	Vel	Dir	TrDist	WindDir	NTack	Tack	T0	T1	T2	T3	WPRE	CORR	SAP	SAM	SAS	RANG	
2018-11-09 07:10:42	58.26864	11.43141	11	1	0	0	0	0.005	13.6	20	1021	30	0	0.6	359	0	0	0	0					0	1					
2018-11-09 07:15:00	58.26861	11.43132	13	0	1	0	0	0.005	13.6	20	1021	30	3	0	239	0	0	1	0	0				0	1	0	0	0		
2018-11-09 07:20:00	58.26855	11.43138	12	0	2	0	0	0.005	13.6	20	1021	29	1	0	145	0	0	0	1	0	0			0	1	0	0	0		
2018-11-09 07:25:00	58.26858	11.43141	12	0	3	0	0	0.005	13.6	20	1021	29	2	0	51	0	80	1	0	1	0	0		0	1	0	3	13		
2018-11-09 07:30:00	58.26855	11.43141	12	0	4	0	0	0.005	13.6	20	1021	29	1	0	183	0	110	0	1	0	1	0	0	0	1	19	0	0		
2018-11-09 07:40:00	58.26861	11.43141	13	0	6	0	0	0.005	13.6	19	1022	28	3	0	346	0	100	0	0	0	1	0	1	0	1	8	7	0		
2018-11-09 07:45:00	58.26816	11.43189	13	0	7	0	0	0.005	13.6	19	1022	28	1	0.2	152	100	100	1	0	0	0	1	0	0	1	0	19	0		
2018-11-09 07:50:00	58.26828	11.43207	13	0	8	0	0	0.005	13.6	18	1022	28	1	0.1	39	100	255	1	1	0	0	0	1	0	1	0	19	0		
2018-11-09 07:55:00	58.27068	11.46288	11	1	9	0	0	0.005	13.6	18	1022	28	1	6.1	82	1900	255	0	1	1	0	0	0	0	1	0	20	0		
2018-11-09 08:00:00	58.28091	11.49567	14	0	10	0	0	0.005	13.6	17	1022	28	1	7.3	59	4000	95	2	0	1	1	0	0	0	0	0	20	0		
2018-11-09 08:05:00	58.28112	11.49501	13	0	11	0	0	0.005	13.6	17	1022	28	1	0.2	304	4000	95	2	2	0	1	1	0	0	0	0	15	4		
2018-11-09 08:15:00	58.2804	11.49474	25	0	13	0	0	0.005	13.6	16	1022	28	3	0.3	153	3900	95	2	1	1	2	0	1	0	0	0	0	14		
2018-11-09 08:25:00	58.27872	11.49606	24	0	15	0	0	0.005	13.6	15	1022	28	3	0.4	151	3900	95	2	1	1	1	1	2	0	0	0	0	14		
2018-11-09 08:35:00	58.28034	11.49501	18	0	17	0	0	0.005	13.6	14	1022	28	3	0.4	352	3900	60	3	0	0	1	1	1	0	0	18	0	0		
2018-11-09 09:16:42	58.28292	11.49057	12	1	0	0	0	0.005	13.6	13	1022	28	0	0.3	143	0	0	0	0					0	1					
2018-11-09 09:20:00	58.28316	11.48997	12	0	1	0	6	0.005	13.6	13	1022	28	2	0.2	306	-300	0	1	0	0				0	0	4	1	4		
2018-11-09 09:25:00	58.28289	11.49012	13	0	2	0	0	0.005	13.6	13	1022	28	1	0.1	164	-300	50	0	1	0	0			0	1	10	0	10		
2018-11-09 09:35:00	58.28238	11.48796	13	0	4	0	0	0.005	13.6	12	1022	28	3	0.5	214	-400	100	1	1	0	1	0	0	0	0	4	0	11		
2018-11-09 09:40:00	58.28181	11.4897	13	0	5	0	5	0.005	13.6	12	1022	28	1	0.4	122	100	100	0	1	1	0	1	0	0	1	0	0	20		
2018-11-09 09:45:00	58.28247	11.48943	13	0	6	0	0	0.005	13.6	12	1022	28	1	0.3	348	100	50	0	0	1	1	0	1	0	1	13	0	6		
2018-11-09 09:50:00	58.28349	11.48823	13	0	7	0	0	0.005	13.6	12	1022	28	1	0.4	328	-100	50	1	0	0	1	1	0	0	1	17	3	0		
2018-11-09 09:55:00	58.28226	11.48682	15	0	8	0	0	0.005	13.6	12	1022	28	1	0.5	211	-200	95	0	1	0	0	1	1	0	1	5	0	12		
2018-11-09 10:00:00	58.28247	11.48502	13	0	9	0	0	0.005	13.6	12	1022	28	1	0.4	282	-300	80	0	0	1	0	0	1	0	0	14	0	6		
2018-11-09 10:05:00	58.2834	11.48418	21	0	10	0	1	0.005	13.6	12	1022	28	1	0.4	335	-400	80	0	0	0	1	0	0	0	0	19	0	0		
2018-11-09 10:10:00	58.28238	11.48418	13	0	11	0	1	0.005	13.6	12	1022	28	1	0.4	180	-400	80	1	1	0	0	1	0	0	0	7	0	12		
2018-11-09 10:15:00	58.28073	11.48505	14	0	12	0	0	0.005	13.6	12	1022	28	3	0.6	164	400	80	0	1	1	0	0	1	0	0	0	0	16		
2018-11-09 10:25:00	58.27914	11.48625	14	0	14	0	0	0.005	13.6	12	1022	28	3	0.4	142	500	80	0	1	1	1	1	0	0	0	0	1	8		
2018-11-09 10:30:00	58.27836	11.48775	13	0	15	0	1	0.005	13.7	12	1021	28	1	0.4	135	500	80	0	1	1	1	1	1	0	0	0	1	19		
2018-11-09 10:35:00	58.27719	11.48898	14	0	16	0	0	0.005	13.7	12	1021	28	1	0.5	151	600	80	0	1	1	1	1	1	0	0	0	0	20		
2018-11-09 10:40:00	58.27797	11.48823	13	0	17	0	6	0.005	13.7	12	1021	28	1	0.3	334	0	60	2	0	1	1	1	1	0	1	15	0	5		
2018-11-09 10:45:00	58.27938	11.48763	15	0	18	0	0	0.005	13.7	12	1021	29	1	0.5	347	100	60	2	0	0	1	1	1	0	1	20	0	0		
2018-11-09 10:50:00	58.27842	11.48682	14	0	19	0	1	0.005	13.7	11	1021	28	2	0.4	204	100	60	2	2	0	0	1	1	0	1	6	0	11		
2018-11-09 10:55:00	58.27656	11.48619	15	0	20	0	0	0.005	13.7	11	1021	28	1	0.7	190	-100	60	2	2	2	0	0	1	0	1	0	0	20		
2018-11-09 11:00:00	58.27458	11.48502	14	0	21	0	0	0.005	13.7	11	1021	28	1	0.8	197	-200	60	3	2	2	2	0	0	0	1	0	0	20		
2018-11-09 11:05:00	58.27485	11.48079	26	0	22	0	0	0.005	13.7	11	1021	29	1	0.8	277	0	55	2	3	2	2	2	0	0	1	14	0	4		
2018-11-09 11:10:00	58.27338	11.48001	18	0	23	0	1	0.005	13.8	11	1021	28	1	0.6	196	0	45	2	2	3	2	2	2	0	1	3	0	15		
2018-11-09 11:15:00	58.27143	11.47983	14	0	24	0	0	0.005	13.8	11	1021	28	1	0.7	183	-200	45	3	2	2	3	2	2	0	1	0	0	19		
2018-11-09 11:20:00	58.27293	11.47698	23	0	25	0	0	0.005	13.9	11	1021	28	2	0.8	315	100	70	2	3	2	2	3	2	0	1	13	0	5		
2018-11-09 11:25:00	58.27509	11.47503	17	0	26	0	0	0.005	13.9	11	1021	28	1	0.9	335	300	300	3	2	3	2	2	3	0	0	16	3	0		
2018-11-09 11:30:00	58.27461	11.47278	43	0	27	0	0	0.005	14	11	1021	28	1	0.4	248	400	270	3	3	2	3	2	2	0	0	15	1	3		
2018-11-09 11:35:00	58.27422	11.46903	12	0	28	0	0	0.005	14	11	1021	28	1	0.8	259	500	270	3	3	3	2	3	2	0	0	6	6	4		
2018-11-09 11:40:00	58.27344	11.46591	12	0	29	0	0	0.005	14	11	1021	28	3	0.7	245	600	270	3	3	3	3	2	3	0	0	8	8	0		
2018-11-09 11:45:00	58.26666	11.43639	13	1	0	0	0	0.005	14	11	1020	28	2	6.3	246	1600	270	2	3	3	3	3	2	0	0	18	0	0		
2018-11-21 07:25:36	58.26855	11.43153	12	1	0	0	0	0.005	13.4	18	1033	29	0	0.1	327	0	0	0	0					0	1					
2018-11-21 07:35:00	58.26855	11.43141	12	0	2	0	0	0.005	13.4	17	1033	29	3	0	160	0	40	0	1	0	0			0	1	16	0	2		
2018-11-21 07:40:00	58.26855	11.43144	13	0	3	0	5	0.005	13.5	16	1034	29	2	0	72	-8500	95	1	0	1	0	0		0	0	14	2	2		
2018-11-21 07:50:00	58.26858	11.43141	12	1	0	0	0	0.005	13.4	15	1034	29	0	0.3	225	0	0	0	0					0	1					
2018-11-21 07:55:00	58.26867	11.43144	13	0	1	0	0	0.005	13.4	14	1034	29	2	0	17	0	0	1	0	0				0	1	0	18	0		
2018-11-21 08:00:00	58.26753	11.43258	12	0	2	0	0	0.005	13.4	13	1034	29	1	0.5	152	100	65	0	1	0	0			0	1	0	19	0		
2018-11-21 08:05:00	58.26276	11.44455	14	0	3	0	0	0.005	13.4	13	1034	29	2	2.9	127	1000	215	1	0	1	0	0		0	0	9	9	0		
2018-11-21 08:10:00	58.26756	11.46036	13	1	4	0	0	0.005	13.4	12	1034	28	1	3.6	60	1700	280	0	1	0	1	0	0	0	0	19	0	0		
2018-11-21 08:15:00	58.27356	11.4756	13	0	5	0	0	0.005	13.4	12	1034	28	1	3.7	53	2600	75	3	0	1	0	1	0	0	0	18	0	0		
2018-11-21 08:20:00	58.28109	11.48688	13	0	6	0	0	0.005	13.4	11	1034	28	1	3.6	38	3500	75	2	3	0	1	0	1	0	0	20	0	0		
2018-11-21 08:25:00	58.2882	11.49924	12	0	7	0	0	0.005	13.5	11	1034	28	1	3.6	42	4500	35	3	2	3	0	1	0	0	0	19	0	0		
2018-11-21 08:30:00	58.29606	11.51136	12	0	8	0	0	0.005	13.4	10	1034	28	1	3.7	39	5600	80	2	3	2	3	0	1	0	0	19	0	0		
2018-11-21 08:35:00	58.30401	11.52324	12	0	9	0	1	0.005	13.5	10	1034	29	2	3.7	38	6700	210	1	2	3	2	3	0	0	0	18	0	0		
2018-11-21 08:40:00	58.31178	11.53533	13	0	10	0	0	0.005	13.5	10	1034	29	1	3.7	39	7700	210	1	1	2	3	2	3	0	0	20	0	0		
2018-11-21 08:45:00	58.31703	11.54205	13	0	11	0	4	0.005	13.5	9	1034	28	1	2.3	34	100	210	2	1	1	2	3	2	0	1	20	0	0		
2018-11-21 08:50:00	58.31565	11.54133	13	0	12	0	0	0.005	13.5	9	1035	29	1	0.5	195	100	210	2	2	1	1	2	3	0	1	5	6	9		
2018-11-21 08:55:00	58.31322	11.54082	13	0	13	0	0	0.005	13.5	9	1035	29	2	0.9	186	200	210	1	2	2	1	1	2	0	1	0	0	16		
2018-11-21 09:00:00	58.31295	11.53953	12	0	14	0	4	0.005	13.5	9	1035	29	1	0.3	248	300	210	2	1	2	2	1	1	0	0	0	9	11		
2018-11-21 09:05:00	58.31331	11.53785	13	0	15	0	0	0.005	13.5	8	1035	29	1	0.3	292	-300	210	2	2	1	2	2	1	0	0	4	11	5		
2018-11-21 09:10:00	58.3134	11.53686	13	0	16	0	1	0.005	13.5	8	1035	30	3	0.2	281	-400	210	2	0	2	1	2	2	0	0	12	0	4		
2018-11-21 09:15:00	58.31451	11.5368	13	0	17	0	0	0.005	13.5	8	1035	30	1	0.4	358	-300	210	2	0	0	2	1	2	0	0	20	0	0		
2018-11-21 09:20:00	58.31556	11.53728	13	0	18	0	0	0.005	13.5	8	1035	30	1	0.4	14	-200	210	2	0	0	0	2	1	0	0	19	0	0		
2018-11-21 09:25:00	58.31664	11.53707	13	0	19	0	0	0.005	13.5	8	1035	30	1	0.4	354	-300	210	3	0	0	0	0	2	0	0	20	0	0		
2018-11-21 09:30:00	58.31793	11.53671	13	0	20	0	0	0.005	13.5	9	1035	30	1	0.5	351	-400	210	3	0	0	0	0	0	0	0	20	0	0		
2018-11-21 09:40:00	58.31448	11.53989	13	0	22	0	0	0.005	13.5	9	1035	30	3	0.9	147	-100	80	0	1	1	0	0	0	0	1	0	0	16		
2018-11-21 09:45:00	58.31289	11.54226	12	0	23	0	0	0.005	13.5	9	1035	30	1	0.7	142	300	80	3	1	1	1	0	0	0	0	0	1	19		
2018-11-21 09:50:00	58.31238	11.5425	12	0	24	0	0	0.005	13.5	9	1035	30	1	0.2	166	400	80	3	1	1	1	1	0	0	0	0	4	16		
2018-11-21 09:55:00	58.31325	11.54094	14	0	25	0	0	0.005	13.5	9	1035	30	1	0.4	317	300	80	0	1	1	1	1	1	0	0	1	4	14		
2018-11-21 10:00:00	58.31544	11.53854	42	0	26	0	1	0.005	13.6	9	1035	30	1	0.9	330	-200	75	1	0	1	1	1	1	0	1	19	1	0		
2018-11-21 10:05:00	58.3164	11.53857	12	0	27	0	0	0.005	13.6	9	1035	30	1	0.4	0	-200	75	0	0	0	1	1	1	0	1	15	0	0		
2018-11-21 10:10:00	58.31775	11.53848	12	0	28	0	0	0.005	13.6	9	1035	30	1	0.5	358	-200	75	0	0	0	0	1	1	0	0	20	0	0		
2018-11-21 10:15:00	58.31607	11.53806	12	0	29	0	1	0.005	13.6	9	1035	30	1	0.6	188	-200	95	1	1	0	0	0	1	0	1	4	0	16		
2018-11-21 10:20:00	58.31385	11.5392	13	0	0	0	1	0.005	13.6	9	1035	29	1	0.9	165	-200	95	0	1	1	0	0	0	0	0	0	0	19		
2018-11-21 10:25:00	58.31493	11.53821	13	0	1	0	1	0.005	13.6	9	1035	30	1	0.4	334	-200	70	0	0	1	1	0	0	0	1	15	0	4		
2018-11-21 10:30:00	58.317	11.53761	11	0	2	0	6	0.005	13.6	9	1035	30	1	0.8	352	-100	70	0	0	0	1	1	0	0	1	20	0	0		
2018-11-21 10:35:00	58.31904	11.5371	13	0	3	0	0	0.005	13.6	9	1035	30	1	0.8	352	-200	70	1	0	0	0	1	1	0	0	20	0	0		
2018-11-21 10:40:00	58.31781	11.53746	13	0	4	0	0	0.005	13.6	9	1035	30	1	0.5	171	-200	80	1	1	0	0	0	1	0	1	3	0	16		
2018-11-21 10:45:00	58.31613	11.53935	12	0	5	0	0	0.005	13.7	9	1035	29	1	0.7	149	0	80	0	1	1	0	0	0	0	1	0	0	20		
2018-11-21 10:50:00	58.31739	11.53851	11	0	6	0	0	0.005	13.7	9	1035	30	1	0.5	341	-100	65	0	0	1	1	0	0	0	1	16	0	3		
2018-11-21 10:55:00	58.3188	11.538	12	0	7	0	0	0.005	13.7	9	1035	30	1	0.5	350	-200	65	1	0	0	1	1	0	0	1	20	0	0		
2018-11-21 11:00:00	58.31769	11.53797	13	0	8	0	0	0.005	13.7	9	1035	29	1	0.4	181	-100	85	0	1	0	0	1	1	0	1	4	0	15		
2018-11-21 11:05:00	58.31862	11.53698	12	0	9	0	0	0.005	13.7	9	1035	30	1	0.4	330	-200	75	1	0	1	0	0	1	0	0	14	0	5		
2018-11-21 11:10:00	58.31712	11.5371	13	0	10	0	0	0.005	13.7	9	1035	29	1	0.5	178	-100	75	0	1	0	1	0	0	0	1	3	0	16		
2018-11-21 11:15:00	58.31772	11.53629	13	0	11	0	0	0.005	13.8	9	1035	30	1	0.3	324	-200	75	1	0	1	0	1	0	0	1	13	0	6		
2018-11-21 11:20:00	58.3167	11.5362	12	0	12	0	0	0.005	13.8	9	1035	29	1	0.4	182	-200	75	0	1	0	1	0	1	0	1	6	0	13		
2018-11-21 11:25:00	58.31736	11.53563	12	0	13	0	1	0.005	13.8	9	1035	30	2	0.3	336	-200	80	1	0	1	0	1	0	0	1	13	0	4		
2018-11-21 11:30:00	58.31637	11.53581	13	0	14	0	0	0.005	13.8	9	1035	29	1	0.4	174	-200	75	1	1	0	1	0	1	0	1	4	0	15		
2018-11-21 11:35:00	58.31472	11.53674	12	0	15	0	0	0.005	13.9	9	1035	29	2	0.6	163	0	75	0	1	1	0	1	0	0	1	0	1	17		
2018-11-21 11:40:00	58.31571	11.53635	11	0	16	0	0	0.005	13.9	9	1035	29	1	0.4	348	-100	75	0	0	1	1	0	1	0	1	16	0	4		
2018-11-21 11:45:00	58.31763	11.53665	12	0	17	0	0	0.005	13.9	9	1035	30	1	0.7	5	-200	75	1	0	0	1	1	0	0	1	20	0	0		
2018-11-21 11:50:00	58.31661	11.53677	12	0	18	0	1	0.005	13.9	9	1035	29	1	0.4	176	-100	90	0	1	0	0	1	1	0	1	5	0	15		
2018-11-21 11:55:00	58.31742	11.53677	13	0	19	0	0	0.005	14	9	1035	30	1	0.3	1	-200	90	0	0	1	0	0	1	0	1	14	1	4		
2018-11-21 12:00:00	58.31856	11.53683	13	0	20	0	0	0.005	14	9	1035	30	1	0.4	1	-200	90	0	0	0	1	0	0	0	1	19	0	0		
2018-11-21 12:05:00	58.32015	11.53641	12	0	21	0	0	0.005	14	9	1035	30	1	0.6	352	-300	90	1	0	0	0	1	0	0	0	19	1	0		
2018-11-21 12:10:00	58.31916	11.53659	14	0	22	0	0	0.005	14	9	1035	29	1	0.4	174	-300	85	1	1	0	0	0	1	0	1	6	1	12		
2018-11-21 12:15:00	58.31784	11.53761	12	0	23	0	0	0.005	14	9	1035	29	1	0.5	159	-100	85	0	1	1	0	0	0	0	1	0	0	20		
2018-11-21 12:20:00	58.31844	11.53704	11	0	24	0	0	0.005	14	9	1035	29	1	0.2	334	-200	65	1	0	1	1	0	0	0	1	14	0	5		
2018-11-21 12:25:00	58.31793	11.53698	13	0	25	0	0	0.005	14.1	9	1035	29	1	0.2	184	-200	75	0	1	0	1	1	0	0	1	6	0	13		
2018-11-21 12:30:00	58.31898	11.53605	13	0	26	0	1	0.005	14.1	9	1035	29	1	0.4	336	-300	75	1	0	1	0	1	1	0	1	15	0	4		
2018-11-21 12:40:00	58.31694	11.53728	13	0	28	0	0	0.005	14.1	9	1035	29	3	0.4	151	-100	75	0	1	1	0	1	0	0	1	0	0	15		
2018-11-21 12:45:00	58.31763	11.53665	15	0	29	0	5	0.005	14.1	9	1035	29	1	0.3	335	-400	65	1	0	1	1	0	1	0	0	13	0	6		
2018-11-21 12:50:00	58.31715	11.53638	13	0	0	0	0	0.005	14.1	9	1035	29	1	0.2	196	-400	80	1	1	0	1	1	0	0	0	5	0	13		
2018-11-21 12:55:00	58.31604	11.53656	13	0	1	0	0	0.005	14.1	9	1035	29	1	0.4	175	-400	80	1	1	1	0	1	1	0	0	4	1	15		
2018-11-21 13:00:00	58.31505	11.53809	13	0	2	0	0	0.005	14.1	9	1035	29	1	0.5	141	-200	80	1	1	1	1	0	1	0	0	0	1	19		
2018-11-21 13:05:00	58.31442	11.53836	13	0	3	0	0	0.005	14	9	1035	29	1	0.2	167	-200	80	1	1	1	1	1	0	0	0	5	1	12		
2018-11-21 13:10:00	58.31358	11.53962	18	0	4	0	0	0.005	14	9	1035	29	1	0.4	142	-200	80	0	1	1	1	1	1	0	1	0	0	20		
2018-11-21 13:15:00	58.31391	11.53869	14	0	5	0	1	0.005	14	9	1035	29	1	0.2	306	-200	45	1	0	1	1	1	1	0	0	12	0	6		
2018-11-21 13:20:00	58.31529	11.53779	13	0	6	0	0	0.005	14	9	1035	29	1	0.5	341	-300	45	1	0	0	1	1	1	0	0	20	0	0		
2018-11-21 13:25:00	58.31688	11.5374	43	0	7	0	0	0.005	14	9	1035	29	1	0.5	353	-400	45	1	0	0	0	1	1	0	0	20	0	0		
2018-11-21 13:30:00	58.31793	11.53722	11	0	8	0	0	0.005	14	9	1035	29	1	0.4	355	-400	45	1	0	0	0	0	1	0	0	17	0	0		
2018-11-21 13:35:00	58.31922	11.53683	12	0	9	0	0	0.005	13.9	8	1035	29	2	0.5	351	-500	45	1	0	0	0	0	0	0	0	18	0	0		
2018-11-21 13:40:00	58.31844	11.53704	11	0	10	0	6	0.005	13.9	8	1035	29	1	0.3	171	-400	80	1	1	0	0	0	0	0	0	5	0	13		
2018-11-21 13:45:00	58.31706	11.53848	11	0	11	0	0	0.005	13.9	8	1035	29	3	0.6	151	-200	80	1	1	1	0	0	0	0	1	0	0	15		
2018-11-21 13:50:00	58.31604	11.54073	11	0	12	0	0	0.005	13.9	8	1035	29	1	0.6	131	-100	80	0	1	1	1	0	0	0	1	0	0	20		
2018-11-21 13:55:00	58.31688	11.53962	11	0	13	0	0	0.005	13.9	8	1035	29	1	0.4	325	-200	45	1	0	1	1	1	0	0	1	13	0	6		
2018-11-21 14:00:00	58.31613	11.54085	13	0	14	0	0	0.005	13.9	8	1035	29	1	0.4	138	-100	50	0	1	0	1	1	1	0	1	5	0	14		
2018-11-21 14:05:00	58.31679	11.54022	12	0	15	0	0	0.005	13.9	8	1035	29	2	0.3	333	-100	55	1	0	1	0	1	1	0	1	10	1	5		
2018-11-21 14:10:00	58.31601	11.54097	11	0	16	0	0	0.005	13.9	8	1035	29	1	0.3	154	0	65	0	1	0	1	0	1	0	1	5	0	15		
2018-11-21 14:20:00	58.31817	11.54028	12	0	18	0	0	0.005	13.8	8	1034	29	3	0.5	354	-200	70	1	0	0	1	0	1	0	1	16	0	0		
2018-11-21 14:25:00	58.31751	11.53974	12	0	19	0	0	0.005	13.8	8	1034	29	1	0.3	203	-200	95	0	1	0	0	1	0	0	1	6	0	14		
2018-11-21 14:30:00	58.31817	11.53908	12	0	20	0	0	0.005	13.8	8	1034	29	1	0.3	333	-300	90	1	0	1	0	0	1	0	1	12	0	7		
2018-11-21 14:42:40	58.31637	11.53677	12	1	0	0	0	0.005	13.8	8	1034	29	0	4.1	211	0	0	0	0					0	1					
2018-11-21 14:45:00	58.308	11.52663	13	0	1	0	0	0.005	13.8	8	1034	29	2	7.8	213	1100	0	1	0	0				0	0	0	0	2		
2018-11-21 14:50:00	58.28715	11.49849	13	0	2	0	0	0.005	13.8	8	1034	29	1	9.5	215	3900	140	0	1	0	0			0	0	0	1	19		
2018-11-21 14:55:00	58.269	11.46279	15	0	3	0	0	0.005	13.8	8	1034	28	1	9.6	226	6800	35	1	0	1	0	0		0	0	0	20	0		
2018-11-21 15:00:00	58.26828	11.43252	13	0	4	0	0	0.005	13.8	8	1034	28	1	5.9	267	8100	280	2	1	0	1	0	0	0	0	0	11	8		
2018-11-21 15:05:00	58.26852	11.43135	15	0	5	0	0	0.005	13.8	8	1034	28	1	0.2	291	8100	280	3	2	1	0	1	0	0	0	0	9	11		
2018-11-21 15:10:00	58.26858	11.43144	14	0	6	0	0	0.005	13.7	8	1034	28	1	0	51	8100	195	3	3	2	1	0	1	0	0	3	9	5		
2018-12-03 07:30:00	56.91876	12.29337	13	0	1	0	0	0.005	13.7	7	991	29	3	3.2	257	600	0	1	0	0				0	0	0	0	5		
2018-12-03 07:35:00	56.91507	12.28029	13	0	2	0	0	0.005	13.7	7	991	29	1	3	243	1500	55	0	1	0	0			0	0	0	0	20		
2018-12-03 07:40:00	56.91111	12.26838	12	0	3	0	0	0.005	13.6	7	991	29	2	2.8	239	2400	205	1	0	1	0	0		0	0	0	0	18		
2018-12-03 07:45:00	56.90661	12.25509	12	1	4	0	0	0.005	13.7	7	991	29	1	3.2	238	3300	140	3	1	0	1	0	0	0	0	0	0	20		
2018-12-03 07:50:00	56.90175	12.24213	12	0	5	0	0	0.005	13.6	7	991	29	1	3.2	236	4200	140	2	3	1	0	1	0	0	0	0	0	20		
2018-12-03 07:55:00	56.89683	12.22944	13	0	6	0	0	0.005	13.6	7	991	29	1	3.1	235	5200	10	0	2	3	1	0	1	0	0	0	0	20		
2018-12-03 08:00:00	56.89206	12.21729	12	0	7	0	0	0.005	13.6	7	991	29	1	3	234	6100	10	0	0	2	3	1	0	0	0	0	0	18		
2018-12-03 08:05:00	56.88774	12.20427	13	0	8	0	0	0.005	13.6	7	991	29	1	3.1	239	7000	10	0	0	0	2	3	1	0	0	0	0	20		
2018-12-03 08:10:00	56.88441	12.1905	12	0	9	0	0	0.005	13.6	7	991	29	1	3.1	246	7900	10	0	0	0	0	2	3	0	0	0	0	19		
2018-12-03 08:15:00	56.8809	12.17721	14	0	10	0	0	0.005	13.6	7	991	29	1	3	244	8800	10	0	0	0	0	0	2	0	0	0	0	20		
2018-12-03 08:20:00	56.87775	12.16365	12	0	11	0	0	0.005	13.6	7	991	29	1	3	247	9700	10	0	0	0	0	0	0	0	0	0	0	20		
2018-12-03 08:25:00	56.87406	12.15036	12	1	12	0	0	0.005	13.6	7	991	29	1	3	243	10600	10	0	0	0	0	0	0	0	0	0	0	20		
2018-12-03 08:30:00	56.8704	12.13698	13	0	13	0	0	0.005	13.6	7	991	29	1	3	244	11500	10	0	0	0	0	0	0	0	0	0	0	20		
2018-12-03 08:35:00	56.86683	12.12417	13	0	14	0	0	0.005	13.6	8	991	29	1	2.9	243	12400	10	0	0	0	0	0	0	0	0	0	0	20		
2018-12-03 08:40:00	56.86326	12.11088	13	0	15	0	0	0.005	13.6	8	991	29	2	3	244	13300	10	1	0	0	0	0	0	0	0	0	0	17		
2018-12-03 08:45:00	56.86071	12.09717	13	0	16	0	0	0.005	13.6	8	991	29	1	2.9	251	14200	255	3	1	0	0	0	0	0	0	0	0	19		
2018-12-03 08:50:00	56.85864	12.08316	13	0	17	0	0	0.005	13.6	8	991	29	1	2.9	255	15000	255	2	3	1	0	0	0	0	0	0	0	20		
2018-12-03 08:55:00	56.85663	12.06936	14	0	18	0	0	0.005	13.6	8	991	29	1	2.9	255	15900	335	2	2	3	1	0	0	0	0	0	0	19		
2018-12-03 09:00:00	56.85489	12.05526	13	0	19	0	0	0.005	13.6	8	991	29	1	2.9	257	16700	335	2	2	2	3	1	0	0	0	0	0	20		
2018-12-03 09:05:00	56.85315	12.04146	13	0	20	0	0	0.005	13.6	8	991	29	1	2.9	257	17600	335	2	2	2	2	3	1	0	0	0	0	19		
2018-12-03 09:10:00	56.85174	12.0273	14	0	21	0	0	0.005	13.6	8	991	29	1	2.9	260	18400	335	2	2	2	2	2	3	0	0	0	0	19		
2018-12-03 09:15:00	56.85009	12.01323	13	0	22	0	0	0.005	13.6	8	991	29	1	2.9	258	19300	335	2	2	2	2	2	2	0	0	0	0	18		
2018-12-03 09:20:00	56.8476	11.99997	13	0	23	0	0	0.005	13.6	8	991	29	1	2.8	251	20100	335	2	2	2	2	2	2	0	0	0	0	20		
2018-12-03 09:28:06	56.84625	11.97618	11	1	0	0	0	0.005	13.6	8	991	29	0	2.8	256	0	0	0	0					0	1					
2018-12-03 09:30:00	56.84562	11.97342	12	0	1	0	0	0.005	13.6	8	991	29	1	1.6	248	200	0	1	0	0				0	1	0	0	2		
2018-12-03 09:34:36	56.84664	11.97447	13	1	0	0	0	0.005	13.6	8	991	29	0	1.9	208	0	0	0	0					0	1					
2018-12-03 09:40:00	56.84607	11.97426	13	0	1	0	0	0.005	13.6	8	990	29	1	0.2	191	100	0	1	0	0				0	1	0	16	6		
2018-12-03 09:45:00	56.84613	11.97282	13	0	2	0	0	0.005	13.6	8	991	29	1	0.3	273	100	220	0	1	0	0			0	1	5	5	10		
2018-12-03 09:50:00	56.84631	11.97573	13	0	3	0	0	0.005	13.7	8	991	29	1	0.6	84	100	175	1	0	1	0	0		0	1	15	0	4		
2018-12-03 09:55:00	56.84697	11.97558	13	0	4	0	0	0.005	13.7	8	991	29	3	0.3	352	100	195	1	1	0	1	0	0	0	1	4	0	10		
2018-12-03 10:00:00	56.84781	11.97258	13	0	5	0	0	0.005	13.7	8	991	29	1	0.7	297	200	195	0	1	1	0	1	0	0	1	0	1	19		
2018-12-03 10:10:00	56.84736	11.97903	13	0	6	0	1	0.005	13.7	8	991	29	1	0.7	97	300	195	1	0	1	1	0	1	0	1	45	0	4		
2018-12-03 10:20:00	56.84928	11.97513	14	0	7	0	0	0.005	13.8	8	991	29	1	0.5	312	300	205	0	1	0	1	1	0	0	1	4	0	45		
2018-12-03 10:30:00	56.84943	11.98143	14	0	8	0	0	0.005	13.9	8	991	29	1	0.6	88	500	200	1	0	1	0	1	1	0	0	41	1	7		
2018-12-03 10:40:00	56.85159	11.97774	13	0	9	0	0	0.005	14	8	991	29	1	0.5	317	600	200	1	1	0	1	0	1	0	0	5	0	42		
2018-12-03 10:50:00	56.85369	11.97264	42	0	10	0	0	0.005	14	8	991	29	1	0.6	307	800	200	0	1	1	0	1	0	0	0	0	2	47		
2018-12-03 11:00:00	56.85309	11.97903	11	0	11	0	0	0.005	14	8	991	29	1	0.7	100	800	205	1	0	1	1	0	1	0	0	43	0	4		
2018-12-03 11:10:00	56.85507	11.97657	12	0	12	0	0	0.005	13.9	8	991	29	1	0.4	326	900	210	0	1	0	1	1	0	0	0	4	1	44		
