Time	Lat	Long	TTFF	Warning	Count	Leak	BigLeak	Commands	NavLight	I	V	Temperature	Pressure	Humidity	TransmissionTries	OnTimeSec	Velocity	Heading	TrackDistance	WaypointDirection	TrackRadius	WindDirection	AutoModeEnabled	SwitchWaypointModeEnabled	NextAutopilotTack	CurrentTack	T1	T2	T3	WPReached	WithinTrackRadius	SailAtPortBow	SailAtPort	SailInCentre	SailAtStarboard	SailAtStarboardBow	WPDIR	RANG	RCNT	CANG	TK_AGE	
2026-01-29 13:17:35	60.29148	5.28249	12	1	0	0	0	0	0	0.005	13.2	7	1008	43	0	0	0.1	130	0	176	2000	0	1	0	0	0				1	1	0	0	0	0	0	176	-4	0	-10	5	
2026-01-29 13:20:00	60.29142	5.28255	12	0	1	0	0	0	0	0.005	13.2	8	1008	42	1	32	0	157	0	336	2000	0	1	0	1	0	0			1	1	0	0	0	0	0	336	-4	1	-10	5	
2026-01-29 13:25:00	60.29148	5.28252	12	0	2	0	0	0	0	0.005	13.2	8	1008	37	1	31	0	344	0	290	2000	250	1	0	0	1	0	0		1	1	0	0	0	0	0	290	4	1	10	5	
2026-01-29 13:30:00	60.29148	5.28249	12	0	3	0	0	0	0	0.005	13.2	8	1008	35	1	27	0	279	0	91	2000	285	1	0	1	0	1	0	0	1	1	0	0	0	0	0	91	-4	1	-10	5	
2026-01-29 13:35:00	60.29151	5.28243	12	0	4	0	0	0	0	0.005	13.3	8	1008	35	2	69	0	329	0	139	2000	265	1	0	0	1	0	1	0	0	1	0	0	0	0	0	139	4	1	10	5	
2026-01-29 13:40:00	60.29151	5.28252	12	0	5	0	0	0	0	0.005	13.3	7	1008	35	1	28	0	110	0	215	2000	220	1	0	0	0	1	0	1	1	1	0	0	0	0	0	215	-4	1	-10	5	
2026-01-29 13:45:00	60.29148	5.28249	12	0	6	0	0	0	0	0.005	13.3	7	1008	36	1	29	0	215	0	34	2000	220	1	0	0	0	0	1	0	1	1	0	0	0	0	0	34	-4	0	-10	5	
2026-01-29 13:50:00	60.29145	5.28252	12	0	7	0	0	0	0	0.005	13.4	6	1008	37	1	28	0	162	0	351	2000	220	1	0	1	0	0	0	1	0	1	0	0	0	0	0	351	-4	0	-10	5	
2026-01-29 13:55:00	60.29148	5.28252	12	0	8	0	0	0	0	0.005	13.4	5	1008	38	1	32	0	355	0	192	2000	260	1	0	0	1	0	0	0	1	1	0	0	0	0	0	192	4	1	10	5	
2026-01-29 14:00:00	60.29148	5.28255	12	0	9	0	0	0	0	0.005	13.4	5	1008	38	1	31	0	75	0	240	2000	230	1	0	0	0	1	0	0	0	1	0	0	0	0	0	240	-4	1	-10	5	
2026-01-29 14:05:00	60.29148	5.28252	12	0	10	0	0	0	0	0.005	13.4	4	1008	39	1	32	0	227	0	282	2000	230	1	0	0	0	0	1	0	1	1	0	0	0	0	0	282	-4	0	-10	5	
2026-01-29 14:10:00	60.29154	5.2824	12	0	11	0	0	0	0	0.005	13.4	4	1008	41	1	31	0	317	0	141	2000	230	1	0	1	0	0	0	1	1	1	0	0	0	0	0	141	-4	0	-10	5	
2026-01-29 14:15:00	60.29148	5.28246	12	0	12	0	0	0	0	0.005	13.4	3	1008	42	1	28	0	151	0	125	2000	50	1	0	1	1	0	0	0	1	1	0	0	0	0	0	125	4	1	10	5	
2026-01-29 14:20:00	60.29145	5.28258	12	0	13	0	0	0	0	0.005	13.4	3	1008	43	3	83	0	133	0	317	2000	50	1	0	0	1	1	0	0	1	1	0	0	0	0	0	317	4	0	10	5	
2026-01-29 14:25:00	60.29154	5.2824	11	0	14	0	0	0	0	0.005	13.4	3	1008	43	1	28	0	322	0	146	2000	50	1	0	1	0	1	1	0	1	1	0	0	0	0	0	146	-4	1	-10	5	
2026-02-12 08:45:30	60.29145	5.28252	12	1	0	0	0	0	0	0.005	13.2	21	985	17	0	0	0.2	220	0	176	2000	0	1	0	0	0				1	1	0	0	0	0	0	176	-4	0	-10	5	
2026-02-12 08:50:00	60.29148	5.28249	12	0	1	0	0	0	0	0.005	13.3	21	985	17	1	32	0	305	0	127	2000	0	1	0	1	0	0			0	1	0	0	0	0	0	127	-4	1	-10	5	
2026-02-12 08:55:00	60.29145	5.28252	12	0	2	0	0	0	0	0.005	13.3	21	986	17	2	52	0	121	0	233	2000	35	1	0	0	1	0	0		1	1	0	0	0	0	0	233	4	1	10	5	
2026-02-12 09:00:00	60.29148	5.28249	12	0	3	0	0	0	0	0.005	13.3	20	986	16	2	59	0	338	0	163	2000	50	1	0	1	0	1	0	0	0	1	0	0	0	0	0	163	-4	1	-10	5	
2026-02-12 09:05:00	60.29148	5.28252	12	0	4	0	0	0	0	0.005	13.4	20	986	16	1	30	0	150	0	175	2000	65	1	0	1	1	0	1	0	0	1	0	0	0	0	0	175	4	1	10	5	
2026-02-24 10:12:41	60.17058	5.48469	12	1	0	0	0	0	0	0.005	13.4	13	1013	17	0	0	0.4	305	0	357	2000	0	1	0	0	0				1	1	0	0	0	0	0	357	-4	0	-10	5	
2026-02-24 10:15:00	60.17064	5.48418	13	0	1	0	0	0	0	0.005	13.5	13	1013	17	1	31	0.2	283	0	103	2000	0	1	0	1	0	0			1	1	0	0	0	0	0	103	-4	1	-10	5	
2026-02-24 10:20:00	60.17067	5.48358	13	0	2	0	0	0	0	0.005	13.5	13	1013	17	2	51	0.1	276	-100	99	2000	25	1	0	0	1	0	0		0	1	0	0	0	0	0	99	4	1	10	5	
2026-02-24 10:25:00	60.17082	5.48262	15	0	3	0	0	0	0	0.005	13.6	12	1013	17	1	28	0.2	289	-100	104	2000	40	1	0	1	0	1	0	0	0	1	0	0	0	0	0	104	-4	1	-10	5	
2026-02-24 10:30:00	60.17094	5.4819	15	0	4	0	0	2	0	0.005	13.7	12	1013	17	1	33	0.1	285	200	144	2000	30	1	0	2	1	0	1	0	0	1	0	0	0	0	0	144	4	1	10	5	
2026-02-24 10:36:27	60.1698	5.48367	3	0	5	0	0	1	0	1.015	12.8	12	1014	17	1	32	0.4	141	500	145	2000	30	1	0	2	6	1	0	1	0	1	0	0	0	0	0	145	0		0	5	
2026-02-24 10:44:54	60.16767	5.48583	2	0	7	0	0	0	0	1.07	12.7	12	1014	16	3	84	0.5	159	300	138	2000	30	1	0	2	6	6	6	1	0	1	0	0	0	0	0	138	0	21	0	5	
2026-02-24 10:49:58	60.16671	5.48754	1	0	8	0	0	1	0	1.086	12.7	12	1014	16	1	19	0.5	138	0	138	100	30	1	0	1	6	6	6	6	0	1	0	0	0	0	0	130	0	28	0	5	
2026-02-24 10:54:58	60.16578	5.48922	1	0	9	0	0	0	0	1.103	12.7	13	1014	16	1	33	0.5	138	0	131	100	30	1	0	0	6	6	6	6	1	1	0	0	0	0	0	131	0	25	0	5	
2026-02-24 11:04:58	60.16536	5.48943	2	0	11	0	0	0	0	1.112	12.7	13	1014	16	3	90	0.3	139	0	350	100	30	1	0	0	6	6	6	6	1	1	0	0	0	0	0	350	0	20	0	5	
2026-02-24 11:09:53	60.16596	5.48832	1	0	12	0	0	0	0	1.09	12.7	13	1014	16	1	18	0.3	317	100	112	100	30	1	0	1	0	6	6	6	1	1	0	0	0	0	0	112	-4	20	-10	5	
2026-02-24 11:15:00	60.16584	5.4876	2	0	13	0	0	2	0	0.005	13.2	12	1014	16	3	86	0.1	251	-100	340	100	75	1	0	0	1	0	6	6	0	1	0	0	0	0	0	26	4	1	10	5	
2026-02-24 11:20:00	60.1662	5.48661	13	0	14	0	0	0	0	0.005	13.2	12	1013	16	1	28	0.2	307	-100	344	100	75	1	0	0	0	1	0	6	0	1	0	0	0	0	0	64	-4	1	-10	5	
2026-02-24 11:25:00	60.16629	5.48565	11	0	15	0	0	0	0	0.005	13.2	12	1014	16	2	52	0.2	283	-200	348	100	75	1	0	1	0	0	1	0	0	0	0	0	0	0	0	64	-4	0	-10	5	
2026-02-24 11:29:55	60.16641	5.48712	1	0	16	0	0	2	0	1.015	13.7	11	1014	16	1	41	0.3	83	-100	341	100	60	1	0	0	6	0	0	1	0	1	0	0	0	0	0	22	0	23	0	5	
2026-02-24 11:35:01	60.16758	5.48793	3	0	17	0	0	0	0	1.047	13.7	11	1014	16	1	21	0.5	19	0	332	100	60	1	0	0	6	6	0	0	0	1	0	0	0	0	0	321	0	28	0	5	
2026-02-24 11:39:55	60.16893	5.48475	3	0	18	0	0	0	0	1.021	13.6	11	1014	16	2	58	0.8	310	-100	346	100	60	1	0	0	6	6	6	0	0	1	0	0	0	0	0	19	0	24	0	5	
2026-02-24 11:45:01	60.17088	5.48457	2	0	19	0	0	0	0	1.042	13.6	11	1014	16	1	30	0.7	358	0	329	100	60	1	0	0	6	6	6	6	1	1	0	0	0	0	0	326	0	28	0	5	
2026-02-24 11:49:56	60.17247	5.48304	1	0	20	0	0	0	0	1.04	13.7	12	1014	16	1	19	0.7	334	0	173	100	60	1	0	1	6	6	6	6	1	1	0	0	0	0	0	173	0	27	0	5	
2026-02-24 11:54:57	60.1719	5.48505	2	0	21	0	0	2	0	1.057	13.7	12	1014	16	2	44	0.4	120	0	97	100	60	1	0	1	6	6	6	6	0	1	0	0	0	0	0	95	0	25	0	5	
2026-02-24 12:00:57	60.17136	5.48769	1	0	22	0	0	0	0	1.047	13.7	12	1014	16	1	18	0.4	113	0	93	100	60	1	0	1	6	6	6	6	0	1	0	0	0	0	0	70	0		0	5	
2026-02-24 12:05:00	60.1713	5.48775	2	0	23	0	0	1	0	0.005	13.2	12	1014	16	3	63	0	152	100	92	100	60	1	0	0	1	6	6	6	0	1	0	0	0	0	0	66	4	1	10	5	
2026-02-24 12:10:00	60.17028	5.4888	11	0	24	0	0	0	0	0.005	13.2	11	1014	16	2	48	0.4	152	200	81	100	240	1	0	1	0	1	6	6	0	0	0	18	1	0	0	7	-4	1	-10	5	
2026-02-24 12:15:00	60.16998	5.48787	11	0	25	0	0	0	0	0.005	13.2	11	1014	16	2	57	0.2	237	200	78	100	215	1	0	2	1	0	1	6	0	0	0	8	0	26	0	7	4	2	10	5	
2026-02-24 12:20:01	60.17088	5.48835	2	0	26	0	0	1	0	0.981	13.7	11	1014	16	1	45	0.3	15	100	88	100	215	1	0	1	6	1	0	1	0	1	0	19	6	0	0	28	0	25	0	5	
2026-02-24 12:24:59	60.17013	5.48724	1	0	27	0	0	2	0	1.019	13.7	11	1014	16	1	21	0.3	217	100	115	100	215	1	0	0	6	6	1	0	0	1	0	3	10	15	0	85	0	28	0	5	
2026-02-24 12:29:55	60.17142	5.4903	3	0	28	0	0	0	0	1.038	13.7	11	1014	16	1	19	0.7	50	-200	127	100	215	1	0	1	6	6	6	1	0	0	0	27	1	0	0	208	0	27	0	5	
2026-03-16 11:06:34	60.29148	5.28252	11	1	0	0	0	0	0	0.005	13.2	18	995	18	0	0	0.1	294	0	209	2000	0	1	0	0	0				1	1	0	0	0	0	0	209	-4	0	-10	5	
2026-04-09 08:54:41	57.42504	18.21366	12	1	0	0	0	0	0	0.005	13.5	7	1029	19	0	0	0.2	66	0	191	2000	0	1	0	0	0				1	1	0	0	0	0	0	191	-4	0	-10	5	
2026-04-09 09:00:00	57.42495	18.21372	12	0	1	0	0	0	0	0.005	13.6	8	1029	19	3	90	0	161	0	340	2000	0	1	0	1	0	0			1	1	0	0	0	0	0	340	-4	1	-10	5	
2026-04-09 09:10:00	57.42498	18.21366	12	0	3	0	0	0	0	0.005	13.6	10	1029	19	3	93	0	253	0	8	2000	285	1	0	1	0	1	0	0	0	1	0	0	0	0	0	8	-4	1	-10	5	
2026-04-09 09:20:00	57.42501	18.21357	12	0	5	0	0	0	0	0.005	13.6	12	1028	19	3	92	0	269	0	73	2000	325	1	0	1	0	1	0	1	1	1	0	0	0	0	0	73	-4	1	-10	5	
2026-04-09 09:25:00	57.42498	18.2136	12	0	6	0	0	0	0	0.005	13.6	12	1029	19	1	28	0	154	0	42	2000	20	1	0	1	1	0	1	0	0	1	0	0	0	0	0	42	4	1	10	5	
2026-04-09 09:30:00	57.42489	18.21366	12	0	7	0	0	0	0	0.005	13.6	13	1028	19	2	57	0	161	0	5	2000	20	1	0	0	1	1	0	1	0	1	0	0	0	0	0	5	4	0	10	5	
2026-04-09 09:35:00	57.42501	18.21357	14	0	8	0	0	0	0	0.005	13.8	14	1028	19	1	27	0	343	0	77	2000	70	1	0	1	0	1	1	0	1	1	0	0	0	0	0	77	-4	1	-10	5	
2026-04-09 09:40:00	57.42495	18.21366	13	0	9	0	0	0	0	0.005	13.7	15	1028	19	1	32	0	144	0	358	2000	65	1	0	0	1	0	1	1	1	1	0	0	0	0	0	358	4	1	10	5	
2026-04-09 09:45:00	57.42498	18.21372	12	0	10	0	0	0	0	0.005	13.4	16	1028	19	1	34	0	33	0	315	2000	80	1	0	0	0	1	0	1	1	1	0	0	0	0	0	315	-4	1	-10	5	
2026-04-09 09:55:00	57.42507	18.21357	12	0	12	0	0	0	0	0.005	13.3	17	1028	19	3	83	0	122	0	124	2000	35	1	0	1	1	0	0	1	0	1	0	0	0	0	0	124	4	1	10	5	
2026-04-09 10:05:00	57.42507	18.21363	14	0	14	0	0	0	0	0.005	13.3	18	1028	19	3	89	0	86	0	142	2000	35	1	0	1	1	1	1	0	1	1	0	0	0	0	0	142	4	0	10	5	
2026-04-09 11:00:00	57.42495	18.21369	12	1	9	0	0	0	0	0.005	13.3	22	1026	18	3	107	0	104	0	288	2000	55	1	0	1	1	0	0	0	0	1	0	0	0	0	0	288	4	1	10	5	
2026-04-09 11:05:00	57.42495	18.21363	12	0	10	0	0	0	0	0.005	13.3	22	1027	18	3	109	0	249	0	346	2000	55	1	0	1	1	1	0	0	1	1	0	0	0	0	0	346	4	0	10	5	
2026-04-09 11:10:00	57.42489	18.21351	13	0	11	0	0	0	0	0.005	13.3	22	1026	18	1	32	0	231	0	39	2000	55	1	0	1	1	1	1	0	0	1	0	0	0	0	0	39	4	0	10	5	
2026-04-09 11:15:00	57.42459	18.21396	12	0	12	0	0	0	0	0.005	13.3	22	1027	18	2	67	0.1	141	0	334	2000	55	1	0	0	1	1	1	1	0	1	0	0	0	0	0	334	4	0	10	5	
2026-04-09 11:20:00	57.42486	18.21372	12	0	13	0	0	0	0	0.005	13.3	22	1027	18	1	30	0.1	335	0	330	2000	55	1	0	0	0	1	1	1	1	1	0	0	0	0	0	330	-4	1	-10	5	
2026-04-09 11:25:00	57.42489	18.21363	12	0	14	0	0	0	0	0.005	13.3	22	1027	18	1	33	0	277	0	352	2000	55	1	0	0	0	0	1	1	0	1	0	0	0	0	0	352	-4	0	-10	5	
2026-04-09 11:30:00	57.42492	18.2136	13	0	15	0	0	0	0	0.005	13.3	21	1027	18	1	28	0	323	0	10	2000	55	1	0	0	0	0	0	1	0	1	0	0	0	0	0	10	-4	0	-10	5	
2026-04-09 11:35:00	57.42495	18.21366	42	0	16	0	0	0	0	0.005	13.3	21	1027	18	2	64	0	44	0	308	2000	55	1	0	0	0	0	0	0	1	1	0	0	0	0	0	308	-4	0	-10	5	
2026-04-09 11:40:00	57.42492	18.21363	12	0	17	0	0	0	0	0.005	13.3	21	1027	18	1	59	0	246	0	352	2000	55	1	0	0	0	0	0	0	0	1	0	0	0	0	0	352	-4	0	-10	5	
2026-04-09 11:45:00	57.42489	18.21372	12	0	18	0	0	0	0	0.005	13.3	21	1027	18	2	57	0	121	0	319	2000	55	1	0	1	0	0	0	0	0	1	0	0	0	0	0	319	-4	0	-10	5	
2026-04-09 11:50:00	57.42489	18.21372	12	0	19	0	0	0	0	0.005	13.7	20	1026	18	1	30	0	178	0	327	2000	190	1	0	1	1	0	0	0	0	1	0	0	0	0	0	327	4	1	10	5	
2026-04-09 11:55:00	57.42498	18.21357	12	0	20	0	0	0	0	0.005	13.6	20	1026	18	2	67	0	315	0	99	2000	190	1	0	0	1	1	0	0	1	1	0	0	0	0	0	99	4	0	10	5	
2026-04-09 12:00:00	57.42492	18.21366	12	0	21	0	0	0	0	0.005	13.6	20	1026	18	2	53	0	121	0	319	2000	220	1	0	1	0	1	1	0	1	1	0	0	0	0	0	319	-4	1	-10	5	
2026-04-09 12:05:00	57.42486	18.21369	12	0	22	0	0	0	0	0.005	13.5	20	1026	18	2	47	0	165	0	336	2000	145	1	0	0	1	0	1	1	0	1	0	0	0	0	0	336	4	1	10	5	
2026-04-09 12:10:00	57.42498	18.21366	12	0	23	0	0	0	0	0.005	13.5	20	1027	18	1	31	0	351	0	215	2000	80	1	0	1	0	1	0	1	1	1	0	0	0	0	0	215	-4	1	-10	5	
2026-04-09 12:15:00	57.4248	18.2139	12	0	24	0	0	0	0	0.005	13.5	20	1026	18	1	31	0.1	146	0	316	2000	65	1	0	0	1	0	1	0	1	1	0	0	0	0	0	316	4	1	10	5	
2026-04-09 12:20:00	57.42486	18.21372	12	0	25	0	0	0	0	0.005	13.5	19	1026	18	1	29	0	301	0	332	2000	50	1	0	0	0	1	0	1	1	1	0	0	0	0	0	332	-4	1	-10	5	
2026-04-09 12:25:00	57.42492	18.21366	12	0	26	0	0	0	0	0.005	13.5	19	1026	18	2	63	0	340	0	320	2000	50	1	0	0	0	0	1	0	1	1	0	0	0	0	0	320	-4	0	-10	5	
2026-04-09 12:30:00	57.42486	18.21381	12	0	27	0	0	0	0	0.005	13.5	19	1026	18	1	30	0	136	0	317	2000	50	1	0	0	0	0	0	1	0	1	0	0	0	0	0	317	-4	0	-10	5	
2026-04-09 12:45:00	57.42477	18.2139	12	0	0	0	0	0	0	0.005	13.4	19	1026	18	0	128	0	106	0	321	2000	230	1	0	1	1	1	0	0	0	1	0	0	0	0	0	321	4	0	10	5	
2026-04-09 12:50:00	57.42486	18.21387	12	0	1	0	0	0	0	0.005	13.4	19	1026	18	2	54	0	348	0	310	2000	230	1	0	1	1	1	1	0	0	1	0	0	0	0	0	310	4	0	10	5	
2026-04-09 12:55:00	57.42486	18.21378	12	0	2	0	0	0	0	0.005	13.4	19	1026	18	1	29	0	287	0	320	2000	230	1	0	1	1	1	1	1	0	1	0	0	0	0	0	320	4	0	10	5	
2026-04-09 13:00:00	57.42483	18.21384	12	0	3	0	0	0	0	0.005	13.4	19	1026	19	1	27	0	118	0	314	2000	230	1	0	1	1	1	1	1	0	1	0	0	0	0	0	314	4	0	10	5	
2026-04-09 13:05:00	57.42489	18.21375	12	0	4	0	0	0	0	0.005	13.4	18	1026	19	1	31	0	321	0	309	2000	230	1	0	1	1	1	1	1	0	1	0	0	0	0	0	309	4	0	10	5	
2026-04-09 13:10:00	57.42489	18.21378	12	0	5	0	0	0	0	0.005	13.4	18	1026	19	1	40	0	139	0	311	2000	230	1	0	0	1	1	1	1	0	1	0	0	0	0	0	311	4	0	10	5	
2026-04-10 08:33:29	57.43797	18.14184	12	1	0	0	0	0	0	0.005	13.3	10	1024	16	0	0	0	15	0	349	2000	0	1	0	0	0				1	1	0	0	0	0	0	349	-4	0	-10	5	
2026-04-10 08:35:00	57.43797	18.14181	12	0	1	0	0	0	0	0.005	13.3	10	1024	16	1	37	0	247	0	60	2000	0	1	0	1	0	0			0	1	0	0	0	0	0	60	-4	1	-10	5	
2026-04-10 08:40:00	57.43608	18.13878	12	0	2	0	0	0	0	0.005	13.4	10	1024	16	1	26	0.9	221	-300	41	2000	130	1	0	0	1	0	0		0	1	0	0	0	0	0	41	4	1	10	5	
2026-04-10 08:45:00	57.42258	18.123	12	0	3	0	0	0	0	0.005	13.3	10	1023	17	2	57	5.9	212	-2000	33	2000	300	1	0	1	0	1	0	0	0	1	0	0	0	0	0	33	-4	1	-10	5	
2026-04-10 08:50:00	57.40806	18.1005	11	0	4	0	0	0	0	0.005	13.3	11	1024	17	1	28	7	220	-4100	37	2000	165	1	0	3	1	0	1	0	0	0	0	0	0	0	0	37	4	1	10	5	
2026-04-10 08:55:00	57.40866	18.10026	12	0	5	0	0	0	0	0.005	13.4	11	1024	16	1	31	0.2	347	-4100	37	2000	165	1	0	3	3	1	0	1	0	0	0	0	0	0	0	37	-1	1	-10	5	
2026-04-10 09:00:00	57.40914	18.10005	11	0	6	0	0	0	0	0.005	13.9	10	1022	17	1	29	0.2	347	-4100	38	2000	165	1	0	3	3	3	1	0	0	0	0	0	0	0	0	38	-1	0	-10	5	
2026-04-10 09:05:00	57.40965	18.0999	12	0	7	0	0	0	0	0.005	13.7	10	1024	17	1	25	0.2	352	-4000	39	2000	165	1	0	3	3	3	3	1	0	0	0	0	0	0	0	39	-1	0	-10	5	
2026-04-10 09:10:00	57.41019	18.09969	12	0	8	0	0	0	0	0.005	13.6	10	1024	17	1	30	0.2	349	-4000	39	2000	165	1	0	3	3	3	3	3	0	0	0	0	0	0	0	39	-1	0	-10	5	
2026-04-10 09:15:00	57.41064	18.0996	12	0	9	0	0	0	0	0.005	13.6	10	1024	17	1	32	0.2	353	-3900	40	2000	165	1	0	3	3	3	3	3	0	0	0	0	0	0	0	40	-1	0	-10	5	
2026-04-10 09:20:00	57.41112	18.09948	12	0	10	0	0	0	0	0.005	13.6	9	1024	17	1	28	0.2	351	-3900	40	2000	165	1	0	0	3	3	3	3	0	0	0	0	0	0	0	40	-1	0	-10	5	
2026-04-10 09:25:00	57.41115	18.09957	12	0	11	0	0	0	0	0.005	13.6	9	1024	17	1	30	0	83	-3900	40	2000	165	1	0	3	0	3	3	3	0	0	0	0	0	0	0	40	-4	1	-10	5	
2026-04-10 09:30:00	57.41121	18.0996	11	0	12	0	0	0	0	0.005	13.6	9	1024	17	1	39	0	17	-3900	40	2000	165	1	0	3	3	0	3	3	0	0	0	0	0	0	0	40	-1	1	-10	5	
2026-04-10 09:35:00	57.41118	18.09969	12	0	13	0	0	0	0	0.005	13.6	9	1024	17	1	29	0	102	-3900	40	2000	165	1	0	2	3	3	0	3	0	0	0	0	0	0	0	40	-1	0	-10	5	
2026-04-10 09:40:00	57.41121	18.09966	12	0	14	0	0	0	0	0.005	13.6	9	1024	17	1	36	0	307	-3900	40	2000	200	1	0	3	2	3	3	0	0	0	0	0	0	0	0	40	1	1	10	5	
2026-04-10 09:45:00	57.41118	18.09975	12	0	15	0	0	0	0	0.005	13.5	9	1024	17	1	28	0	115	-3900	40	2000	210	1	0	2	3	2	3	3	0	0	0	0	0	0	0	40	-1	1	-10	5	
2026-04-10 09:50:00	57.41121	18.09966	12	0	16	0	0	0	0	0.005	13.6	9	1024	17	1	30	0	298	-3900	40	2000	205	1	0	3	2	3	2	3	0	0	0	0	0	0	0	40	1	1	10	5	
2026-04-10 09:55:00	57.41118	18.09972	12	0	17	0	0	0	0	0.005	13.5	9	1024	17	1	33	0	129	-3900	40	2000	215	1	0	3	3	2	3	2	0	0	0	0	0	0	0	40	-1	1	-10	5	
2026-04-10 10:00:00	57.41115	18.09975	12	0	18	0	0	0	0	0.005	13.5	9	1024	17	1	31	0	138	-3900	40	2000	215	1	0	3	3	3	2	3	0	0	0	0	0	0	0	40	-1	0	-10	5	
2026-04-10 10:05:00	57.41118	18.09975	17	0	19	0	0	0	0	0.005	13.5	9	1023	17	1	32	0	3	-3900	40	2000	215	1	0	3	3	3	3	2	0	0	0	0	0	0	0	40	-1	0	-10	5	
2026-04-10 10:10:00	57.41112	18.09975	13	0	20	0	0	0	0	0.005	13.5	9	1023	17	1	32	0	177	-3900	40	2000	215	1	0	2	3	3	3	3	0	0	1	16	13	0	0	40	-1	0	-10	5	
2026-04-10 10:15:00	57.41211	18.09966	12	0	21	0	0	0	0	0.005	13.5	9	1024	17	1	33	0.4	357	-3800	41	2000	265	1	0	2	2	3	3	3	0	0	0	4	22	12	0	41	1	3	10	5	
2026-04-10 10:20:00	57.41436	18.10074	11	0	22	0	0	0	0	0.005	13.5	8	1024	17	2	51	0.9	15	-3600	43	2000	265	1	0	2	2	2	3	3	0	0	0	0	0	36	0	43	1	0	10	5	
2026-04-10 10:25:00	57.41403	18.10284	11	0	23	0	0	1	0	0.005	13.5	8	1024	17	2	55	0.4	106	-3500	41	2000	265	0	0	2	0	2	2	3	0	0	0	31	0	3	0	41	-4	2	-10	5	
2026-04-10 10:30:00	57.41322	18.10395	12	0	24	0	0	0	0	0.005	13.5	8	1024	17	3	81	0.4	144	-3600	39	2000	265	0	0	2	0	0	2	2	0	0	0	30	0	0	0	39	-4	0	-10	5	
2026-04-10 10:35:00	57.4122	18.10542	13	0	25	0	0	0	0	0.005	13.5	8	1024	17	1	33	0.5	142	-3600	37	2000	265	0	0	2	0	0	0	2	0	0	0	40	0	0	0	37	-4	0	-10	5	
2026-04-10 10:40:00	57.41277	18.10521	12	0	26	0	0	1	0	0.005	13.4	8	1024	17	3	80	0.2	350	-3600	38	2000	240	0	0	2	1	0	0	0	0	0	0	9	0	20	0	38	4	2	10	5	
2026-04-10 10:45:00	57.41412	18.10383	12	0	27	0	0	0	0	0.005	13.4	8	1024	17	1	33	0.6	331	-3500	41	2000	240	0	0	2	1	1	0	0	0	0	0	0	0	40	0	41	4	0	10	5	
2026-04-10 10:50:00	57.41577	18.10242	12	0	28	0	0	0	0	0.005	13.4	8	1024	17	1	30	0.7	335	-3400	44	2000	240	0	0	2	1	1	1	0	0	0	0	0	0	41	0	44	4	0	10	5	
2026-04-10 10:55:00	57.41691	18.10224	12	0	29	0	0	0	0	0.005	13.4	7	1024	17	1	41	0.4	356	-3300	45	2000	240	0	0	2	1	1	1	1	0	0	0	0	2	36	0	45	4	0	10	5	
2026-04-10 11:00:00	57.41844	18.10044	12	0	0	0	0	0	0	0.005	13.4	7	1024	17	2	60	0.7	327	-3300	49	2000	240	0	0	2	1	1	1	1	0	0	0	0	0	35	0	49	4	0	10	5	
2026-04-10 11:10:00	57.42042	18.09699	12	0	2	0	0	0	0	0.005	13.4	7	1023	17	3	89	0.5	315	-3300	54	2000	240	0	0	2	1	1	1	1	0	0	0	0	0	29	0	54	4	0	10	5	
2026-04-10 11:20:00	57.42213	18.09318	13	0	4	0	0	0	0	0.005	13.4	7	1024	17	3	84	0.5	309	-3400	59	2000	240	0	0	2	1	1	1	1	0	0	0	0	0	30	0	59	4	0	10	5	
2026-04-10 11:25:00	57.42294	18.09102	13	0	5	0	0	0	0	0.005	13.4	7	1023	17	1	28	0.5	305	-3500	61	2000	240	0	0	3	1	1	1	1	0	0	0	0	0	41	0	61	4	0	10	5	
2026-04-10 11:30:00	57.42384	18.08883	41	0	6	0	0	0	0	0.005	13.4	7	1023	17	1	41	0.5	308	-3500	64	2000	240	0	0	3	1	1	1	1	0	0	0	0	0	38	0	64	4	0	10	5	
2026-04-10 11:35:00	57.42468	18.08721	11	0	7	0	0	0	0	0.005	13.4	7	1024	17	1	61	0.5	313	-3600	66	2000	240	0	0	3	1	1	1	1	0	0	0	0	0	34	0	66	4	0	10	5	
2026-04-10 11:40:00	57.4254	18.08679	11	0	8	0	0	0	0	0.005	13.4	7	1024	17	1	28	0.3	343	-3600	67	2000	240	0	0	2	1	1	1	1	0	0	0	0	10	31	0	67	4	0	10	5	
2026-04-10 11:45:00	57.42681	18.08736	11	0	9	0	0	0	0	0.005	13.4	7	1024	17	1	31	0.5	12	-3500	69	2000	240	0	0	2	1	1	1	1	0	0	0	0	0	40	0	69	4	0	10	5	
2026-04-10 11:50:00	57.42636	18.08721	11	0	10	0	0	1	0	0.005	13.4	7	1023	17	1	30	0.2	190	-3500	68	2000	280	0	0	2	0	1	1	1	0	0	0	29	1	9	0	68	-4	2	-10	5	
2026-04-10 11:55:00	57.42576	18.08676	12	0	11	0	0	0	0	0.005	13.4	7	1024	17	1	30	0.2	203	-3600	68	2000	280	0	0	2	0	0	1	1	0	0	0	41	0	0	0	68	-4	0	-10	5	
2026-04-10 12:00:00	57.42513	18.08598	12	0	12	0	0	0	0	0.005	13.4	7	1023	17	1	32	0.3	213	-3600	67	2000	280	0	0	2	0	0	0	1	0	0	0	40	0	0	0	67	-4	0	-10	5	
