Time	Lat	Long	TTFF	Warning	Count	Leak	BigLeak	Commands	NavLight	I	V	Temperature	Pressure	Humidity	TransmissionTries	OnTimeSec	Velocity	Heading	TrackDistance	WaypointDirection	TrackRadius	WindDirection	AutoModeEnabled	SwitchWaypointModeEnabled	NextAutopilotTack	CurrentTack	T1	T2	T3	WPReached	WithinTrackRadius	SailAtPortBow	SailAtPort	SailInCentre	SailAtStarboard	SailAtStarboardBow	WPDIR	RANG	RCNT	CANG	TK_AGE	
2026-04-26 16:35:00	58.54689	17.60373	11	0	8	0	0	0	0	0.005	13.8	6	1018	18	1	29	0.7	39	1300	360	2000	315	1	0	1	1	1	1	1	0	1	0	0	0	41	0	360	4	0	10	5	
2026-04-26 16:40:00	58.54785	17.60523	12	0	9	0	0	0	0	0.005	13.8	6	1018	18	1	30	0.5	39	1200	356	2000	315	1	0	1	1	1	1	1	0	1	0	0	0	41	0	356	4	0	10	5	
2026-04-26 16:45:00	58.5486	17.60634	12	0	10	0	0	0	0	0.005	13.8	6	1018	18	1	32	0.4	38	1100	352	2000	315	1	0	1	1	1	1	1	0	1	0	0	1	39	0	352	4	0	10	5	
2026-04-26 16:50:00	58.54932	17.60793	12	0	11	0	0	0	0	0.005	13.8	6	1018	18	1	33	0.4	50	1100	347	2000	315	1	0	1	1	1	1	1	0	1	0	0	6	34	0	347	4	0	10	5	
2026-04-26 16:55:00	58.55013	17.60919	12	0	12	0	0	0	0	0.005	13.8	6	1018	18	1	31	0.4	39	1000	342	2000	315	1	0	1	1	1	1	1	0	1	0	0	2	38	0	342	4	0	10	5	
2026-04-26 17:00:00	58.55112	17.61069	13	0	13	0	0	0	0	0.005	13.8	6	1018	18	1	29	0.5	38	900	334	2000	315	1	0	1	1	1	1	1	1	1	0	0	1	40	0	334	4	0	10	5	
2026-04-26 17:05:00	58.55187	17.61186	12	0	14	0	0	0	0	0.005	13.7	6	1018	18	1	31	0.4	39	900	328	2000	315	1	0	0	1	1	1	1	1	1	0	0	5	35	0	328	4	0	10	5	
2026-04-26 17:10:00	58.55112	17.61045	12	0	15	0	0	0	0	0.005	13.7	6	1018	18	1	32	0.4	224	900	335	2000	310	1	0	1	0	1	1	1	1	1	0	30	0	8	0	335	-4	2	-10	5	
2026-04-26 17:15:00	58.55154	17.61147	12	0	16	0	0	0	0	0.005	13.7	6	1018	18	1	32	0.3	51	900	331	2000	315	1	0	1	1	0	1	1	1	1	0	13	0	26	0	331	4	2	10	5	
2026-04-26 17:20:00	58.55247	17.61375	12	0	17	0	0	0	0	0.005	13.7	6	1018	18	2	48	0.6	52	900	320	2000	315	1	0	0	1	1	0	1	1	1	0	0	0	37	0	320	4	0	10	5	
2026-04-26 17:25:00	58.55172	17.61264	13	0	18	0	0	0	0	0.005	13.6	6	1018	18	1	32	0.3	218	900	326	2000	315	1	0	1	0	1	1	0	1	1	0	29	1	9	0	326	-4	2	-10	5	
2026-04-26 17:30:00	58.55184	17.61327	12	0	19	0	0	0	0	0.005	13.6	6	1018	18	2	49	0.1	71	1000	324	2000	315	1	0	1	1	0	1	1	1	1	0	11	0	25	0	324	4	2	10	5	
2026-04-26 17:35:00	58.55274	17.61492	14	0	20	0	0	0	0	0.005	13.6	6	1018	18	2	54	0.5	44	900	316	2000	315	1	0	1	1	1	0	1	1	1	0	0	0	36	0	316	4	0	10	5	
2026-04-26 17:45:00	58.55418	17.61795	11	0	22	0	0	0	0	0.005	13.6	6	1018	18	3	83	0.5	50	1000	302	2000	315	1	0	0	1	1	1	1	1	1	0	0	0	30	0	302	4	0	10	5	
2026-04-26 17:50:00	58.55355	17.61591	12	0	23	0	0	0	0	0.005	13.6	6	1018	18	1	31	0.5	240	900	309	2000	325	1	0	0	0	1	1	1	1	1	0	31	0	8	0	309	-4	2	-10	5	
2026-04-26 17:55:00	58.55316	17.61324	13	0	24	0	0	0	0	0.005	13.5	6	1018	18	2	66	0.5	254	800	318	2000	325	1	0	0	0	0	1	1	1	1	0	33	0	0	0	318	-4	0	-10	5	
2026-04-26 18:05:00	58.55205	17.61093	11	0	26	0	0	0	0	0.005	13.5	6	1018	18	3	109	0.1	87	900	331	2000	330	1	0	1	1	0	0	0	1	1	0	9	0	15	0	331	4	2	10	5	
2026-04-26 18:10:00	58.55271	17.61228	11	0	27	0	0	2	0	0.005	13.5	6	1018	18	1	31	0.4	48	0	234	2000	330	1	0	3	1	1	0	0	0	1	0	0	1	39	0	233	4	0	10	5	
2026-04-26 18:15:00	58.55106	17.6118	11	0	28	0	0	0	0	0.005	13.5	6	1018	18	1	32	0.6	189	-100	235	2000	330	1	0	3	3	1	1	0	0	1	0	29	0	10	0	237	0	2	-10	5	
2026-04-26 18:20:00	58.5489	17.61291	11	0	29	0	0	0	0	0.005	13.5	6	1019	18	2	46	0.8	165	-300	236	2000	330	1	0	3	3	3	1	1	0	1	0	37	0	0	0	244	0	0	-10	5	
2026-04-26 18:25:00	58.5465	17.61426	12	0	0	0	0	0	0	0.005	13.5	6	1019	18	1	32	0.9	164	-600	237	2000	330	1	0	2	3	3	3	1	0	1	0	40	0	0	0	252	0	0	-10	5	
2026-04-26 18:30:00	58.54575	17.61738	11	0	1	0	0	0	0	0.005	13.5	6	1019	18	1	31	0.7	115	-800	237	2000	300	1	0	0	2	3	3	3	0	1	0	3	0	36	0	257	0	2	10	5	
2026-04-26 18:35:00	58.5447	17.61519	11	0	2	0	0	0	0	0.005	13.5	6	1019	18	1	30	0.6	228	-800	237	2000	300	1	0	0	0	2	3	3	0	1	0	35	0	4	0	258	-4	2	-10	5	
2026-04-26 18:40:00	58.5441	17.61243	12	0	3	0	0	0	0	0.005	13.5	6	1019	18	1	28	0.6	248	-700	237	2000	300	1	0	0	0	0	2	3	0	1	0	41	0	0	0	256	-4	0	-10	5	
2026-04-26 18:45:00	58.54341	17.60931	12	0	4	0	0	0	0	0.005	13.5	5	1019	18	1	39	0.7	247	-700	237	2000	300	1	0	0	0	0	0	2	0	1	0	39	0	0	0	255	-4	0	-10	5	
2026-04-26 18:50:00	58.54275	17.60664	12	0	5	0	0	0	0	0.005	13.5	5	1019	18	1	30	0.6	245	-700	237	2000	300	1	0	0	0	0	0	0	0	1	0	40	0	0	0	254	-4	0	-10	5	
2026-04-26 18:55:00	58.542	17.60376	12	0	6	0	0	0	0	0.005	13.5	5	1019	18	1	29	0.6	243	-600	237	2000	300	1	0	0	0	0	0	0	0	1	0	41	0	0	0	253	-4	0	-10	5	
2026-04-26 19:00:00	58.5414	17.60106	12	0	7	0	0	0	0	0.005	13.5	5	1019	18	1	29	0.6	247	-600	237	2000	300	1	0	0	0	0	0	0	0	1	0	41	0	0	0	252	-4	0	-10	5	
2026-04-26 19:05:00	58.54077	17.59851	12	0	8	0	0	0	0	0.005	13.5	5	1019	18	1	27	0.5	245	-600	237	2000	300	1	0	0	0	0	0	0	0	1	0	41	0	0	0	251	-4	0	-10	5	
2026-04-26 19:10:00	58.54008	17.59563	12	0	9	0	0	0	0	0.005	13.5	5	1019	18	1	25	0.6	245	-500	237	2000	300	1	0	0	0	0	0	0	0	1	0	42	0	0	0	250	-4	0	-10	5	
2026-04-26 19:15:00	58.53921	17.5926	13	0	10	0	0	0	0	0.005	13.5	5	1019	18	1	28	0.7	241	-500	237	2000	300	1	0	0	0	0	0	0	0	1	0	41	0	0	0	250	-4	0	-10	5	
2026-04-26 19:20:00	58.53852	17.59032	11	0	11	0	0	0	0	0.005	13.4	5	1019	18	1	30	0.5	240	-500	237	2000	300	1	0	0	0	0	0	0	0	1	0	40	0	0	0	249	-4	0	-10	5	
2026-04-26 19:25:00	58.53765	17.58813	12	0	12	0	0	0	0	0.005	13.4	5	1019	18	2	46	0.5	233	-500	237	2000	300	1	0	0	0	0	0	0	0	1	0	35	2	0	0	249	-4	0	-10	5	
2026-04-26 19:30:00	58.53705	17.58588	12	0	13	0	0	0	0	0.005	13.4	5	1019	18	1	30	0.5	243	-500	237	2000	300	1	0	0	0	0	0	0	0	1	0	40	0	0	0	249	-4	0	-10	5	
2026-04-26 19:35:00	58.53633	17.58336	12	0	14	0	0	0	0	0.005	13.4	5	1019	18	1	31	0.6	241	-500	236	2000	300	1	0	0	0	0	0	0	0	1	0	40	0	0	0	248	-4	0	-10	5	
2026-04-26 19:40:00	58.53564	17.58171	12	0	15	0	0	0	0	0.005	13.4	5	1019	18	1	34	0.4	231	-500	237	2000	300	1	0	0	0	0	0	0	0	1	0	40	0	0	0	248	-4	0	-10	5	
2026-04-26 19:45:00	58.53486	17.58003	11	0	16	0	0	0	0	0.005	13.4	5	1019	18	1	40	0.4	229	-500	237	2000	300	1	0	0	0	0	0	0	0	1	0	38	1	0	0	249	-4	0	-10	5	
2026-04-26 19:50:00	58.53405	17.57826	13	0	17	0	0	0	0	0.005	13.4	5	1019	18	1	29	0.5	228	-500	237	2000	300	1	0	0	0	0	0	0	0	1	0	40	1	0	0	249	-4	0	-10	5	
2026-04-26 19:55:00	58.53336	17.57637	12	0	18	0	0	0	0	0.005	13.4	5	1019	18	1	29	0.4	236	-500	237	2000	300	1	0	0	0	0	0	0	0	1	0	41	0	0	0	249	-4	0	-10	5	
2026-04-26 20:00:00	58.53255	17.57451	11	0	19	0	0	0	0	0.005	13.4	5	1019	18	1	30	0.5	230	-500	237	2000	300	1	0	0	0	0	0	0	0	1	0	41	0	0	0	249	-4	0	-10	5	
2026-04-26 20:05:00	58.53189	17.57301	13	0	20	0	0	0	0	0.005	13.4	5	1019	18	1	28	0.4	229	-500	237	2000	300	1	0	0	0	0	0	0	0	1	0	41	0	0	0	250	-4	0	-10	5	
2026-04-26 20:10:00	58.53114	17.57214	12	0	21	0	0	0	0	0.005	13.4	5	1019	18	2	45	0.3	211	-600	237	2000	300	1	0	0	0	0	0	0	0	1	0	36	1	0	0	251	-4	0	-10	5	
2026-04-26 20:15:00	58.5303	17.57064	12	0	22	0	0	0	0	0.005	13.4	5	1019	18	1	29	0.4	223	-600	237	2000	300	1	0	0	0	0	0	0	0	1	0	41	0	0	0	252	-4	0	-10	5	
2026-04-26 20:20:00	58.52952	17.56962	13	0	23	0	0	0	0	0.005	13.4	5	1019	18	1	31	0.3	214	-600	237	2000	300	1	0	0	0	0	0	0	0	1	0	40	0	0	0	253	-4	0	-10	5	
2026-04-26 20:25:00	58.52856	17.56833	13	0	24	0	0	0	0	0.005	13.4	5	1019	18	1	28	0.4	215	-700	238	2000	300	1	0	0	0	0	0	0	0	1	0	41	0	0	0	254	-4	0	-10	5	
2026-04-26 20:30:00	58.52763	17.56701	13	0	25	0	0	0	0	0.005	13.4	5	1019	18	3	67	0.4	217	-700	238	2000	300	1	0	0	0	0	0	0	0	1	0	33	0	0	0	255	-4	0	-10	5	
2026-04-26 20:35:00	58.52673	17.56536	12	0	26	0	0	0	0	0.005	13.4	5	1019	18	1	29	0.5	223	-700	238	2000	300	1	0	0	0	0	0	0	0	1	0	41	0	0	0	256	-4	0	-10	5	
2026-04-26 20:40:00	58.52574	17.56374	40	0	27	0	0	0	0	0.005	13.4	5	1019	18	1	32	0.4	221	-800	238	2000	300	1	0	0	0	0	0	0	0	1	0	39	1	0	0	257	-4	0	-10	5	
2026-04-26 20:50:00	58.52358	17.5605	11	0	29	0	0	0	0	0.005	13.4	5	1019	18	3	90	0.6	222	-900	239	2000	300	1	0	0	0	0	0	0	0	1	0	28	0	0	0	260	-4	0	-10	5	
2026-04-26 20:55:00	58.52256	17.55867	11	0	0	0	0	0	0	0.005	13.4	5	1020	18	1	30	0.5	223	-900	239	2000	300	1	0	0	0	0	0	0	0	1	0	41	0	0	0	261	-4	0	-10	5	
2026-04-26 21:00:00	58.52157	17.55705	12	0	1	0	0	0	0	0.005	13.4	5	1019	18	1	29	0.5	220	-900	239	2000	300	1	0	0	0	0	0	0	0	1	0	41	0	0	0	262	-4	0	-10	5	
2026-04-26 21:05:00	58.52019	17.55486	11	0	2	0	0	0	0	0.005	13.4	5	1020	18	1	36	0.7	220	-1000	239	2000	300	1	0	0	0	0	0	0	0	1	0	39	0	0	0	264	-4	0	-10	5	
2026-04-26 21:10:00	58.51905	17.55195	12	0	3	0	0	0	0	0.005	13.3	5	1020	18	1	37	0.7	233	-1000	239	2000	300	1	0	0	0	0	0	0	0	1	0	39	0	0	0	264	-4	0	-10	5	
2026-04-26 21:15:00	58.51809	17.54919	12	0	4	0	0	0	0	0.005	13.3	5	1019	18	1	39	0.6	237	-1000	239	2000	300	1	0	0	0	0	0	0	0	1	0	39	0	0	0	263	-4	0	-10	5	
2026-04-26 21:20:00	58.51716	17.54655	13	0	5	0	0	0	0	0.005	13.4	5	1019	18	1	27	0.6	236	-1000	239	2000	300	1	0	0	0	0	0	0	0	1	0	41	0	0	0	263	-4	0	-10	5	
2026-04-26 21:25:00	58.51641	17.54466	13	0	6	0	0	0	0	0.005	13.3	5	1019	18	1	31	0.5	233	-1000	240	2000	300	1	0	0	0	0	0	0	0	1	0	40	0	0	0	263	-4	0	-10	5	
2026-04-26 21:30:00	58.51557	17.54259	12	0	7	0	0	0	0	0.005	13.3	5	1019	18	1	33	0.5	231	-1000	240	2000	300	1	0	0	0	0	0	0	0	1	0	40	0	0	0	264	-4	0	-10	5	
2026-04-26 21:35:00	58.51473	17.54022	13	0	8	0	0	0	0	0.005	13.3	5	1020	18	1	32	0.5	236	-1000	240	2000	300	1	0	0	0	0	0	0	0	1	0	40	0	0	0	264	-4	0	-10	5	
2026-04-26 21:40:00	58.51389	17.53791	13	0	9	0	0	0	0	0.005	13.3	5	1019	18	1	29	0.5	235	-1000	240	2000	300	1	0	0	0	0	0	0	0	1	0	41	0	0	0	264	-4	0	-10	5	
2026-04-26 21:45:00	58.51311	17.53599	12	0	10	0	0	0	0	0.005	13.3	5	1020	18	1	28	0.5	232	-1000	240	2000	300	1	0	0	0	0	0	0	0	1	0	41	0	0	0	264	-4	0	-10	5	
2026-04-26 21:50:00	58.51227	17.53362	12	0	11	0	0	0	0	0.005	13.3	5	1020	18	1	29	0.6	236	-1000	240	2000	300	1	0	0	0	0	0	0	0	1	0	41	0	0	0	264	-4	0	-10	5	
2026-04-26 21:55:00	58.51167	17.53164	13	0	12	0	0	0	0	0.005	13.3	5	1020	18	2	53	0.4	240	-1000	240	2000	300	1	0	0	0	0	0	0	0	1	0	36	0	0	0	263	-4	0	-10	5	
2026-04-26 22:00:00	58.51092	17.52966	13	0	13	0	0	0	0	0.005	13.3	5	1020	18	1	29	0.5	234	-1000	240	2000	300	1	0	0	0	0	0	0	0	1	0	41	0	0	0	263	-4	0	-10	5	
2026-04-26 22:05:00	58.51005	17.52738	13	0	14	0	0	0	0	0.005	13.3	5	1020	18	1	30	0.5	234	-1000	240	2000	300	1	0	0	0	0	0	0	0	1	0	41	0	0	0	263	-4	0	-10	5	
2026-04-26 22:10:00	58.5093	17.52522	13	0	15	0	0	0	0	0.005	13.3	5	1020	18	1	30	0.5	237	-1000	240	2000	300	1	0	0	0	0	0	0	0	1	0	41	0	0	0	263	-4	0	-10	5	
2026-04-26 22:15:00	58.50858	17.52321	12	0	16	0	0	0	0	0.005	13.3	5	1020	18	2	59	0.5	234	-1000	240	2000	300	1	0	0	0	0	0	0	0	1	0	35	0	0	0	263	-4	0	-10	5	
2026-04-26 22:20:00	58.50789	17.52165	12	0	17	0	0	0	0	0.005	13.3	5	1020	18	1	26	0.4	230	-1000	240	2000	300	1	0	0	0	0	0	0	0	1	0	41	0	0	0	263	-4	0	-10	5	
2026-04-26 22:25:00	58.50705	17.51946	12	0	18	0	0	0	0	0.005	13.3	5	1020	18	2	49	0.5	233	-1000	240	2000	300	1	0	0	0	0	0	0	0	1	0	37	0	0	0	263	-4	0	-10	5	
2026-04-26 22:30:00	58.50618	17.51751	13	0	19	0	0	0	0	0.005	13.3	5	1020	18	1	26	0.5	230	-1000	241	2000	300	1	0	0	0	0	0	0	0	1	0	36	5	0	0	264	-4	0	-10	5	
2026-04-26 22:35:00	58.50537	17.51526	13	0	20	0	0	0	0	0.005	13.3	5	1020	18	1	28	0.5	235	-1000	241	2000	300	1	0	0	0	0	0	0	0	1	0	41	0	0	0	264	-4	0	-10	5	
2026-04-26 22:40:00	58.50447	17.51292	41	0	21	0	0	0	0	0.005	13.3	5	1020	18	1	28	0.5	234	-1000	241	2000	300	1	0	0	0	0	0	0	0	1	0	41	0	0	0	264	-4	0	-10	5	
2026-04-26 22:45:00	58.50369	17.51064	12	0	22	0	0	0	0	0.005	13.3	5	1020	18	1	56	0.6	236	-1000	241	2000	300	1	0	0	0	0	0	0	0	1	0	35	0	0	0	264	-4	0	-10	5	
2026-04-26 22:50:00	58.503	17.50887	12	0	23	0	0	0	0	0.005	13.3	5	1020	18	1	32	0.4	234	-1000	241	2000	300	1	0	0	0	0	0	0	0	1	0	37	3	0	0	264	-4	0	-10	5	
2026-04-26 22:55:00	58.50237	17.50683	11	0	24	0	0	0	0	0.005	13.3	5	1020	18	1	30	0.5	239	-1000	241	2000	300	1	0	0	0	0	0	0	0	1	0	40	0	0	0	263	-4	0	-10	5	
2026-04-26 23:00:00	58.50171	17.50446	12	0	25	0	0	0	0	0.005	13.3	5	1020	18	1	29	0.5	242	-900	241	2000	300	1	0	0	0	0	0	0	0	1	0	41	0	0	0	263	-4	0	-10	5	
2026-04-26 23:05:00	58.50093	17.50191	12	0	26	0	0	0	0	0.005	13.3	5	1020	18	1	27	0.6	240	-900	241	2000	300	1	0	0	0	0	0	0	0	1	0	41	0	0	0	262	-4	0	-10	5	
2026-04-26 23:10:00	58.50027	17.49918	12	0	27	0	0	0	0	0.005	13.3	5	1020	18	1	32	0.6	244	-900	241	2000	300	1	0	0	0	0	0	0	0	1	0	38	2	0	0	261	-4	0	-10	5	
2026-04-26 23:15:00	58.49934	17.49615	11	0	28	0	0	0	0	0.005	13.3	5	1020	18	1	28	0.7	239	-900	241	2000	300	1	0	0	0	0	0	0	0	1	0	41	0	0	0	261	-4	0	-10	5	
2026-04-26 23:20:00	58.4985	17.4936	11	0	29	0	0	0	0	0.005	13.3	5	1020	18	1	32	0.6	238	-900	241	2000	300	1	0	0	0	0	0	0	0	1	0	40	0	0	0	260	-4	0	-10	5	
2026-04-26 23:25:00	58.49763	17.49114	11	0	0	0	0	0	0	0.005	13.3	5	1020	18	1	27	0.6	237	-900	241	2000	300	1	0	0	0	0	0	0	0	1	0	39	2	0	0	260	-4	0	-10	5	
2026-04-26 23:30:00	58.49703	17.48868	11	0	1	0	0	0	0	0.005	13.3	5	1020	18	1	29	0.5	245	-800	241	2000	300	1	0	0	0	0	0	0	0	1	0	40	1	0	0	259	-4	0	-10	5	
2026-04-26 23:35:00	58.49655	17.48568	11	0	2	0	0	0	0	0.005	13.3	5	1020	18	1	27	0.6	253	-800	241	2000	300	1	0	0	0	0	0	0	0	1	0	41	0	0	0	257	-4	0	-10	5	
2026-04-26 23:40:00	58.49625	17.48265	12	0	3	0	0	0	0	0.005	13.3	5	1020	18	1	35	0.6	259	-700	240	2000	300	1	0	0	0	0	0	0	0	1	0	40	0	0	0	255	-4	0	-10	5	
2026-04-26 23:45:00	58.49592	17.47923	11	0	4	0	0	0	0	0.005	13.3	5	1020	18	1	28	0.7	260	-600	240	2000	300	1	0	0	0	0	0	0	0	1	0	41	0	0	0	252	-4	0	-10	5	
2026-04-26 23:50:00	58.49538	17.47617	12	0	5	0	0	0	0	0.005	13.3	5	1020	18	1	26	0.6	251	-600	239	2000	300	1	0	0	0	0	0	0	0	1	0	41	0	0	0	251	-4	0	-10	5	
2026-04-26 23:55:00	58.49481	17.47347	11	0	6	0	0	0	0	0.005	13.2	5	1020	18	1	30	0.6	249	-500	239	2000	300	1	0	0	0	0	0	0	0	1	0	40	1	0	0	250	-4	0	-10	5	
2026-04-27 00:00:00	58.4946	17.46981	13	0	7	0	0	0	0	0.005	13.3	5	1020	18	1	26	0.7	263	-400	238	2000	300	1	0	0	0	0	0	0	0	1	0	41	0	0	0	247	-4	0	-10	5	
2026-04-27 00:05:00	58.49448	17.46636	12	0	8	0	0	0	0	0.005	13.3	5	1020	18	1	30	0.7	267	-300	237	2000	300	1	0	0	0	0	0	0	0	1	0	41	0	0	0	244	-4	0	-10	5	
2026-04-27 00:10:00	58.49433	17.463	13	0	9	0	0	0	0	0.005	13.2	5	1020	18	1	29	0.6	265	-200	237	2000	300	1	0	0	0	0	0	0	0	1	0	41	0	0	0	241	-4	0	-10	5	
2026-04-27 00:15:00	58.49394	17.4603	41	0	10	0	0	0	0	0.005	13.2	5	1020	18	1	33	0.5	256	-200	236	2000	300	1	0	0	0	0	0	0	0	1	0	40	0	0	0	239	-4	0	-10	5	
2026-04-27 00:20:00	58.49373	17.45775	11	0	11	0	0	0	0	0.005	13.3	5	1020	18	2	75	0.6	261	-100	235	2000	300	1	0	0	0	0	0	0	0	1	0	32	0	0	0	237	-4	0	-10	5	
2026-04-27 00:25:00	58.49361	17.45427	13	0	12	0	0	0	0	0.005	13.2	5	1020	18	1	27	0.7	266	0	234	2000	300	1	0	3	0	0	0	0	0	1	0	41	0	0	0	234	-4	0	-10	5	
2026-04-27 00:30:00	58.4913	17.45112	11	0	13	0	0	0	0	0.005	13.2	5	1021	18	1	30	1.1	215	-100	235	2000	300	1	0	3	3	0	0	0	0	1	0	40	0	0	0	237	0	1	-10	5	
2026-04-27 00:35:00	58.48809	17.4495	11	0	14	0	0	0	0	0.005	13.3	5	1020	18	1	30	1.2	195	-300	238	2000	300	1	0	0	3	3	0	0	0	1	0	41	0	0	0	244	0	0	-10	5	
2026-04-27 00:45:00	58.48767	17.44104	12	0	16	0	0	0	0	0.005	13.2	5	1021	18	3	77	0.8	266	-100	235	2000	300	1	0	3	0	0	3	3	0	1	0	31	0	0	0	237	-4	0	-10	5	
2026-04-27 00:55:00	58.48341	17.43369	11	0	18	0	0	0	0	0.005	13.2	5	1021	18	3	91	1.3	222	-200	238	2000	300	1	0	3	3	3	0	0	0	1	0	28	0	0	0	241	0	0	-10	5	
2026-04-27 01:00:00	58.48044	17.42997	11	0	19	0	0	0	0	0.005	13.2	5	1021	18	1	27	1.3	213	-400	241	2000	300	1	0	0	3	3	3	0	0	1	0	41	0	0	0	245	0	0	-10	5	
2026-04-27 01:05:00	58.4802	17.42511	11	0	20	0	0	0	0	0.005	13.2	5	1021	18	1	41	0.9	264	-200	238	2000	300	1	0	0	0	3	3	3	0	1	0	38	0	0	0	241	-4	1	-10	5	
2026-04-27 01:15:00	58.47936	17.41521	11	0	22	0	0	0	0	0.005	13.2	5	1021	18	3	82	1.1	246	0	233	2000	300	1	0	3	3	0	0	3	0	1	0	30	0	0	0	233	0	1	-10	5	
2026-04-27 01:20:00	58.47681	17.4105	11	0	23	0	0	0	0	0.005	13.2	5	1021	18	1	30	1.3	224	0	235	2000	300	1	0	3	3	3	0	0	0	1	0	41	0	0	0	235	0	0	-10	5	
2026-04-27 01:25:00	58.47399	17.40645	11	0	24	0	0	0	0	0.005	13.2	5	1021	18	1	28	1.3	217	-1800	239	2000	300	1	0	3	3	3	3	0	0	1	0	41	0	0	0	239	0	0	-10	5	
2026-04-27 01:30:00	58.47159	17.40276	12	0	25	0	0	0	0	0.005	13.2	5	1021	18	1	26	1.1	219	-1500	243	2000	300	1	0	3	3	3	3	3	0	1	0	41	0	0	0	243	0	0	-10	5	
2026-04-27 01:35:00	58.4688	17.40168	11	0	26	0	0	0	0	0.005	13.2	5	1021	18	1	30	1.1	191	-1300	254	2000	300	1	0	0	3	3	3	3	0	1	0	41	0	0	0	254	0	0	-10	5	
2026-04-27 01:40:00	58.4679	17.39838	11	0	27	0	0	0	0	0.005	13.2	5	1021	18	2	44	0.7	242	-1100	256	2000	300	1	0	0	0	3	3	3	0	1	0	37	0	0	0	256	-4	1	-10	5	
2026-04-27 01:45:00	58.46766	17.39442	12	0	28	0	0	0	0	0.005	13.2	5	1021	18	1	25	0.8	264	-900	254	2000	300	1	0	0	0	0	3	3	1	1	0	41	0	0	0	254	-4	0	-10	5	
2026-04-27 01:50:00	58.46745	17.39109	12	0	29	0	0	0	0	0.005	13.2	5	1021	18	2	45	0.6	263	-700	252	2000	300	1	0	0	0	0	0	3	1	1	0	36	2	0	0	252	-4	0	-10	5	
2026-04-27 01:55:00	58.46727	17.38722	11	0	0	0	0	0	0	0.005	13.2	5	1021	18	2	53	0.8	265	-500	246	2000	300	1	0	0	0	0	0	0	1	1	0	36	0	0	0	246	-4	0	-10	5	
2026-04-27 02:00:00	58.46715	17.38356	11	0	1	0	0	0	0	0.005	13.2	5	1021	18	1	38	0.7	266	300	232	2000	300	1	0	3	0	0	0	0	1	1	0	39	0	0	0	232	-4	0	-10	5	
2026-04-27 02:05:00	58.46529	17.38044	11	0	2	0	0	0	0	0.005	13.2	5	1021	18	1	29	0.9	222	-100	290	2000	300	1	0	1	3	0	0	0	1	1	0	38	0	0	0	290	0	1	-10	5	
2026-04-27 02:10:00	58.46595	17.38224	11	0	3	0	0	0	0	0.005	13.2	5	1021	18	1	29	0.4	56	-200	253	2000	300	1	0	0	1	3	0	0	1	1	0	3	0	37	0	253	4	2	10	5	
2026-04-27 02:15:00	58.46577	17.37909	13	0	4	0	0	2	0	0.005	13.2	5	1021	18	1	28	0.6	264	0	75	2000	340	1	0	2	0	1	3	0	0	1	0	34	0	6	0	75	-4	2	-10	5	
2026-04-27 02:20:00	58.46499	17.38239	12	0	5	0	0	0	0	0.005	13.2	5	1021	18	1	30	0.7	114	100	74	2000	340	1	0	2	2	0	1	3	0	1	0	7	0	32	0	72	0	2	10	5	
2026-04-27 02:25:00	58.4628	17.38572	11	0	6	0	0	0	0	0.005	13.2	5	1021	18	1	27	1	141	400	73	2000	340	1	0	2	2	2	0	1	0	1	0	0	0	41	0	63	0	0	10	5	
2026-04-27 02:30:00	58.46106	17.39028	12	0	7	0	0	0	0	0.005	13.2	5	1021	18	1	31	1.1	126	600	72	2000	340	1	0	2	2	2	2	0	0	1	0	0	0	40	0	56	0	0	10	5	
2026-04-27 02:40:00	58.45965	17.40102	13	0	9	0	0	0	0	0.005	13.2	5	1021	18	3	96	1.1	106	1000	71	2000	340	1	0	1	2	2	2	2	0	1	0	0	0	27	0	46	0	0	10	5	
2026-04-27 02:45:00	58.46079	17.40336	14	0	10	0	0	0	0	0.005	13.2	5	1021	18	1	28	0.6	47	900	72	2000	340	1	0	1	1	2	2	2	0	1	0	0	0	41	0	49	4	1	10	5	
2026-04-27 02:50:00	58.46193	17.40534	14	0	11	0	0	0	0	0.005	13.2	5	1022	18	2	69	0.6	43	800	72	2000	340	1	0	1	1	1	2	2	0	1	0	0	0	33	0	51	4	0	10	5	
2026-04-27 02:55:00	58.46295	17.40723	13	0	12	0	0	0	0	0.005	13.2	5	1021	18	1	31	0.5	43	700	72	2000	340	1	0	1	1	1	1	2	0	1	0	0	0	40	0	54	4	0	10	5	
2026-04-27 03:00:00	58.46418	17.40954	14	0	13	0	0	0	0	0.005	13.2	5	1021	18	1	33	0.6	45	600	72	2000	340	1	0	1	1	1	1	1	0	1	0	0	0	40	0	57	4	0	10	5	
2026-04-27 03:05:00	58.46535	17.41164	12	0	14	0	0	0	0	0.005	13.2	5	1022	18	1	29	0.6	43	500	73	2000	340	1	0	1	1	1	1	1	0	1	0	0	0	41	0	59	4	0	10	5	
2026-04-27 03:10:00	58.46649	17.41365	13	0	15	0	0	0	0	0.005	13.2	5	1021	18	1	31	0.6	43	400	73	2000	340	1	0	1	1	1	1	1	0	1	0	0	0	40	0	62	4	0	10	5	
2026-04-27 03:15:00	58.46754	17.41566	41	0	16	0	0	0	0	0.005	13.2	5	1021	18	1	30	0.5	45	300	73	2000	340	1	0	1	1	1	1	1	0	1	0	0	1	40	0	65	4	0	10	5	
