Time	Lat	Long	TTFF	Count	Commands	TxTries	ONT	I	V	Temperature	CTTemp	CTCond	ECO3_Beta	ECO3_CHL	ECO3_PC	WBT_Status	WBT_Ens	WBT_Min	NPUSOnSec	NPUStatus	NPUFiles	NPU_Val0	NPU_Val1	NPU_Val2	NPU_Val3	NPU_Val4	NPU_Val5	NPU_Val6	NPU_Val7	NPU_Val8	NPU_Val9	NPU_Val10	NPU_Val11	NPU_Val12	NPU_Val13	NPU_Val14	
2024-03-20 07:55:00	60.29154	5.28243	12	1	0	1	140	0.007	13.4	22	8.997		0.000279	0.01	0.45	0	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2024-03-20 08:05:00	60.29136	5.28228	12	3	0	3	130	0.007	13.4	20	6.879		0.000285	0.01	0.5	0	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2024-03-20 08:15:00	60.29151	5.28246	14	5	0	3	140	0.007	13.4	19	7.367		0.000285	0.01	0.45	0	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2024-03-21 08:11:59	60.29148	5.28255	12	0	0	0	110	0.007	13.3	23	6.239		0.000297	0.01	0.45	1	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2024-03-21 08:15:00	60.29157	5.28255	12	1	0	1	130	0.007	13.3	23	5.741		0.000273	0.02	0.4	0	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2024-03-21 08:20:00	60.29148	5.28246	13	2	0	2	130	0.007	13.3	22	4.861		0.000297	0.01	0.5	0	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2024-03-21 08:25:00	60.29154	5.28249	12	3	0	1	130	0.007	13.3	22	4.47		0.000279	0.01	0.45	0	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2024-04-13 07:30:00	57.28956	17.97099	13	2	0	3	10	0.007	13.6	9									0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2024-04-13 07:35:00	57.28968	17.97105	12	3	0	2	10	0.007	13.6	9									0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2024-04-13 07:40:00	57.28974	17.97105	13	4	0	2	10	0.007	13.5	9									0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2024-04-13 07:45:00	57.28971	17.97105	12	5	0	1	10	0.007	13.5	9									0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2024-04-13 07:50:00	57.28971	17.97108	12	6	1	1	130	0.007	13.6	10	10.38		0.000579	0	0	0	1	0	50	1		-62.34	1.1	0.83	96.03	77.68	84.88	0.46	30.18	28.61	71.58	47.91	89.28	0	0	0	
2024-04-13 07:55:00	57.28971	17.97102	12	7	0	1	130	0.007	13.5	10	10.402		0.000342	0	0.1	0	1	0	50	1		-63.36	2.1	0.83	96.03	73.94	84.58	0.45	29.93	26.6	70.83	46.89	88.93	0	0	0	
2024-04-13 08:00:00	57.28968	17.97102	12	8	0	1	130	0.007	13.5	11	10.154		0.00039	0	0.2	0	1	0	50	1		-67.64	1.6	0.83	96.03	49.5	84.58	0.3	30.18	18.28	71.13	30.46	88.73	0	0	0	
2024-04-13 08:05:00	57.28965	17.97105	12	9	0	1	110	0.007	13.5	11	10.271		0.000369	0	0.25	1	1	0	50	1		-67.64	1.6	0.83	96.03	49.5	84.58	0.3	30.18	18.28	71.13	30.46	88.73	0	0	0	
2024-04-13 08:10:00	57.28995	17.97078	12	10	0	1	130	0.007	13.5	11	8.8		0.001404	0.17	0.35	0	1	0	50	1		-70.42	1.65	0.83	96.03	31.12	84.18	0.19	30.18	11.05	70.98	19.41	88.88	0	0	0	
2024-04-13 08:15:00	57.28998	17.97078	13	11	0	1	130	0.007	13.5	12	3.514	7.1	0.000546	1.33	0.25	0	1	0	50	1		-72.79	1.7	0.83	96.03	15.27	83.98	0.11	30.13	5.9	70.43	9.01	88.93	0	0	0	
2024-04-13 08:20:00	57.28998	17.97081	13	12	2	1	180	0.007	13.5	12	3.501	7.07	0.000507	1.58	0.35	0	3	1	50	1		-40.3	0.8	1.43	48.43	2.083955E+09	67.03	7.111738E+08	24.13	9.697825E+08	63.38	4.029985E+08	89.63	0	0	0	
2024-04-13 08:25:00	57.28998	17.97081	12	13	0	1	180	0.007	13.5	12	3.561	7.05	0.000615	1.11	0.25	0	3	1	50	1		-11.42	0	2.03	0.83	4.16791E+09	50.83	1.422348E+09	18.93	1.939565E+09	57.93	8.05997E+08	89.83	0	0	0	
2024-04-13 08:30:00	57.29004	17.97072	12	14	0	1	170	0.007	13.5	12	3.53	7.06	0.000552	1.18	0.2	0	3	1	50	1		-12.61	0	2.03	0.73	4.1636E+09	50.73	1.422348E+09	18.93	1.939565E+09	57.93	8.016868E+08	89.83	0	0	0	
2024-04-13 08:35:00	57.28998	17.97075	12	15	0	1	170	0.007	13.5	12	3.472	7.08	0.000516	1.47	0.3	0	3	1	50	1		-12.24	0.1	2.03	0.73	4.1636E+09	50.73	1.422348E+09	18.93	1.939565E+09	57.93	8.016868E+08	89.83	0	0	0	
2024-04-13 08:40:00	57.29013	17.97072	12	16	1	1	170	0.007	13.5	12	3.49	7.08	0.000519	1.09	0.2	0	4	1	50	1		-7.58	0	2.03	1.03	4.17653E+09	50.93	1.422348E+09	18.93	1.939565E+09	57.93	8.146173E+08	89.93	0	0	0	
2024-04-13 08:45:00	57.2901	17.97069	12	17	0	1	170	0.007	13.5	12	3.483	7.08	0.000492	1.11	0.25	0	4	1	50	1		-8.15	0	2.03	1.03	4.17653E+09	50.93	1.422348E+09	18.93	1.939565E+09	57.93	8.146173E+08	89.93	0	0	0	
2024-04-13 08:50:00	57.29013	17.97066	12	18	0	1	170	0.007	13.5	11	3.474	7.08	0.000483	0.99	0.15	0	4	1	50	1		-7.94	0	2.03	1.03	4.17653E+09	50.93	1.422348E+09	18.93	1.939565E+09	57.93	8.146173E+08	89.93	0	0	0	
2024-04-13 08:55:00	57.29013	17.97063	12	19	0	1	170	0.007	13.5	11	3.463	7.08	0.000525	1.56	0.35	0	4	1	50	1		-7.79	0	2.03	1.03	4.17653E+09	50.93	1.422348E+09	18.93	1.939565E+09	57.93	8.146173E+08	89.93	0	0	0	
2024-04-14 08:05:11	57.28968	17.97108	11	0	0	0	130	0.007	13.2	15	7.649		0.000276	0		0	1	0	50	1		-86.53	3.7	1.23	97.53	1.33	77.73	0.04	28.98	0.7	65.28	0.59	89.18	0	0	0	
2024-04-14 09:11:11	57.28989	17.97081	11	0	0	0	10	0.007	13.4	13									0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2024-04-14 09:15:00	57.28992	17.97084	12	1	0	1	10	0.007	13.4	12									0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2024-04-14 09:20:00	57.28995	17.97081	12	2	0	1	10	0.007	13.4	12									0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2024-04-14 09:30:00	57.29001	17.97087	12	4	0	3	10	0.007	13.4	12									0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2024-04-14 09:35:00	57.29379	17.97048	12	5	2	1	10	0.007	13.5	12									0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2024-04-14 09:40:00	57.29673	17.97345	12	6	0	1	10	0.007	13.5	12									0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2024-04-14 09:45:00	57.29988	17.97369	12	7	0	1	10	0.007	13.5	12									0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2024-04-14 09:50:00	57.30258	17.97261	12	8	3	1	170	0.007	13.5	12	3.631	7.2	0.001338	0.73	0.15	0	4	1	50	1		-4.99	0.4	2.23	23.13	1.724058E+07	21.23	1.724058E+07	21.23	0	0	0	0	0	0	0	
2024-04-14 09:55:00	57.30426	17.96976	12	9	0	1	170	0.007	13.5	12	3.606	7.2	0.002856	1.3	1.45	0	4	1	50	1		-6.74	0.5	4.23	37.63	1.724058E+07	35.73	146.76	20.43	1.724058E+07	35.73	0	0	0	0	0	
2024-04-14 10:00:00	57.30579	17.96679	12	10	0	1	110	0.007	13.4	12	3.624	7.2	0.001833	1.1		1	4	0	50	1		-6.74	0.5	4.23	37.63	1.724058E+07	35.73	146.76	20.43	1.724058E+07	35.73	0	0	0	0	0	
2024-04-14 10:05:00	57.30747	17.96388	12	11	0	1	170	0.007	13.4	11	3.618	7.21	0.002577	0.82	0.45	0	4	1	50	1		-7.42	0.8	3.03	48.73	1.724058E+07	46.83	648.51	20.63	1.724058E+07	46.83	0	0	0	0	0	
2024-04-14 10:10:00	57.30921	17.96106	11	12	0	1	110	0.007	13.5	11	3.594	7.21	0.002073	0.55		1	4	0	50	1		-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	
2024-04-14 10:15:00	57.31092	17.95836	12	13	0	2	170	0.007	13.5	11	3.566	7.21	0.000783	1.15	0.8	0	4	1	50	1		-10.74	0.8	4.53	52.73	1.724058E+07	50.83	1.52	15.78	1.724058E+07	50.83	0	0	0	0	0	
2024-04-14 10:20:00	57.31248	17.95536	12	14	0	1	170	0.007	13.5	11	3.565	7.21	0.001719	1.08	0.3	0	4	1	50	1		-9.12	1	2.78	53.83	1.724058E+07	51.93	3.88	7.78	1.724058E+07	51.93	0	0	0	0	0	
2024-04-14 10:25:00	57.31416	17.95221	12	15	0	1	170	0.007	13.5	10	3.559	7.21	0.001638	1.05		0	4	1	50	1		-8.34	0.5	3.68	57.03	1.724058E+07	55.13	5.67	13.08	1.724058E+07	55.13	0	0	0	0	0	
2024-04-14 10:30:00	57.31569	17.94894	12	16	0	1	110	0.007	13.5	10	3.535	7.2	0.001578	1.16	0.65	1	4	0	40	1		-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	
2024-04-14 10:35:00	57.31707	17.94561	12	17	0	1	170	0.007	13.5	10	3.527	7.2	0.002574	1.23	0.4	0	4	1	50	1		-11.32	0.5	4.33	55.48	1.724059E+07	53.58	8.59	10.48	1.724058E+07	53.58	0	0	0	0	0	
2024-04-14 10:40:00	57.31878	17.94237	12	18	0	1	110	0.007	13.5	10	3.505	7.2	0.003108	0.6	0.5	1	4	0	40	1		-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	
2024-04-14 10:45:00	57.32034	17.93916	12	19	0	2	170	0.007	13.5	9	3.49	7.2	0.00075	1.21	0.15	0	4	1	50	1		-13.05	1.2	4.03	55.83	1.724063E+07	53.93	28.6	8.03	1.724058E+07	53.93	0	0	0	0	0	
2024-04-14 10:50:00	57.32193	17.93643	12	20	0	1	170	0.007	13.5	9	3.49	7.2	0.00171	0.62		0	4	1	50	1		-13	0.5	2.63	57.23	1.724059E+07	55.33	10.4	14.28	1.724058E+07	55.33	0	0	0	0	0	
2024-04-14 10:55:00	57.32337	17.93406	12	21	0	3	170	0.007	13.5	9	3.494	7.19	0.000999	1.05	0.2	0	4	1	50	1		-13.82	1.3	4.83	56.78	1.724059E+07	54.88	2.86	13.38	1.724058E+07	54.88	0	0	0	0	0	
2024-04-14 11:00:00	57.32496	17.93457	12	22	0	1	170	0.007	13.5	9	3.481	7.19	0.0018	1.04	0.65	0	4	1	50	1		-12.05	1.3	6.58	55.23	1.72406E+07	53.33	10.27	21.38	1.724058E+07	53.33	0	0	0	0	0	
2024-04-14 11:05:00	57.3231	17.93523	12	23	0	1	180	0.007	13.5	9	3.486	7.19	0.000975	1.04	0.2	0	4	1	50	1		-11.26	1	5.78	56.18	1.72406E+07	54.28	10.27	12.78	1.724058E+07	54.28	0	0	0	0	0	
2024-04-14 11:10:00	57.3204	17.93616	12	24	0	1	180	0.007	13.5	9	3.483	7.19	0.002259	1.07	0.2	0	4	1	50	1		-12.23	1.3	4.53	55.73	1.724059E+07	53.83	6.68	14.43	1.724058E+07	53.83	0	0	0	0	0	
2024-04-14 11:15:00	57.31758	17.93754	11	25	0	1	180	0.007	13.5	9	3.494	7.19	0.001107	1.07	0.15	0	4	1	50	1		-11.55	1.3	4.03	55.23	1.724059E+07	53.33	5.23	15.33	1.724058E+07	53.33	0	0	0	0	0	
2024-04-14 11:20:00	57.31497	17.93835	13	26	0	1	180	0.007	13.5	9	3.51	7.19	0.000843	1.06	0.2	0	4	1	50	1		-10.77	0.9	3.88	55.13	1.724059E+07	53.23	10.21	12.23	1.724058E+07	53.23	0	0	0	0	0	
2024-04-14 11:25:00	57.31215	17.93928	12	27	0	1	170	0.007	13.5	8	3.531	7.2	0.000825	1.08	0.2	0	4	1	50	1		-11.72	0.8	4.03	57.53	1.724059E+07	55.63	6.17	8.23	1.724058E+07	55.63	0	0	0	0	0	
2024-04-14 11:30:00	57.30933	17.94036	12	28	0	1	180	0.007	13.5	8	3.538	7.2	0.001107	1.09	0.2	0	4	1	50	1		-9.69	1.15	4.03	57.93	1.724059E+07	56.03	3.54	13.23	1.724058E+07	56.03	0	0	0	0	0	
2024-04-14 11:35:00	57.30651	17.94102	13	29	0	1	170	0.007	13.5	8	3.552	7.2	0.001014	1.27	0.25	0	4	1	50	1		-13.02	0.7	2.23	58.63	1.724058E+07	56.73	3.17	11.73	1.724058E+07	56.73	0	0	0	0	0	
2024-04-14 11:40:00	57.30384	17.94198	12	30	0	1	170	0.007	13.6	8	3.568	7.21	0.001245	1.09	0.2	0	4	1	50	1		-12.32	1.2	2.73	57.58	1.724058E+07	55.68	3.3	8.83	1.724058E+07	55.68	0	0	0	0	0	
2024-04-14 11:45:00	57.30525	17.94012	12	31	0	1	170	0.007	13.6	8	3.552	7.2	0.003129	1.09		0	4	1	50	1		-11.47	0.75	2.58	57.93	1.724058E+07	56.03	3.79	9.73	1.724058E+07	56.03	0	0	0	0	0	
2024-04-14 11:50:00	57.30675	17.93793	12	32	0	1	170	0.005	13.5	8	3.549	7.2	0.001899	1.28		0	4	1	50	1		-9.18	0.4	3.78	56.93	1.724059E+07	55.03	5.54	10.43	1.724058E+07	55.03	0	0	0	0	0	
2024-04-14 11:55:00	57.30834	17.93484	13	33	0	1	170	0.007	13.6	8	3.551	7.2	0.001122	1.27	0.35	0	4	1	50	1		-9.39	0.6	4.68	59.43	1.724059E+07	57.53	7.81	12.23	1.724058E+07	57.53	0	0	0	0	0	
2024-04-14 12:00:00	57.31047	17.9316	41	34	0	1	200	0.007	13.6	8	3.517	7.19	0.001782	0.98		0	4	1	50	1		-9.86	1	3.93	60.38	1.724059E+07	58.48	4.03	14.68	1.724058E+07	58.48	0	0	0	0	0	
2024-04-14 12:05:00	57.312	17.92878	12	35	0	1	170	0.007	13.6	8	3.502	7.19	0.002784	0.95	1.4	0	4	1	50	1		-11.56	0.6	4.03	59.73	1.724059E+07	57.83	5.63	11.63	1.724058E+07	57.83	0	0	0	0	0	
2024-04-14 12:10:00	57.31362	17.92575	12	36	0	1	180	0.007	13.6	8	3.491	7.19	0.002184	1.1		0	4	1	50	1		-10.59	0.7	3.83	61.73	1.724059E+07	59.83	9.79	9.93	1.724058E+07	59.83	0	0	0	0	0	
2024-04-14 12:15:00	57.31539	17.92266	12	37	0	1	180	0.007	13.5	8	3.492	7.19	0.00156	0.78	1.75	0	4	1	50	1		-10.84	0.7	3.83	62.43	1.72406E+07	60.53	12.67	12.13	1.724058E+07	60.53	0	0	0	0	0	
2024-04-14 12:20:00	57.3168	17.91954	13	38	0	1	180	0.007	13.6	8	3.498	7.19	0.003945	0.69	0.15	0	4	1	50	1		-10.84	1.1	3.83	62.53	1.72406E+07	60.63	13.26	12.33	1.724058E+07	60.63	0	0	0	0	0	
2024-04-14 12:30:00	57.32007	17.91327	12	39	2	3	300	0.007	13.6	7	3.514	7.19	0.002877	0.54		0	4	3	60	1		-11.96	1.5	4.53	63.73	1.72406E+07	61.83	9.92	12.68	1.724058E+07	61.83	0	0	0	0	0	
2024-04-14 12:40:00	57.32334	17.90781	12	40	0	1	300	0.007	13.6	7	3.539	7.2	0.003042	0.79		0	4	3	50	1		-13.23	1.2	5.13	86.23	1.724061E+07	84.33	11.02	13.43	4.9	64.63	1.724058E+07	84.33	0	0	0	
2024-04-14 12:50:00	57.32652	17.90217	13	41	0	1	300	0.007	13.6	7	3.524	7.2	0.004647	1.16	1.6	0	4	3	50	1		-19.91	1.3	3.78	91.18	66.9	32.88	12.01	10.18	3.48	65.73	0.58	85.43	0	0	0	
2024-04-14 13:00:00	57.33	17.89644	12	42	0	1	300	0.007	13.6	7	3.495	7.21	0.0009	0.83		0	4	3	50	1		-18.83	1.1	3.63	91.13	1.724058E+07	88.83	8.18	11.33	3.48	63.43	1.724058E+07	88.93	0	0	0	
2024-04-14 13:10:00	57.32523	17.89695	13	43	0	1	300	0.007	13.6	7	3.494	7.19	0.001347	1.13	0.15	0	4	3	50	1		-20.02	1.25	3.93	90.73	66.95	40.88	8.72	11.63	3.4	63.83	0.56	85.33	0	0	0	
2024-04-14 13:20:00	57.31923	17.8977	12	44	0	1	290	0.007	13.5	7	3.513	7.19	0.000978	1.13	0.2	0	4	3	50	1		-15.84	1.4	4.68	80.73	1.72406E+07	78.83	6.89	13.33	1.724058E+07	78.73	0	0.53	0	0	0	
2024-04-14 13:30:00	57.3135	17.89887	13	45	0	1	290	0.007	13.6	6	3.524	7.18	0.001194	1.18	0.2	0	4	3	50	1		-14.72	1.3	3.33	80.63	1.724062E+07	78.73	12.92	11.83	1.724058E+07	78.73	0	0.53	0	0	0	
2024-04-14 13:40:00	57.30762	17.89983	13	46	0	1	300	0.007	13.5	6	3.484	7.18	0.000918	1.1	0.2	0	4	3	50	1		-21.01	1.4	5.63	81.53	61.72	61.08	4.3	14.08	9.69	69.63	0	0.53	0	0	0	
2024-04-14 13:50:00	57.30114	17.90073	13	47	0	1	300	0.007	13.5	6	3.5	7.18	0.001695	1.25	0.3	0	4	3	50	1		-18.15	2	4.43	79.13	1.724061E+07	77.23	7.37	10.93	1.724058E+07	77.23	0	0	0	0	0	
2024-04-14 14:00:00	57.29514	17.90142	14	48	0	1	300	0.007	13.5	6	3.49	7.19	0.001257	1.16	0.15	0	4	3	50	1		-18.06	1.8	3.83	76.23	1.72406E+07	74.33	7.8	10.53	1.724058E+07	74.33	0	0	0	0	0	
2024-04-14 14:10:00	57.28842	17.90262	25	49	0	1	310	0.007	13.5	6	3.485	7.19	0.000891	1.16	0.15	0	4	3	50	1		-17.15	1.2	3.73	76.73	1.72406E+07	74.83	5.17	11.53	1.724058E+07	74.83	0	0	0	0	0	
2024-04-14 14:20:00	57.28257	17.90298	42	50	0	1	330	0.007	13.5	6	3.481	7.2	0.00075	1.16	0.2	0	4	3	50	1		-21.95	1.4	3.68	78.03	9233733	75.48	5.54	11.08	9233727	75.53	0	0.27	0	0	0	
2024-04-14 14:30:00	57.27675	17.90271	12	51	0	1	300	0.007	13.5	6	3.502	7.19	0.000891	1.32	0.2	0	4	3	50	1		-18.21	1.3	4.13	76.93	1.724059E+07	75.03	4.66	11.33	1.724058E+07	75.03	0	0	0	0	0	
2024-04-14 14:40:00	57.27072	17.90298	13	52	0	1	300	0.007	13.5	6	3.499	7.19	0.002373	1.36	0.35	0	4	3	50	1		-14.71	1.1	3.68	74.13	1.724059E+07	72.23	5.89	11.73	1.724058E+07	72.23	0	0	0	0	0	
2024-04-14 14:50:00	57.2634	17.90766	14	53	0	1	300	0.007	13.5	6	3.424	7.19	0.000867	1.13	0.2	0	4	3	50	1		-16.52	1.4	3.43	72.63	1.724059E+07	70.73	6.62	9.63	1.724058E+07	70.73	0	0	0	0	0	
2024-04-14 15:10:00	57.24873	17.91906	14	55	0	3	300	0.007	13.5	6	3.393	7.19	0.000795	1.11	0.15	0	4	3	50	1		-20.41	1.3	3.63	69.73	10.15	25.53	4.02	10.68	2.14	50.28	0	0.53	0	0	0	
2024-04-14 15:20:00	57.24075	17.92206	41	56	0	2	320	0.007	13.4	6	3.412	7.19	0.001125	1.17	0.25	0	4	3	50	1		-23.12	1.1	4.13	68.23	13.33	26.83	5.02	8.43	1.9	52.33	0	0.53	0	0	0	
2024-04-14 15:30:00	57.23337	17.92779	12	57	0	1	300	0.007	13.4	6	3.465	7.2	0.000963	1.22	0.2	0	4	3	50	1		-19.23	1.1	3.93	67.33	1.724059E+07	65.43	5.36	10.53	1.724058E+07	65.43	0	0	0	0	0	
2024-04-14 15:40:00	57.23718	17.92485	12	58	0	1	300	0.007	13.4	6	3.448	7.2	0.001716	1.01	1.2	0	4	3	50	1		-15.81	0.7	4.33	67.43	1.724059E+07	65.53	5.22	10.83	1.724058E+07	65.53	0	0	0	0	0	
2024-04-14 15:50:00	57.24258	17.92305	13	59	0	1	300	0.007	13.4	6	3.427	7.19	0.001788	0.73	0.2	0	4	3	50	1		-18.76	0.7	4.33	68.03	1.724058E+07	65.33	4.32	10.03	1.724058E+07	65.43	0	0	0	0	0	
2024-04-14 16:00:00	57.24783	17.91957	14	0	0	1	300	0.007	13.4	6	3.417	7.19	0.002802	0.97		0	4	3	50	1		-15.88	0.9	3.73	67.83	1.724059E+07	65.93	4.29	11.28	1.724058E+07	65.93	0	0	0	0	0	
2024-04-14 16:10:00	57.25314	17.91753	13	1	0	2	290	0.007	13.4	6	3.445	7.19	0.0027	1.12		0	4	3	50	1		-16.58	1.2	2.43	69.33	1.724059E+07	67.43	3.7	12.03	1.724058E+07	67.43	0	0	0	0	0	
2024-04-14 16:20:00	57.25833	17.91579	12	2	0	1	300	0.007	13.4	6	3.476	7.19	0.002103	1.77	1.9	0	4	3	50	1		-17.81	1.4	3.23	70.43	1.724059E+07	68.53	4.58	11.13	1.724058E+07	68.53	0	0	0	0	0	
2024-04-14 16:30:00	57.26325	17.91273	12	3	0	1	300	0.007	13.4	6	3.489	7.19	0.002274	1.42	0.4	0	4	3	50	1		-15.71	1.2	3.13	69.33	1.724059E+07	67.43	4.47	11.48	1.724058E+07	67.43	0	0	0	0	0	
2024-04-14 16:40:00	57.26844	17.91012	13	4	0	1	300	0.007	13.4	6	3.482	7.18	0.002367	1.69	0.4	0	4	3	50	1		-18.34	1.1	3.88	71.98	1.724061E+07	70.08	4.95	11.78	1.724059E+07	70.08	0	0	0	0	0	
2024-04-14 16:50:00	57.27387	17.90838	12	5	0	1	300	0.007	13.4	6	3.458	7.17	0.0042	2.19	0.55	0	4	3	50	1		-16.2	1.2	4.23	72.33	1.72406E+07	70.43	5.78	10.33	1.724059E+07	70.43	0	0	0	0	0	
2024-04-14 17:00:00	57.27927	17.90577	13	6	0	1	300	0.007	13.4	6	3.445	7.16	0.003846	3.36	0.75	0	4	3	50	1		-18.94	0.95	4.63	73.73	1.72406E+07	71.83	4.7	11.53	1.724059E+07	71.83	0	0	0	0	0	
2024-04-14 17:10:00	57.28482	17.90499	59	7	0	1	340	0.007	13.4	6	3.446	7.16	0.006117	3.12	1.9	0	4	3	50	1		-15.35	1.4	4.73	72.03	1.72406E+07	70.13	2.88	11.28	1.72406E+07	70.13	0	0	0	0	0	
2024-04-14 17:20:00	57.28911	17.90994	11	8	0	1	290	0.007	13.4	6	3.464	7.17	0.006375	3.45	2.3	0	4	3	50	1		-12.83	1.2	4.53	68.33	1.724062E+07	66.43	4.75	10.63	1.72406E+07	66.43	0	0	0	0	0	
2024-04-14 17:30:00	57.294	17.91468	11	9	0	1	300	0.007	13.4	6	3.451	7.17	0.004152	3.29	1.3	0	4	3	50	1		-12.55	1.2	4.53	68.53	1.724069E+07	66.63	5.43	10.63	1.724064E+07	66.63	0	0	0	0	0	
2024-04-14 17:40:00	57.29793	17.91501	11	10	0	1	300	0.007	13.3	6	3.451	7.18	0.002712	3.21	0.7	0	4	3	50	1		-13.2	1.2	3.73	68.93	1.724071E+07	67.03	5.46	10.53	1.724066E+07	67.03	0	0	0	0	0	
2024-04-14 17:50:00	57.30027	17.91588	12	11	0	2	290	0.007	13.3	6	3.47	7.19	0.001392	3.03	0.6	0	4	3	50	1		-18.38	0.9	3.33	74.63	1.724137E+07	72.73	5.88	9.63	1.724133E+07	72.73	0	0	0	0	0	
2024-04-14 18:00:00	57.3039	17.9136	12	12	0	2	120	0.007	13.3	6	3.482	7.2	0.002859	2.87	1.35	1	4	0	50	1		-18.38	0.9	3.33	74.63	1.724137E+07	72.73	5.88	9.63	1.724133E+07	72.73	0	0	0	0	0	
2024-04-14 18:10:00	57.30777	17.91132	12	13	0	1	300	0.007	13.3	5	3.504	7.21	0.002544	2.73	0.7	0	4	3	50	1		-19.5	0.9	3.53	75.93	1.72406E+07	72.53	5.87	9.73	1.72406E+07	72.43	0	0	0	0	0	
2024-04-14 18:20:00	57.31131	17.90904	12	14	0	1	300	0.007	13.3	5	3.52	7.21	0.001374	2.82	0.55	0	4	3	50	1		-16.6	0.9	3.33	75.93	1.7241E+07	74.03	5.18	10.43	1.724092E+07	74.03	0	0	0	0	0	
2024-04-14 18:30:00	57.31491	17.90547	12	15	0	2	290	0.007	13.3	6	3.606	7.21	0.003234	3.13	1.7	0	4	3	50	1		-13.9	1.6	3.68	81.23	1.724169E+07	79.33	8.21	19.58	1.724123E+07	79.23	0	0.53	0	0	0	
2024-04-14 18:50:00	57.32157	17.89899	13	17	0	3	300	0.007	13.3	6	3.897	7.29	0.001725	2.64	0.5	0	4	3	50	1		-17.64	1.25	3.13	85.33	1.724065E+07	80.23	26.81	30.73	591.37	45.83	286.46	83.03	0	0	0	
2024-04-14 19:00:00	57.32514	17.89584	12	18	0	1	300	0.007	13.3	6	3.883	7.28	0.001509	2.65	0.5	0	4	3	50	1		-19.87	1.25	2.73	85.33	1.724065E+07	80.33	24.2	28.53	466.58	65.43	991.83	83.03	0	0	0	
2024-04-14 19:10:00	57.32901	17.89305	15	19	0	1	300	0.007	13.3	6	3.927	7.29	0.002352	2.79	0.7	0	4	3	50	1		-18.78	1.4	3.03	94.83	1.72411E+07	92.93	101.87	30.68	299.53	54.98	1.724058E+07	92.93	0	0	0	
2024-04-14 19:20:00	57.3324	17.89074	18	20	0	1	310	0.007	13.3	6	3.859	7.26	0.001782	2.8	0.45	0	4	3	50	1		-31.22	28.4	3.83	97.53	2361.75	73.13	166.97	29.93	308.89	61.33	18.71	89.63	0	0	0	
2024-04-14 19:30:00	57.336	17.88762	41	21	0	1	330	0.007	13.3	6	3.553	7.18	0.001314	2.9	0.55	0	4	3	50	1		-38.96	12.05	3.43	96.98	8620888	83.58	87.5	31.78	278.02	56.13	8620294	90.78	0	0	0	
2024-04-14 19:40:00	57.33912	17.88453	12	22	0	1	300	0.007	13.3	6	3.422	7.15	0.001062	2.97	0.5	0	4	3	50	1		-46.02	15	2.88	97.53	300.66	36.78	92.4	29.68	166.94	55.13	1.04	89.03	0	0	0	
2024-04-14 19:50:00	57.34248	17.88081	12	23	0	1	300	0.007	13.3	6	3.394	7.14	0.002319	3	0.5	0	4	3	50	1		-46.85	25.05	2.53	97.53	256.2	38.43	79.25	29.33	138.87	59.23	1.03	89.03	0	0	0	
2024-04-14 20:00:00	57.3459	17.8764	41	24	0	1	330	0.007	13.3	6	3.381	7.14	0.002097	3.06	0.5	0	4	3	50	1		-46.93	19.7	2.83	97.53	234.19	36.03	79.58	28.33	94.13	63.63	1.05	88.93	0	0	0	
2024-04-14 20:10:00	57.34902	17.87271	12	25	0	1	300	0.007	13.3	6	3.338	7.12	0.002523	3.05	0.85	0	4	3	50	1		-46.65	18.3	2.43	97.53	226.75	35.83	79.93	28.83	94.06	62.83	1.06	88.93	0	0	0	
2024-04-14 20:20:00	57.3474	17.87271	12	26	0	1	300	0.007	13.3	6	3.343	7.13	0.000828	2.89	0.55	0	4	3	50	1		-46.16	24.5	2.73	97.53	246.3	35.63	95.73	25.73	107.65	62.88	1.04	88.93	0	0	0	
