Time	Lat	Long	TTFF	Count	Commands	TxTries	ONT	DiskUsed	Files	I	V	Temperature	CTTemp	CTCond	WBT_Status	WBT_Step	WBT_Min	WBT_dB	WBT_L00	WBT_L01	WBT_L02	WBT_L03	WBT_L04	WBT_L05	WBT_L06	WBT_L07	WBT_L08	WBT_L09	WBT_L10	WBT_L11	WBT_L12	WBT_L13	WBT_L14	WBT_L15	WBT_L16	WBT_L17	WBT_L18	WBT_L19	ECO3_Beta	ECO3_CHL	ECO3_PC	
2019-01-01 00:06:09	0	0		0	0	0	300	1	0	0.009	14	29																														
2019-01-01 00:15:00	0	0		1	0	1	300	1	0	0.007	14.1	29																														
2019-01-01 00:25:00	57.38742	18.17883		2	0	2		1	0	0.007	14	28																														
2020-03-17 11:03:11	60.34152	5.35557	11	0	0	0	130	0	0	0.009	14.2	22	20.776		0	2	1	-87	-100	-100	-100	-94	-94	-94	-88	-88	-88	-88	-82	-82	-82	-82	-82	-82	-76	-76	-76	-76				
2020-03-17 12:03:10	60.34155	5.35557	11	0	0	0	130	0	0	0.011	14.2	24	20.992		0	2	1	-87	-100	-100	-100	-94	-94	-94	-88	-88	-88	-88	-82	-82	-82	-82	-82	-82	-76	-76	-76	-76				
2020-03-17 12:12:10	60.34158	5.35554	12	0	0	0	130	0	0	0.009	14.2	23	21.013		0	2	1	-87	-100	-100	-100	-94	-94	-94	-88	-88	-88	-88	-82	-82	-82	-82	-82	-82	-76	-76	-76	-76				
2020-03-17 12:19:11	60.34155	5.35557	11	0	0	0	10	0	0	0.009	14.2	23																														
2020-03-17 12:20:00	60.34155	5.35557	12	1	0	1	10	0	0	0.009	14.2	23																														
2020-03-17 12:30:11	60.34152	5.35554	11	0	0	0	130	0	1	0.009	14.2	23	21.068		0	2	1	-87	-100	-100	-100	-94	-94	-94	-88	-88	-88	-88	-82	-82	-82	-82	-82	-82	-76	-76	-76	-76				
2020-03-19 14:16:41	60.34152	5.3556	11	0	0	0	10	0	0	0.009	14.2	24																														
2020-03-19 14:20:00	60.34155	5.3556	12	1	0	2	10	0	0	0.009	14.2	23																														
2020-03-19 14:30:00	60.34152	5.3556	12	2	1	1	130	0	1	0.009	14.2	23	22.004		0	2	1	-88	-100	-100	-100	-94	-94	-94	-94	-88	-88	-88	-88	-82	-82	-82	-82	-82	-76	-76	-76	-76				
2020-03-19 14:40:00	60.34155	5.35554	12	3	0	1	130	0	1	0.009	14.2	23	21.964		0	2	1	-88	-100	-100	-100	-94	-94	-94	-94	-88	-88	-88	-88	-82	-82	-82	-82	-82	-76	-76	-76	-76				
2020-03-19 14:50:00	60.34155	5.35551	12	4	0	1	130	0	1	0.009	14.2	23	21.947		0	2	1	-88	-100	-100	-100	-94	-94	-94	-94	-88	-88	-88	-88	-82	-82	-82	-82	-82	-76	-76	-76	-76				
2020-03-19 15:00:00	60.34149	5.3556	11	5	1	3	130	0	1	0.009	14.2	23	21.957		0	2	1	-88	-100	-100	-100	-94	-94	-94	-94	-88	-88	-88	-88	-82	-82	-82	-82	-82	-76	-76	-76	-76				
2020-03-20 11:17:11	60.34167	5.35557	11	0	0	0	10	0	0	0.009	13.6	23																														
2020-03-20 11:20:00	60.34155	5.3556	11	1	0	1	10	0	0	0.009	13.6	23																														
2020-03-20 11:53:11	60.34161	5.35569	11	0	0	0	10	0	0	0.009	14	20																														
2020-03-20 12:00:00	60.34158	5.35566	12	1	0	1	10	0	0	0.009	14	19																														
2020-03-20 12:10:00	60.34161	5.35566	12	2	2	1	130	0	1	0.009	14	19	11.462		0	2	1	-87	-100	-100	-100	-94	-94	-94	-88	-88	-88	-88	-82	-82	-82	-82	-82	-82	-76	-76	-76	-76				
2020-03-20 12:20:00	60.34155	5.35569	12	3	0	1	130	0	1	0.009	14	18	11.172		0	2	1	-87	-100	-100	-100	-94	-94	-94	-88	-88	-88	-88	-82	-82	-82	-82	-82	-82	-76	-76	-76	-76				
2020-03-20 12:30:00	60.34155	5.35566	12	4	1	1	130	0	1	0.009	14	18	11.293		0	2	1	-87	-100	-100	-100	-94	-94	-94	-88	-88	-88	-88	-82	-82	-82	-82	-82	-82	-76	-76	-76	-76				
2020-03-20 12:40:00	60.34155	5.35563	12	5	1	1	130	0	2	0.007	14	18	10.923		0	2	1	-87	-100	-100	-100	-94	-94	-94	-88	-88	-88	-88	-82	-82	-82	-82	-82	-82	-76	-76	-76	-76				
2020-03-20 12:50:00	60.34158	5.3556	12	6	1	1	130	0	1	0.009	14	18	10.225		0	2	1	-87	-100	-100	-100	-94	-94	-94	-88	-88	-88	-88	-82	-82	-82	-82	-82	-82	-76	-76	-76	-76				
2020-03-20 13:00:00	60.34158	5.35566	12	7	1	1	130	0	2	0.009	14.1	18	10.487		0	2	1	-87	-100	-100	-100	-94	-94	-94	-88	-88	-88	-88	-82	-82	-82	-82	-82	-82	-76	-76	-76	-76				
2020-03-20 13:14:41	60.34161	5.35566	11	0	0	0	10	0	0	0.011	14.1	20																														
2020-03-20 13:20:00	60.34155	5.35563	11	1	0	1	10	0	0	0.009	14.1	19																														
2020-03-20 13:30:00	60.34158	5.3556	11	2	0	1	10	0	0	0.009	14.1	17																														
2020-03-20 13:40:00	60.34158	5.35563	11	3	0	1	10	0	0	0.009	14.1	16																														
2020-03-20 13:50:00	60.34164	5.35566	12	4	2	1	290	0	1	0.009	14	14	6.337		0	2	4	-87	-100	-100	-100	-94	-94	-94	-88	-88	-88	-88	-82	-82	-82	-82	-82	-76	-76	-76	-76	-76				
2020-03-20 14:00:00	60.34158	5.35563	12	5	1	1	250	0	1	0.009	14.1	14	6.16		0	2	3	-87	-100	-100	-100	-94	-94	-94	-88	-88	-88	-88	-82	-82	-82	-82	-82	-76	-76	-76	-76	-76				
2020-03-23 09:56:41	60.34155	5.35563	11	0	0	0	10	0	0	0.009	14.1	19																														
2020-03-23 10:00:00	60.34158	5.35563	12	1	0	1	10	0	0	0.009	14.1	19																														
2020-03-23 10:10:00	60.34158	5.35563	12	2	0	2	10	0	0	0.009	14	17																														
2020-03-23 10:20:00	60.34158	5.35569	12	3	1	1	130	0	1	0.009	14.1	15	5.622		0	2	1	-86	-100	-100	-100	-94	-94	-88	-88	-88	-88	-82	-82	-82	-82	-82	-82	-76	-76	-76	-76	-76				
2020-03-23 10:30:00	60.34158	5.35572	12	4	0	1	130	0	1	0.009	14.1	14	5.952		0	2	1	-85	-100	-100	-94	-94	-94	-88	-88	-88	-88	-82	-82	-82	-82	-82	-76	-76	-76	-76	-76	-76				
2020-03-27 12:17:58	60.34152	5.35557	11	0	0	0	10	0	0	0.009	13.6	22																														
2020-03-27 12:20:00	60.34155	5.3556	11	1	0	1	10	0	0	0.009	13.6	22																														
2020-03-27 12:30:00	60.34152	5.3556	11	2	0	1	10	0	0	0.009	13.6	21																														
2020-03-27 12:40:00	60.34158	5.35563	11	3	1	1	130	0	1	0.009	13.6	20	10.633		0	2	1	-85	-100	-100	-94	-94	-94	-88	-88	-88	-88	-82	-82	-82	-82	-82	-76	-76	-76	-76	-76	-76				
2020-03-27 12:50:00	60.34152	5.3556	11	4	0	1	130	0	1	0.009	13.6	19	7.587		0	2	1	-85	-100	-100	-94	-94	-94	-88	-88	-88	-88	-82	-82	-82	-82	-82	-76	-76	-76	-76	-76	-76				
2020-03-27 13:00:00	60.34161	5.3556	11	5	1	1	120	0	0	0.009	13.5	19	7.614		0	2	1	-85	-100	-100	-94	-94	-94	-88	-88	-88	-88	-82	-82	-82	-82	-82	-76	-76	-76	-76	-76	-76				
2020-04-16 07:50:00	57.42465	18.21324	13	1	0	3	10	0	0	0.009	13.4	11																														
2020-04-16 08:00:00	57.42468	18.21375	13	2	0	2	10	0	0	0.009	13.4	11																														
2020-04-16 08:10:00	57.42468	18.21333	12	3	0	1	10	0	0	0.009	13.4	11																														
2020-04-16 08:20:33	57.42471	18.21366	11	0	0	0	10	0	0	0.009	13.4	12																														
2020-04-16 08:24:30	57.42468	18.21372	11	0	0	0	10	0	0	0.009	13.3	13																														
2020-04-16 08:30:00	57.42471	18.21363	12	1	0	1	10	0	0	0.009	13.4	12																														
2020-04-16 08:40:00	57.42471	18.21366	12	2	0	1	10	0	0	0.009	13.4	12																														
2020-04-16 08:50:00	57.42477	18.21369	12	3	0	1	10	0	0	0.007	13.4	11																														
2020-04-16 09:00:00	57.42462	18.21363	13	4	0	1	10	0	0	0.009	13.4	11																														
2020-04-16 09:10:00	57.42471	18.21375	12	5	0	1	10	0	0	0.009	13.3	11																														
2020-04-16 09:25:05	57.42474	18.2136	12	0	0	0	10	0	0	0.009	13.3	12																														
2020-04-16 09:30:00	57.42477	18.21366	12	1	0	2	10	0	0	0.009	13.3	12																														
2020-04-16 09:40:00	57.42468	18.21369	12	2	0	1	10	0	0	0.009	13.4	11																														
2020-04-16 09:50:00	57.42462	18.21378	12	3	0	1	10	0	0	0.009	13.4	11																														
2020-04-16 10:00:00	57.42468	18.21366	13	4	0	3	10	0	0	0.009	13.3	11																														
2020-04-16 10:10:00	57.42495	18.21396	16	5	0	1	10	0	0	0.009	13.3	11																														
2020-04-16 10:20:00	57.42456	18.21354	12	6	0	2	10	0	0	0.009	13.3	11																														
2020-04-16 10:30:00	57.42465	18.21354	13	7	0	1	10	0	0	0.009	13.3	11																														
2020-04-16 11:00:00	57.4248	18.21234	16	10	0	3	10	0	0	0.009	13.3	12																														
2020-04-16 11:10:00	57.42471	18.21366	42	11	0	3	40	0	0	0.009	13.3	12																														
2020-04-16 11:20:00	57.42468	18.21369	11	12	0	1	10	0	0	0.009	13.3	12																														
2020-04-16 11:30:00	57.42471	18.21366	12	13	0	1	10	0	0	0.009	13.3	12																														
2020-04-16 15:00:00	57.42468	18.21372	12	0	0	0	10	0	0	0.009	13.9	19																														
2020-04-16 15:10:00	57.42471	18.2136	12	1	0	1	10	0	0	0.009	14.1	17																														
2020-04-16 15:20:00	57.42468	18.21375	12	2	0	1	10	0	0	0.009	14.1	17																														
2020-04-16 15:30:00	57.42468	18.21369	12	3	0	1	10	0	0	0.009	14.1	16																														
2020-04-16 15:40:00	57.42462	18.21369	12	4	0	3	10	0	0	0.007	14.1	15																														
2020-04-16 15:50:00	57.42477	18.21372	12	5	0	2	10	0	0	0.007	14.1	15																														
2020-04-16 16:00:00	57.42474	18.21369	12	6	0	1	10	0	0	0.009	14.1	15																														
2020-04-16 16:10:00	57.42483	18.21378	14	7	0	1	10	0	0	0.009	14.1	14																														
2020-04-16 16:20:00	57.42501	18.2136	13	8	0	1	10	0	0	0.007	14	14																														
2020-04-16 16:30:00	57.42501	18.2136	13	9	0	1	10	0	0	0.009	14.1	14																														
2020-04-16 16:40:00	57.42543	18.21324	14	10	0	1	10	0	0	0.009	14.1	13																														
2020-04-16 16:50:00	57.4257	18.21252	24	11	0	1	20	0	0	0.007	14.1	13																														
2020-04-16 17:00:34	57.4248	18.21363	11	0	0	0	10	0	0	0.009	14.1	13																														
2020-04-16 17:04:59	57.42477	18.21363	12	0	0	0	10	0	0	0.009	14	14																														
2020-04-16 17:10:00	57.42477	18.21369	12	1	0	1	10	0	0	0.009	14	13																														
2020-04-20 08:27:11	57.42474	18.21366	11	0	0	0	10	0	0	0.009	13.4	12																														
2020-04-20 08:30:00	57.42474	18.21372	12	1	0	1	10	0	0	0.009	13.4	12																														
2020-04-20 08:40:00	57.42477	18.21366	12	2	1	1	70	0	0	0.009	13.7	11	11.171																													
2020-04-23 17:30:00	57.3966	18.1362	12	1	0	3	10	0	0	0.009	13.4	14																														
2020-04-23 17:40:00	57.39678	18.13521	12	2	3	1	540	0	0	0.009	13.3	13	7.539	8.34	0	3	7	-73	-76	-76	-16	-88	-40	-70	-82	-64	-70	-76	-76	-76	-82	-82	-82	-82	-82	-82	-82	-82				
2020-04-23 17:50:00	57.39744	18.13638	13	3	0	1	560	0	0	0.009	13.3	14	7.51	8.33	0	3	8	-51	-76	-22		-82	-34	-58	-52	-40	-46	-52	-52	-52	-52	-52	-52	-58	-58	-58	-58	-58				
2020-04-23 18:00:00	57.39792	18.1374	11	4	0	1	540	0	0	0.009	13.3	14	7.595	8.36	0	3	7	-65	-76	-34	-16	-88	-40	-70	-70	-58	-64	-64	-70	-70	-70	-70	-70	-76	-76	-76	-76	-76				
2020-04-23 18:10:00	57.39852	18.13404	12	5	0	1	540	0	0	0.007	13.3	13	7.745	8.39	0	3	7	-67	-76	-16	-16	-88	-40	-76	-58	-58	-70	-70	-70	-76	-76	-76	-76	-76	-76	-76	-76	-76				
2020-04-23 18:20:00	57.399	18.13011	12	6	0	1	540	0	0	0.009	13.3	13	7.766	8.4	0	3	7	-56	-76	-40	-16	-64	-52	-52	-58	-58	-52	-52	-58	-58	-58	-58	-58	-64	-64	-64	-64	-64				
2020-04-23 18:30:00	57.39924	18.12663	12	7	0	1	530	0	0	0.009	13.3	13	7.677	8.37	0	3	7	-68	-76	-82	-16	-58	-88	-40	-52	-76	-70	-58	-64	-70	-70	-70	-76	-76	-76	-76	-76	-76				
2020-04-23 18:40:00	57.39945	18.12363	12	8	0	1	540	0	0	0.009	13.2	12	7.168	8.25	0	3	7	-54	-70	-82		-52	-82	-34	-46	-64	-52	-46	-52	-52	-52	-52	-52	-58	-58	-58	-58	-58				
2020-04-23 19:00:00	57.3993	18.11874	12	9	0	3	530	0	0	0.009	13.3	11	6.57	8.11	0	3	7	-57	-76	-82	-16	-22	-82	-64	-34	-64	-70	-52	-52	-58	-58	-58	-58	-58	-64	-64	-64	-64				
2020-04-23 19:10:00	57.3993	18.11604	12	10	0	1	540	0	0	0.009	13.2	12	6.374	8.05	0	3	7	-61	-76	-82	-46	-16	-76	-88	-34	-58	-70	-70	-52	-58	-58	-64	-58	-64	-64	-64	-64	-70				
2020-04-23 19:20:00	57.39888	18.11271	12	11	0	1	530	0	0	0.009	13.3	11	6.451	8.09	0	3	7	-55	-76	-82	-28	-16	-76	-76	-34	-58	-70	-58	-46	-52	-52	-52	-52	-58	-58	-58	-58	-58				
2020-04-23 19:30:00	57.39828	18.10872	12	12	0	1	540	0	0	0.009	13.2	11	6.561	8.14	0	3	7	-51	-70	-28	-40	-46	-52	-46	-46	-52	-46	-46	-52	-52	-52	-52	-52	-52	-58	-58	-58	-58				
2020-04-23 19:40:00	57.39708	18.10449	12	13	0	1	530	0	0	0.009	13.2	11	6.643	8.15	0	3	7	-53	-70	-76	-28	-34	-64	-58	-46	-52	-58	-52	-46	-46	-52	-52	-52	-52	-52	-52	-52	-58				
2020-04-23 19:50:00	57.39585	18.10044	12	14	0	1	540	0	0	0.009	13.2	11	6.755	8.17	0	3	7	-53	-70	-82	-16	-16	-76	-76	-34	-58	-70	-46	-46	-52	-52	-52	-52	-52	-58	-58	-58	-58				
2020-04-23 20:00:00	57.39501	18.09561	40	15	0	1	540	0	0	0.009	13.2	11	6.741	8.17	0	3	7	-54	-70	-70		-52	-64	-40	-52	-58	-52	-46	-52	-52	-52	-52	-58	-58	-58	-58	-58	-58				
2020-04-23 20:10:00	57.39399	18.09123	11	16	0	1	530	0	0	0.009	13.2	10	6.785	8.18	0	3	7	-53	-70	-76		-64	-82	-34	-58	-64	-46	-46	-52	-52	-52	-52	-52	-52	-52	-52	-58	-58				
2020-04-23 20:20:00	57.39279	18.08613	11	17	0	1	530	0	0	0.009	13.2	10	6.728	8.17	0	3	7	-56	-64	-70	-64		-70	-76	-52	-46	-64	-64	-58	-46	-52	-52	-58	-52	-58	-58	-58	-58				
2020-04-23 20:30:00	57.39174	18.08172	11	18	0	1	540	0	0	0.007	13.2	10	6.59	8.14	0	3	7	-62	-58	-58	-76	-40	-28	-70	-82	-64	-40	-58	-76	-70	-64	-52	-58	-64	-64	-64	-64	-70				
2020-04-23 20:40:00	57.39054	18.07743	11	19	0	1	530	0	0	0.009	13.2	10	6.588	8.14	0	3	7	-62	-64	-64	-76	-82		-58	-76	-82	-82	-34	-52	-70	-70	-76	-52	-52	-58	-58	-58	-58				
2020-04-23 20:50:00	57.38898	18.07344	11	20	0	1	530	0	0	0.009	13.2	10	6.359	8.08	0	3	7	-56	-64	-70	-70	-34	-16	-70	-76	-82	-46	-52	-64	-70	-58	-52	-46	-52	-52	-52	-52	-52				
2020-04-23 21:00:00	57.38805	18.06948	11	21	0	1	540	0	0	0.009	13.2	10	6.255	8.05	0	3	7	-59	-64	-76	-76	-82		-64	-76	-82	-46	-40	-58	-70	-70	-52	-46	-52	-52	-58	-52	-52				
2020-04-23 21:10:00	57.387	18.06681	11	22	0	1	530	0	0	0.009	13.2	10	6.145	8.01	0	3	7	-57	-64	-70	-82	-46	-28	-64	-70	-64	-64	-46	-58	-58	-58	-58	-46	-46	-52	-52	-52	-52				
2020-04-23 21:20:00	57.38574	18.06306	12	23	0	1	540	0	0	0.009	13.2	10	6.063	7.99	0	3	7	-54	-64	-58	-58	-28	-46	-64	-52	-58	-58	-52	-52	-52	-52	-52	-52	-52	-52	-52	-52	-52				
2020-04-23 21:30:00	57.38463	18.06009	11	24	0	1	540	0	0	0.009	13.2	10	6.2	8.03	0	3	7	-60	-64	-58	-70	-70	-70		-64	-76	-82	-76	-34	-46	-64	-70	-70	-70	-46	-46	-52	-52				
2020-04-23 21:40:00	57.38352	18.05673	12	25	0	2	530	0	0	0.009	13.2	10	6.186	8.03	0	3	7	-60	-70	-58	-70	-76	-82		-64	-76	-82	-82	-34	-40	-58	-70	-70	-76	-46	-46	-52	-52				
2020-04-23 21:50:00	57.38226	18.05391	11	26	0	1	540	0	0	0.007	13.2	10	6.161	8.02	0	3	7	-61	-70	-52	-70	-82	-82		-58	-70	-82	-76	-64	-34	-58	-64	-70	-70	-58	-46	-46	-52				
2020-04-23 22:00:00	57.38079	18.05067	12	27	0	1	530	0	0	0.009	13.2	10	6.124	8.02	0	3	7	-54	-64	-52	-64	-70		-46	-70	-76	-76	-34	-40	-58	-64	-70	-58	-40	-46	-46	-52	-52				
2020-04-23 22:10:00	57.37905	18.04737	11	28	0	1	540	0	0	0.009	13.2	10	6.18	8.03	0	3	7	-59	-64	-58	-64	-64	-76		-46	-70	-76	-76	-76	-40	-46	-58	-64	-70	-70	-58	-46	-52				
2020-04-23 22:20:00	57.37722	18.04371	12	29	0	1	540	0	0	0.009	13.2	10	6.181	8.03	0	3	7	-64	-64	-58	-70	-70	-76	-82		-58	-70	-76	-82	-82	-64	-34	-52	-64	-64	-70	-70	-70				
2020-04-23 22:30:00	57.37533	18.03909	11	30	0	1	540	0	0	0.009	13.2	10	6.213	8.03	0	3	7	-64	-64	-64	-64	-70	-76	-82	-28	-16	-64	-76	-82	-82	-82	-76	-34	-52	-64	-70	-70	-70				
2020-04-23 22:40:00	57.37317	18.03423	11	31	0	1	540	0	0	0.009	13.2	10	5.967	7.98	0	3	7	-66	-58	-70	-70	-70	-76	-82	-82		-64	-76	-82	-82	-82	-82	-34	-40	-58	-64	-70	-70				
2020-04-23 22:50:00	57.3705	18.02889	12	32	0	1	540	0	0	0.009	13.2	10	5.793	7.94	0	3	7	-66	-58	-70	-70	-76	-82	-82	-82	-16	-22	-64	-76	-82	-82	-82	-82	-70	-34	-52	-64	-64				
2020-04-23 23:00:00	57.36801	18.02613	12	33	0	1	540	0	0	0.009	13.2	10	5.823	7.94	0	3	7	-69	-64	-70	-76	-76	-76	-82	-82	-40	-16	-64	-76	-82	-82	-88	-82	-82	-40	-52	-64	-70				
2020-04-23 23:10:00	57.36591	18.02286	12	34	0	1	530	0	0	0.009	13.2	10	5.865	7.95	0	3	7	-70	-58	-70	-76	-82	-82	-82	-82	-82	-16	-58	-70	-82	-82	-82	-82	-82	-70	-40	-58	-64				
2020-04-23 23:20:00	57.3645	18.01803	13	35	0	1	540	0	0	0.009	13.2	10	6.082	7.99	0	3	7	-70	-58	-70	-76	-82	-82	-82	-88	-82	-16	-52	-70	-76	-82	-82	-82	-82	-82	-34	-46	-58				
2020-04-23 23:30:00	57.36252	18.01449	13	36	0	1	560	0	0	0.007	13.2	10	6.007	7.97	0	3	8	-71	-58	-70	-76	-82	-82	-82	-88	-88	-82	-16	-58	-70	-76	-82	-82	-82	-82	-82	-46	-40				
2020-04-23 23:40:00	57.36096	18.01011	11	37	0	1	540	0	0	0.007	13.2	10	5.987	7.97	0	3	7	-72	-58	-70	-76	-82	-82	-82	-82	-88	-88	-16	-52	-70	-76	-82	-82	-82	-82	-82	-82	-40				
2020-04-23 23:50:00	57.35958	18.00783	11	38	0	1	540	0	0	0.009	13.2	9	6.003	7.98	0	3	7	-73	-64	-70	-76	-76	-76	-82	-82	-88	-82	-16	-40	-64	-76	-82	-82	-82	-82	-82	-82	-70				
2020-04-24 00:00:00	57.35895	18.00693	11	39	0	1	530	0	0	0.009	13.2	9	6.031	7.98	0	3	7	-72	-64	-70	-76	-76	-76	-82	-82	-82	-82	-16	-16	-64	-76	-82	-82	-82	-82	-82	-82	-76				
2020-04-24 00:10:00	57.35871	18.00663	12	40	0	1	530	0	0	0.009	13.2	9	6.34	8.06	0	3	7	-73	-70	-70	-76	-82	-82	-82	-82	-82	-88	-16	-22	-64	-76	-82	-82	-82	-82	-82	-82	-76				
2020-04-24 00:20:00	57.35889	18.00561	12	41	0	1	540	0	0	0.009	13.2	9	6.502	8.09	0	3	7	-75	-70	-70	-76	-82	-82	-82	-88	-88	-88	-46		-64	-76	-82	-82	-82	-82	-82	-82	-82				
2020-04-24 00:30:00	57.35802	18.00351	11	42	0	1	540	0	0	0.009	13.2	9	6.597	8.11	0	3	7	-74	-70	-70	-76	-82	-82	-82	-88	-88	-88	-22		-70	-76	-82	-88	-88	-82	-82	-82	-82				
2020-04-24 00:40:00	57.35772	18.00216	12	43	0	1	540	0	0	0.009	13.2	9	6.67	8.12	0	3	7	-75	-70	-70	-76	-82	-82	-82	-88	-82	-82	-16	-28	-76	-82	-88	-88	-88	-82	-82	-82	-82				
2020-04-24 00:50:00	57.35721	17.99994	12	44	0	1	540	0	0	0.009	13.2	9	6.619	8.11	0	3	7	-75	-70	-64	-76	-82	-82	-82	-82	-82	-82	-16	-58	-76	-82	-88	-88	-88	-82	-82	-82	-58				
2020-04-24 01:00:00	57.35682	17.99895	12	45	0	1	540	0	0	0.009	13.2	9	6.543	8.09	0	3	7	-74	-70	-70	-76	-82	-82	-82	-88	-82	-82	-16	-58	-76	-82	-82	-88	-88	-82	-82	-82	-40				
2020-04-24 01:10:00	57.35655	17.99859	12	46	0	1	540	0	0	0.009	13.2	9	6.514	8.08	0	3	7	-73	-70	-64	-76	-76	-82	-82	-82	-82	-82		-52	-70	-82	-82	-88	-88	-82	-82	-82	-34				
2020-04-24 01:20:00	57.35607	17.99823	12	47	0	1	540	0	0	0.007	13.2	9	6.489	8.08	0	3	7	-73	-70	-70	-76	-76	-82	-82	-88	-82	-82		-58	-70	-76	-82	-88	-88	-82	-82	-82	-34				
2020-04-24 01:30:00	57.35661	17.99769	12	48	0	1	540	0	0	0.009	13.2	9	6.538	8.07	0	3	7	-71	-76	-70	-76	-76	-76	-82	-82	-76	-70		-58	-70	-76	-82	-82	-82	-82	-82	-64	-28				
2020-04-24 01:40:00	57.35691	17.99631	12	49	0	1	540	0	0	0.009	13.2	9	6.54	8.09	0	3	7	-69	-76	-70	-76	-76	-76	-76	-76	-76	-70		-58	-70	-76	-82	-82	-82	-82	-82	-34	-34				
2020-04-24 01:50:00	57.35679	17.99436	12	50	0	1	560	0	0	0.009	13.2	9	6.451	8.08	0	3	7	-69	-76	-76	-76	-76	-76	-76	-76	-76	-70		-58	-70	-76	-82	-82	-82	-82	-82	-34	-40				
2020-04-24 02:00:00	57.35664	17.99253	12	51	0	1	540	0	0	0.009	13.2	9	6.362	8.06	0	3	7	-68	-76	-76	-76	-76	-76	-76	-76	-76	-46		-58	-70	-76	-82	-82	-82	-82	-82	-28	-46				
2020-04-24 02:10:00	57.35679	17.99091	12	52	0	1	540	0	0	0.009	13.2	9	6.283	8.04	0	3	7	-66	-76	-76	-76	-76	-76	-76	-76	-70		-34	-64	-76	-76	-82	-82	-82	-82	-34	-40	-52				
2020-04-24 02:20:00	57.35682	17.9895	12	53	0	1	540	0	0	0.009	13.2	9	6.284	8.04	0	3	7	-66	-76	-76	-76	-76	-76	-70	-76	-46	-16	-52	-70	-76	-82	-82	-82	-76	-52	-40	-52	-58				
2020-04-24 02:30:00	57.35718	17.98719	12	54	0	1	530	0	0	0.009	13.2	9	6.22	8.02	0	3	7	-67	-76	-76	-76	-76	-70	-70	-76		-52	-70	-76	-82	-82	-82	-82	-34	-52	-58	-64	-64				
2020-04-24 02:40:00	57.35703	17.98494	12	55	0	1	540	0	0	0.009	13.2	9	6.267	8.03	0	3	7	-66	-76	-76	-76	-76	-70	-76	-76	-22	-22	-64	-70	-76	-82	-82	-82	-64	-34	-52	-58	-64				
2020-04-24 02:50:00	57.35706	17.98278	12	56	0	1	540	0	0	0.009	13.2	9	6.266	8.03	0	3	7	-69	-76	-82	-76	-82	-76	-76	-76	-82		-52	-70	-76	-82	-82	-82	-82	-82	-34	-46	-58				
2020-04-24 03:00:00	57.35745	17.98053	12	57	0	1	540	0	0	0.009	13.2	9	6.217	8.02	0	3	7	-69	-76	-82	-82	-76	-76	-76	-82	-82	-34		-58	-70	-76	-82	-82	-82	-82	-82	-34	-46				
2020-04-24 03:10:00	57.35778	17.97762	11	58	0	1	530	0	0	0.009	13.2	9	6.209	8.01	0	3	7	-72	-76	-82	-82	-82	-82	-76	-76	-82	-82		-58	-70	-76	-82	-82	-82	-82	-82	-64	-28				
2020-04-24 03:20:00	57.35856	17.97582	11	59	0	1	530	0	0	0.009	13.2	9	6.316	8.04	0	3	7	-71	-76	-82	-82	-82	-82	-76	-82	-82	-82		-52	-70	-76	-82	-82	-82	-82	-82	-52	-34				
2020-04-24 03:30:00	57.36003	17.97426	11	0	0	1	540	0	0	0.007	13.2	9	6.206	8.01	0	3	7	-74	-70	-82	-82	-82	-82	-88	-82	-88	-82		-46	-64	-76	-82	-82	-82	-82	-82	-82	-46				
2020-04-24 03:40:00	57.36201	17.97228	11	1	0	1	540	0	0	0.009	13.2	9	6.271	8.03	0	3	7	-73	-64	-82	-82	-82	-82	-82	-88	-88	-88		-52	-64	-76	-82	-82	-82	-82	-82	-82	-40				
2020-04-24 03:50:00	57.36465	17.97129	12	2	0	1	530	0	0	0.009	13.2	9	6.35	8.06	0	3	7	-74	-64	-82	-82	-82	-82	-88	-88	-88	-88		-40	-64	-76	-76	-82	-82	-82	-82	-82	-70				
2020-04-24 04:00:00	57.36714	17.97039	40	3	0	1	530	0	0	0.007	13.2	10	6.348	8.06	0	3	7	-75	-64	-82	-82	-82	-82	-82	-88	-88	-88	-16	-34	-64	-76	-82	-82	-82	-82	-82	-82	-82				
2020-04-24 04:10:00	57.36924	17.96958	12	4	0	1	530	0	0	0.009	13.2	9	6.256	8.05	0	3	7	-74	-64	-82	-82	-82	-82	-82	-82	-82	-88	-22	-16	-64	-70	-76	-82	-82	-82	-82	-82	-82				
2020-04-24 04:20:00	57.37131	17.96886	11	5	0	1	530	0	0	0.009	13.2	9	6.123	8.03	0	3	7	-76	-70	-82	-82	-82	-82	-82	-88	-82	-88	-70	-16	-58	-70	-76	-82	-82	-82	-82	-82	-82				
2020-04-24 04:30:00	57.37335	17.96844	11	6	0	1	540	0	0	0.009	13.2	9	6.275	8.06	0	3	7	-76	-70	-82	-82	-82	-82	-82	-82	-88	-88	-82	-16	-52	-70	-76	-82	-82	-82	-82	-82	-82				
2020-04-24 04:40:00	57.37566	17.96814	11	7	0	1	540	0	0	0.009	13.2	9	6.364	8.08	0	3	7	-76	-64	-82	-82	-82	-82	-82	-88	-88	-88	-82	-16	-52	-70	-76	-82	-82	-82	-82	-82	-82				
