Time	Lat	Long	TTFF	Count	Commands	TxTries	ONT	DiskUsed	Files	I	V	Temperature	CTTemp	CTCond	AirmarAirTemp	AirmarWindDirection	AirmarWindSpeed	AirmarWindGust	AirmarHeading	AirmarAirFix	WBT_Status	WBT_Step	WBT_Min	WBT_dB	WBT_L00	WBT_L01	WBT_L02	WBT_L03	WBT_L04	WBT_L05	WBT_L06	WBT_L07	WBT_L08	WBT_L09	WBT_L10	WBT_L11	WBT_L12	WBT_L13	WBT_L14	WBT_L15	WBT_L16	WBT_L17	WBT_L18	WBT_L19	
2020-06-10 13:10:11	60.34158	5.35566	11	0	0	0	180	0	0	0.009	13.6	19			16.9	0	2	2	0	0	0	1	1	-73	-94	-88	-88	-82	-76	-76	-76	-70	-76	-70	-70	-70	-64	-64	-64	-64	-64	-64	-58	-70	
2020-06-10 13:15:00	60.34158	5.35572	11	1	0	1	180	0	0	0.011	13.5	19			17	0	0	0	0	0	0	1	1	-73	-94	-88	-82	-82	-82	-76	-76	-76	-70	-70	-70	-70	-70	-70	-64	-64	-64	-58	-64	-76	
2020-06-10 13:20:00	60.34155	5.35563	12	2	0	1	180	0	0	0.011	13.5	20			17.6	0	3	3	0	0	0	1	1	-73	-94	-88	-82	-82	-82	-76	-76	-76	-70	-70	-70	-70	-70	-64	-64	-64	-64	-64	-64	-76	
2020-06-10 13:29:11	60.34158	5.35566	11	0	0	0	180	0	0	0.009	13.6	20			18	0	1	1	0	0	0	1	1	-73	-94	-88	-82	-82	-82	-76	-76	-76	-70	-70	-70	-70	-70	-64	-64	-64	-64	-64	-64	-76	
2020-06-10 13:34:41	60.34155	5.3556	11	0	0	0	180	0	0	0.009	13.6	21			18.1	0	2	2	0	0	0	1	1	-73	-94	-88	-82	-82	-82	-76	-76	-76	-70	-70	-70	-70	-70	-64	-64	-64	-64	-64	-64	-76	
2020-06-10 13:46:59	60.34164	5.35572	11	0	0	0	180	0	1	0.011	13.5	21			18.9	0	2	2	0	0	0	1	1	-73	-94	-88	-82	-82	-82	-76	-76	-76	-70	-70	-70	-70	-70	-64	-64	-64	-64	-64	-64	-70	
2020-06-10 13:53:59	60.34158	5.35566	11	0	0	0	150	0	1	0.009	13.6	22									0	1	2	-73	-94	-88	-82	-82	-82	-76	-76	-76	-70	-70	-70	-70	-70	-64	-64	-64	-64	-64	-64	-70	
2020-06-11 08:28:41	60.34161	5.35563	11	0	0	0	150	0	0	0.009	13.6	25			23	0	2	2	0	0	0	1	0	-76	-94	-88	-88	-82	-82	-82	-76	-76	-76	-76	-70	-70	-70	-70	-70	-64	-64	-64	-64	-70	
2020-06-11 08:35:00	60.34164	5.35566	12	1	0	1	150	0	0	0.007	13.6	24			24.3	0	1	1	0	0	0	1	0	-76	-94	-88	-88	-82	-82	-82	-76	-76	-76	-76	-70	-70	-70	-70	-70	-64	-70	-64	-64	-76	
2020-06-11 08:40:00	60.34152	5.35581	12	2	0	1	150	0	0	0.007	13.6	24			25.2	0	2	2	0	0	0	1	0	-76	-94	-94	-88	-82	-82	-82	-76	-76	-76	-76	-76	-70	-70	-70	-70	-70	-64	-64	-64	-76	
2020-06-11 08:45:00	60.34158	5.35575	12	3	0	1	150	0	0	0.007	13.6	25			25.6	0	1	1	0	0	0	1	0	-76	-94	-88	-88	-82	-82	-82	-82	-76	-76	-76	-70	-70	-70	-70	-70	-70	-64	-64	-64	-70	
2020-06-11 08:50:00	60.34161	5.35569	12	4	0	1	150	0	0	0.007	13.6	25			26.2	0	1	1	0	0	0	1	0	-76	-94	-94	-88	-88	-82	-82	-82	-76	-76	-76	-76	-70	-70	-70	-70	-70	-64	-64	-64	-76	
2020-06-11 08:55:00	60.34152	5.35575	12	5	0	1	150	0	0	0.007	13.6	26			26.4	0	1	1	0	0	0	1	0	-76	-94	-94	-88	-82	-82	-82	-76	-76	-76	-76	-76	-70	-70	-70	-70	-70	-64	-64	-64	-76	
2020-06-11 09:13:41	60.34158	5.35563	11	0	0	0	10	0	0	0.007	13.6	31																																	
2020-06-11 09:15:00	60.34158	5.35563	12	1	0	2	10	0	0	0.007	13.7	30																																	
2020-06-11 09:20:00	60.34161	5.3556	11	2	0	1	10	0	0	0.007	14.1	28																																	
2020-06-11 09:25:00	60.34164	5.35563	11	3	1	1	150	0	0	0.007	13.9	28			27.7	0	2	2	0	0	0	1	0	-92		-100	-100	-100	-100	-94	-94	-94	-94	-88	-88	-88	-88	-88	-82	-82	-82	-82	-82	-82	
2020-06-11 09:30:00	60.34161	5.3556	11	4	2	2	150	0	1	0.007	14.1	28			27.7	0	2	2	0	0	0	1	0	-92		-100	-100	-100	-100	-94	-94	-94	-94	-88	-88	-88	-88	-88	-82	-82	-82	-82	-82	-82	
2020-06-11 09:35:00	60.34161	5.3556	12	5	0	1	150	0	1	0.007	13.9	28			28.1	0	2	2	0	0	0	1	0	-92		-100	-100	-100	-100	-94	-94	-94	-94	-88	-88	-88	-88	-88	-82	-82	-82	-82	-82	-82	
2020-06-11 09:40:00	60.34155	5.35566	12	6	2	1	150	0	0	0.007	13.9	29			28.3	0	1	1	0	0	0	1	0	-92		-100	-100	-100	-100	-94	-94	-94	-94	-88	-88	-88	-88	-88	-82	-82	-82	-82	-82	-82	
2020-06-11 09:45:00	60.34161	5.35557	11	7	0	1	150	0	0	0.007	13.9	29			28	0	2	2	0	0	0	1	0	-92		-100	-100	-100	-100	-94	-94	-94	-94	-88	-88	-88	-88	-88	-82	-82	-82	-82	-82	-82	
2020-06-11 09:50:00	60.34158	5.35566	12	8	0	1	150	0	0	0.007	14	28			27.4	0	4	4	0	0	0	1	0	-92		-100	-100	-100	-100	-94	-94	-94	-94	-88	-88	-88	-88	-88	-82	-82	-82	-82	-82	-82	
2020-06-11 09:55:00	60.34155	5.35569	12	9	0	1	150	0	0	0.007	14	28			27.2	0	1	1	0	0	0	1	0	-92		-100	-100	-100	-100	-94	-94	-94	-94	-88	-88	-88	-88	-88	-82	-82	-82	-82	-82	-82	
2020-06-11 10:00:00	60.34158	5.35566	12	10	0	1	150	0	0	0.007	14	28			26.9	0	3	3	0	0	0	1	0	-92		-100	-100	-100	-100	-94	-94	-94	-94	-88	-88	-88	-88	-88	-88	-82	-82	-82	-82	-82	
2020-06-11 10:05:00	60.34155	5.35566	12	11	0	1	150	0	0	0.007	14	27			27.1	0	2	2	0	0	0	1	0	-92		-100	-100	-100	-100	-94	-94	-94	-94	-88	-88	-88	-88	-88	-82	-82	-82	-82	-82	-82	
2020-06-11 10:10:00	60.34158	5.35569	12	12	0	2	150	0	0	0.007	14	27			27.1	0	4	4	0	0	0	1	0	-92		-100	-100	-100	-100	-94	-94	-94	-94	-88	-88	-88	-88	-88	-82	-82	-82	-82	-82	-82	
2020-06-11 10:15:00	60.34161	5.35578	14	13	0	1	150	0	0	0.007	14	27			27.1	0	1	1	0	0	0	1	0	-92		-100	-100	-100	-100	-94	-94	-94	-94	-88	-88	-88	-88	-88	-82	-82	-82	-82	-82	-82	
2020-06-11 10:20:00	60.34152	5.3556	12	14	0	3	150	0	0	0.007	14	28			26.9	0	2	2	0	0	0	1	0	-92		-100	-100	-100	-100	-94	-94	-94	-94	-88	-88	-88	-88	-88	-88	-82	-82	-82	-82	-82	
2020-06-11 10:25:00	60.34143	5.35584	14	15	0	1	150	0	0	0.007	14	28			27.1	0	2	2	0	0	0	1	0	-92		-100	-100	-100	-100	-94	-94	-94	-94	-88	-88	-88	-88	-88	-82	-82	-82	-82	-82	-82	
2020-06-11 10:30:00	60.34161	5.35557	13	16	0	1	150	0	0	0.007	14	27			27.1	0	2	2	0	0	0	1	0	-92		-100	-100	-100	-100	-94	-94	-94	-94	-88	-88	-88	-88	-88	-82	-82	-82	-82	-82	-82	
2020-06-11 10:35:00	60.34155	5.35575	12	17	1	1	150	0	1	0.007	14	28			27.1	0	4	4	0	0	0	1	0	-92		-100	-100	-100	-100	-94	-94	-94	-94	-88	-88	-88	-88	-88	-82	-82	-82	-82	-82	-82	
2020-06-11 10:40:00	60.34152	5.35569	12	18	0	1	150	0	1	0.007	14	28			27.1	0	3	3	0	0	0	1	0	-92		-100	-100	-100	-100	-94	-94	-94	-94	-88	-88	-88	-88	-88	-82	-82	-82	-82	-82	-82	
2020-06-11 10:45:00	60.34161	5.35563	14	19	0	1	150	0	1	0.007	14	28			26.8	0	6	6	0	0	0	1	0	-92		-100	-100	-100	-100	-94	-94	-94	-94	-88	-88	-88	-88	-88	-82	-82	-82	-82	-82	-82	
2020-06-11 10:55:00	60.34146	5.35593	13	21	0	3	150	0	2	0.007	14	27			26.7	0	1	1	0	0	0	1	0	-92		-100	-100	-100	-100	-94	-94	-94	-94	-88	-88	-88	-88	-88	-82	-82	-82	-82	-82	-82	
2020-06-16 10:26:33	60.15681	5.45682	11	0	0	0	300	0	0	0.009	14	28			23.3	0	4	4	0	0	0	4	3	-59	-64	-64	-64	-64	-64	-64	-64	-58	-64	-64	-64	-64	-64	-64	-64	-58	-52	-46	-40	-46	
2020-06-16 10:35:00	60.15735	5.46498	12	1	0	1	300	0	0	0.007	14	27			22.1	0	4	4	0	0	0	4	3	-65	-64	-64	-64	-64	-64	-64	-64	-64	-64	-64	-64	-64	-64	-64	-64	-64	-64	-58	-70	-76	
2020-06-16 11:00:41	60.1518	5.47206	12	0	0	0	10	0	0	0.007	14.1	26																																	
2020-06-16 11:05:00	60.15021	5.4726	14	1	0	3	10	0	0	0.007	14.1	25																																	
2020-06-16 11:10:00	60.14976	5.47386	13	2	0	1	10	0	0	0.007	14.1	24																																	
2020-06-16 11:15:00	60.14883	5.47422	13	3	0	1	10	0	0	0.007	14.1	24																																	
2020-06-16 11:20:00	60.14739	5.47485	13	4	0	2	10	0	0	0.007	14.1	24																																	
2020-06-16 11:25:00	60.14607	5.47626	14	5	1	1	310	0	0	0.007	14.1	24			21.1	0	4	4	0	0	0	4	3	-70	-64	-64	-64	-64	-64	-70	-70	-70	-70	-70	-70	-70	-70	-70	-70	-76	-76	-76	-76	-76	
2020-06-16 11:35:00	60.14382	5.48196	42	6	1	1	330	0	0	0.007	14	24			20.3	0	4	4	0	0	0	4	3	-69	-64	-64	-64	-64	-64	-70	-64	-64	-70	-70	-70	-70	-70	-76	-70	-76	-76	-70	-70	-76	
2020-06-16 12:15:00	60.13998	5.5035	13	10	0	3	300	0	0	0.007	14	23			19.7	0	6	6	0	0	0	4	3	-56	-76	-70	-70	-64	-64	-58	-58	-58	-58	-52	-52	-52	-52	-52	-52	-46	-46	-46	-46	-46	
2020-06-16 12:25:00	60.147	5.48697	13	11	1	1	10	0	0	0.007	14.1	23																																	
2020-06-16 12:30:00	60.15012	5.47863	14	12	0	1	10	0	0	0.007	14.1	23																																	
2020-06-16 15:19:11	60.14901	5.4741	11	0	0	0	10	0	0	0.007	14.1	26																																	
2020-06-16 15:20:00	60.14865	5.47449	12	1	0	1	10	0	0	0.007	14.1	25																																	
2020-06-16 15:25:00	60.14637	5.47326	12	2	0	1	10	0	0	0.007	14.1	25																																	
2020-06-16 15:30:00	60.14646	5.47209	12	3	0	1	10	0	0	0.007	14.1	24																																	
2020-06-16 15:35:00	60.14487	5.47182	12	4	1	1	10	0	0	0.007	14.1	24																																	
2020-06-16 15:40:00	60.14217	5.47392	12	5	1	1	210	0	0	0.007	14.1	23									0	4	3	-69	-64	-64	-64	-64	-64	-70	-70	-70	-64	-70	-70	-70	-70	-70	-70	-76	-76	-76	-70	-70	
2020-06-16 15:45:00	60.14244	5.47728	12	6	0	1	210	0	0	0.007	14.1	24									0	4	3	-70	-64	-64	-64	-64	-64	-70	-70	-70	-70	-70	-70	-70	-70	-76	-76	-76	-76	-76	-70	-70	
2020-06-16 15:50:00	60.14292	5.47854	12	7	0	1	210	0	0	0.007	14.1	24									0	4	3	-71	-64	-64	-70	-70	-70	-70	-70	-70	-70	-70	-70	-70	-76	-76	-76	-76	-76	-76	-76	-76	
2020-06-16 15:55:00	60.14352	5.48187	12	8	0	1	210	0	0	0.007	14.1	24									0	4	3	-70	-64	-64	-64	-70	-64	-70	-70	-70	-70	-70	-70	-70	-76	-70	-76	-76	-76	-76	-70	-70	
2020-06-23 10:43:41	60.18057	5.46753	11	0	0	0	10	0	0	0.009	14.1	21																																	
2020-06-23 10:45:00	60.18057	5.46756	11	1	0	2	10	0	0	0.007	14.1	21																																	
2020-06-23 10:50:00	60.1806	5.46759	12	2	0	1	10	0	0	0.007	14.1	20																																	
2020-06-23 10:55:00	60.1806	5.46786	11	3	0	1	10	0	0	0.007	14.1	20																																	
2020-06-23 11:05:00	60.16794	5.5047	12	5	0	3	10	0	0	0.007	14.1	20																																	
2020-06-23 11:15:00	60.16959	5.49987	12	7	0	3	10	0	0	0.007	14.1	20																																	
2020-06-23 11:20:00	60.17013	5.49777	12	8	1	1	330	0	0	0.009	14.1	20	17.646	39.05	16.9	0	3	3	0	0	0	4	3	-67	-64	-64	-64	-64	-70	-70	-70	-70	-70	-70	-70	-70	-76	-64	-16	-52	-70	-76	-82	-82	
2020-06-23 11:30:00	60.17193	5.4966	12	9	0	1	330	0	0	0.007	14.2	20	17.694	39.09	16.9	0	3	3	0	0	0	4	3	-68	-64	-64	-64	-64	-70	-70	-70	-70	-70	-70	-70	-64	-16	-58	-70	-76	-82	-82	-88	-88	
2020-06-23 11:40:00	60.17556	5.49969	13	10	0	2	330	0	0	0.007	14.1	20	17.676	39.08	17.4	0	3	3	0	0	0	4	3	-61	-64	-64	-64	-64	-70	-70	-70	-64	-64	-70	-52	-28	-28	-40	-58	-64	-70	-70	-70	-76	
2020-06-23 11:50:00	60.17937	5.49873	13	11	0	1	330	0	0	0.009	14.1	20	17.694	39.05	17.6	0	2	2	0	0	0	4	3	-67	-58	-64	-64	-64	-64	-70	-70	-70	-70	-70	-64	-64	-64	-70	-70	-70	-70	-70	-64	-58	
2020-06-23 12:00:00	60.1827	5.50248	13	12	0	1	330	0	0	0.007	14.1	20	17.827	38.99	18.1	0	2	2	0	0	0	4	3	-61	-58	-64	-64	-64	-64	-70	-70	-70	-70	-70	-70	-70	-70	-64	-64	-58	-40	-22	-40	-58	
2020-06-29 09:36:42	60.34158	5.3556	11	0	0	0	10	0	0	0.009	13.5	24																																	
2020-06-29 09:50:00	60.34161	5.35557	11	3	0	3	10	0	0	0.009	13.4	23																																	
2020-06-29 09:55:00	60.34158	5.3556	11	4	0	3	10	0	0	0.007	13.4	23																																	
2020-06-29 10:00:00	60.34158	5.35554	11	5	0	2	10	0	0	0.009	13.4	23																																	
2020-06-29 10:05:00	60.34161	5.35563	12	6	0	3	10	0	0	0.007	13.4	22																																	
2020-06-29 10:10:00	60.34152	5.35569	11	7	0	3	10	0	0	0.007	13.4	22																																	
2020-06-29 10:20:00	60.34158	5.35566	11	9	0	3	10	0	0	0.007	13.4	22																																	
2020-06-29 10:25:00	60.34155	5.35566	11	10	0	1	10	0	0	0.007	13.4	22																																	
2020-06-29 10:30:00	60.34158	5.35569	11	11	0	3	10	0	0	0.009	13.4	22																																	
2020-06-29 10:50:00	60.34152	5.3556	12	1	0	3	10	0	0	0.007	13.4	21																																	
2020-06-29 10:55:00	60.34161	5.35572	11	2	0	1	10	0	0	0.009	13.4	21																																	
2020-06-29 11:00:00	60.34155	5.35569	11	3	0	3	10	0	0	0.007	13.4	21																																	
2020-06-29 11:05:00	60.34155	5.35575	11	4	0	1	10	0	0	0.009	13.4	20																																	
2020-06-29 11:10:00	60.34158	5.35572	11	5	0	1	10	0	0	0.007	13.4	20																																	
2020-06-29 11:15:00	60.34155	5.35566	11	6	0	1	10	0	0	0.009	13.4	20																																	
2020-06-29 11:20:00	60.34158	5.35575	12	7	0	1	10	0	0	0.009	13.4	20																																	
2020-06-29 11:25:00	60.34152	5.35566	12	8	0	2	10	0	0	0.009	13.4	20																																	
2020-06-29 11:30:00	60.34155	5.35572	12	9	0	1	10	0	0	0.009	13.4	20																																	
2020-06-29 11:35:00	60.34155	5.35563	12	10	0	2	10	0	0	0.009	13.4	20																																	
2020-06-29 11:40:00	60.34152	5.35569	12	11	0	1	10	0	0	0.009	13.4	20																																	
2020-06-29 11:45:00	60.34155	5.35566	11	12	0	1	10	0	0	0.009	13.4	20																																	
2020-06-29 11:50:00	60.34158	5.35566	11	13	0	1	10	0	0	0.009	13.4	19																																	
2020-07-02 07:57:41	60.34155	5.35563	11	0	0	0	10	0	0	0.007	14.1	22																																	
2020-07-02 08:00:00	60.34161	5.35563	12	1	0	1	10	0	0	0.009	14.1	21																																	
2020-07-02 08:05:00	60.34164	5.35572	12	2	0	2	10	0	0	0.009	14.1	20																																	
2020-08-10 14:00:11	57.68571	11.89134	11	0	0	0	10	0	0	0.009	13.5	26																																	
2020-08-11 06:34:11	57.68649	11.8749	11	0	0	0	10	0	0	0.009	13.4	20																																	
2020-08-11 06:40:00	57.6795	11.85015	12	1	0	2	10	0	0	0.007	13.4	19																																	
2020-08-11 06:45:00	57.66897	11.84028	12	2	0	2	10	0	0	0.009	13.4	19																																	
2020-08-11 06:50:00	57.65856	11.82903	12	3	0	1	10	0	0	0.007	13.4	19																																	
2020-08-11 06:55:00	57.64347	11.81802	12	4	0	1	10	0	0	0.009	13.4	19																																	
2020-08-11 07:00:00	57.62724	11.81271	12	5	0	1	10	0	0	0.009	13.4	19																																	
2020-08-11 07:05:00	57.61818	11.79915	13	6	0	1	10	0	0	0.009	13.5	19																																	
2020-08-11 07:10:00	57.62172	11.78157	11	7	0	1	10	0	0	0.007	13.5	19																																	
2020-08-11 07:15:00	57.62112	11.76366	12	8	0	1	10	0	0	0.009	13.5	19																																	
2020-08-11 07:20:00	57.61482	11.74917	12	9	0	1	10	0	0	0.009	13.5	19																																	
2020-08-11 07:25:00	57.60777	11.72979	12	10	0	1	10	0	0	0.007	13.5	19																																	
2020-08-11 07:30:00	57.59073	11.71524	13	11	0	1	10	0	0	0.009	13.6	19																																	
2020-08-11 07:40:00	57.58002	11.70534	12	13	0	3	10	0	0	0.007	13.6	20																																	
2020-08-11 07:50:00	57.57861	11.69976	12	15	0	3	10	0	0	0.007	14.2	20																																	
2020-08-11 07:55:00	57.57801	11.69742	12	16	1	1	320	0	0	0.007	14	20	18.85	29.2	18.1	0	3	3	0	0	0	4	3	-76	-64	-64	-70	-76	-22	-58	-82	-94	-94	-100	-52	-70	-82	-88	-88	-94	-76	-76	-82	-82	
2020-08-11 08:05:00	57.57888	11.69628	13	17	0	1	330	0	0	0.007	14	20	18.86	29.24	18.2	0	4	4	0	0	0	4	3	-62	-64	-64	-70	-52	-16	-70	-82	-88	-76	-34	-58	-70	-76	-76	-52	-52	-58	-58	-58	-64	
2020-08-11 08:15:00	57.58092	11.69706	42	18	0	1	350	0	0	0.009	14	21	18.893	29.23	18.3	0	4	4	0	0	0	4	3	-52	-64	-70	-58	-16	-46	-64	-64	-46	-46	-52	-58	-58	-52	-46	-46	-46	-52	-52	-52	-52	
2020-08-11 08:25:00	57.58335	11.69817	11	19	0	2	320	0	0	0.007	14	20	18.911	29.24	18.5	0	3	3	0	0	0	4	3	-56	-64	-70	-70	-40	-22	-64	-76	-82	-58	-40	-52	-64	-70	-58	-52	-46	-52	-52	-52	-52	
2020-08-11 08:35:00	57.58434	11.69316	12	20	0	1	320	0	0	0.007	14.1	20	18.862	29.25	18.7	0	4	4	0	0	0	4	3	-62	-64	-70	-70	-40	-22	-70	-82	-88	-64	-40	-64	-70	-76	-70	-52	-58	-58	-58	-64	-64	
2020-08-11 08:45:00	57.58347	11.69016	12	21	0	1	320	0	0	0.007	14.1	21	18.894	29.23	19.6	0	3	3	0	0	0	4	3	-51	-64	-70	-58		-58	-70	-70	-28	-52	-58	-64	-40	-40	-46	-46	-52	-46	-46	-46	-52	
2020-08-11 08:55:00	57.58263	11.68815	11	22	1	1	830	0	0	0.007	14	21	18.939	29.26	20.4	0	3	3	0	0	0	4	3	-60	-64	-64	-64	-52	-16	-64	-76	-82	-76	-34	-58	-70	-76	-76	-46	-52	-52	-58	-58	-58	
2020-08-11 09:10:00	57.58149	11.68527	12	23	0	1	830	0	0	0.009	14	22	18.927	29.3	19.8	0	4	4	0	0	0	4	3	-76	-64	-64	-64	-70	-76	-22	-76	-88	-94	-94	-100	-58	-70	-82	-88	-88	-94	-82	-76	-82	
2020-08-11 09:25:00	57.58143	11.68251	11	24	0	2	830	0	0	0.007	14.1	23	18.789	29.2	19.5	0	3	3	0	0	0	4	3	-82	-64	-64	-70	-76	-76	-28	-76	-88	-94	-100	-100	-70	-76	-88	-94	-94	-94	-94	-94	-94	
2020-08-11 09:40:00	57.58002	11.67891	11	25	2	2	530	0	0	0.009	14.1	23	18.779	29.27	19.5	0	2	2	0	0	0	4	3	-82	-64	-64	-70	-76	-82	-28	-76	-88	-94	-100	-100	-76	-70	-88	-94	-94	-94	-94	-94	-94	
2020-08-11 09:50:00	57.57987	11.67618	11	26	0	1	530	0	0	0.024	14.3	23	18.816	29.34	19.5	105	2	3	0	1	0	4	3	-81	-64	-64	-64	-70	-70	-28	-70	-88	-94	-100	-94	-88	-70	-88	-94	-94	-94	-94	-94	-94	
2020-08-11 10:00:00	57.58095	11.67555	12	27	0	1	530	0	0	0.026	14	22	18.767	29.34	19.7	105	2	3	0	1	0	4	3	-83	-64	-64	-70	-76	-76	-28	-70	-88	-94	-100	-100	-100	-70	-88	-94	-94	-94	-94	-94	-94	
2020-08-11 10:15:00	57.58404	11.67759	12	28	0	3	530	0	0	0.026	14.2	22	18.791	29.33	20.7	105	2	3	0	1	0	4	3	-83	-64	-64	-70	-76	-82	-28	-70	-88	-94	-100	-100	-94	-70	-88	-94	-94	-94	-94	-94	-88	
2020-08-11 10:25:00	57.58392	11.67747	12	29	0	1	530	0	0	0.026	14.1	22	18.773	29.32	21.1	125	1	2	0	1	0	4	3	-82	-64	-64	-70	-70	-82	-28	-70	-88	-94	-100	-100	-100	-70	-88	-94	-94	-94	-94	-94	-88	
2020-08-11 10:35:00	57.58389	11.6769	12	30	0	1	530	0	0	0.026	13.9	23	18.712	29.31	21	120	3	4	0	1	0	4	3	-83	-64	-64	-70	-76	-76	-34	-70	-88	-94	-100	-100	-100	-70	-88	-94	-94	-94	-94	-94	-88	
2020-08-11 10:45:00	57.58296	11.6751	12	31	0	1	530	0	0	0.026	14	23	18.889	29.34	21.3	110	2	3	0	1	0	4	3	-83	-64	-64	-70	-76	-76	-34	-70	-88	-94	-100	-100	-100	-70	-88	-94	-94	-94	-94	-94	-94	
2020-08-11 10:55:00	57.58185	11.67216	11	32	0	1	530	0	0	0.026	13.9	23	18.923	29.37	22.1	120	2	2	0	1	0	4	3	-83	-64	-64	-70	-76	-82	-34	-70	-88	-94	-100	-100	-100	-70	-88	-94	-94	-94	-94	-94	-94	
2020-08-11 11:05:00	57.58134	11.66931	12	33	1	1	10	0	0	0.026	14	23																																	
2020-08-11 11:10:00	57.58134	11.66802	12	34	0	1	10	0	0	0.007	14.1	22																																	
2020-08-11 11:15:00	57.58158	11.66703	12	35	0	1	10	0	0	0.007	14.1	22																																	
2020-08-11 11:20:00	57.58188	11.66622	12	36	0	1	10	0	0	0.007	14.1	22																																	
2020-08-11 11:25:00	57.58263	11.66496	12	37	0	2	10	0	0	0.007	14.1	22																																	
2020-08-11 11:30:00	57.58332	11.6634	13	38	0	1	10	0	0	0.009	14.1	22																																	
2020-08-20 03:56:41	58.30101	11.34774	11	0	0	0	10	0	0	0.009	13.5	19																																	
2020-08-20 04:00:00	58.30845	11.33043	11	1	0	1	10	0	0	0.007	13.6	18																																	
2020-08-20 04:05:00	58.32249	11.30973	12	2	0	1	10	0	0	0.009	13.6	18																																	
2020-08-20 04:10:00	58.34028	11.29884	12	3	0	1	10	0	0	0.007	13.6	18																																	
2020-08-20 04:15:00	58.35213	11.2815	12	4	0	1	10	0	0	0.009	13.6	18																																	
2020-08-20 04:20:00	58.35216	11.26221	12	5	0	1	10	0	0	0.007	13.6	18																																	
2020-08-20 04:25:00	58.35129	11.23704	12	6	0	1	10	0	0	0.009	13.6	19																																	
2020-08-20 04:30:00	58.35126	11.20164	12	7	0	1	10	0	0	0.009	13.6	19																																	
2020-08-20 04:35:00	58.3521	11.16663	13	8	0	1	10	0	0	0.009	13.6	19																																	
2020-08-20 04:40:00	58.34568	11.13393	12	9	0	1	10	0	0	0.007	13.6	18																																	
2020-08-20 04:45:00	58.33845	11.10141	12	10	0	1	10	0	0	0.009	13.7	19																																	
2020-08-20 04:50:00	58.3326	11.06796	12	11	0	1	10	0	0	0.009	13.7	19																																	
2020-08-20 04:55:00	58.32957	11.03379	12	12	0	1	10	0	0	0.009	13.7	19																																	
2020-08-20 05:00:00	58.32825	11.02488	12	13	0	1	10	0	0	0.009	13.7	19																																	
2020-08-20 05:05:00	58.32786	11.0268	12	14	0	1	10	0	0	0.007	13.7	19																																	
2020-08-20 05:10:00	58.32711	11.02863	12	15	0	1	10	0	0	0.009	13.7	19																																	
2020-08-20 05:15:00	58.3263	11.03058	13	16	0	1	10	0	0	0.009	13.7	19																																	
2020-08-20 05:20:00	58.32552	11.03145	12	17	0	1	10	0	0	0.009	13.7	19																																	
2020-08-20 05:25:00	58.32507	11.03211	13	18	0	2	10	0	0	0.009	13.8	19																																	
2020-08-20 05:30:00	58.32555	11.03373	13	19	0	1	10	0	0	0.009	13.9	19																																	
2020-08-20 05:35:00	58.32519	11.03409	14	20	0	1	10	0	0	0.009	13.9	19																																	
2020-08-20 05:49:41	58.31253	11.0109	12	0	0	0	10	0	0	0.009	14.1	20																																	
2020-08-20 05:55:00	58.31175	11.01219	12	1	0	1	10	0	0	0.009	14.1	20																																	
2020-08-20 06:00:00	58.31106	11.01234	12	2	0	1	10	0	0	0.009	14.2	20																																	
2020-08-20 06:05:00	58.31148	11.01282	12	3	0	1	10	0	0	0.009	14.2	20																																	
2020-08-20 06:10:00	58.31247	11.01351	16	4	0	1	10	0	0	0.007	14.2	20																																	
2020-08-20 06:15:00	58.31298	11.01456	12	5	0	3	10	0	0	0.009	14.1	20																																	
2020-08-20 06:20:00	58.31235	11.016	12	6	0	1	10	0	0	0.009	14.2	20																																	
2020-08-20 06:25:00	58.31238	11.01687	12	7	0	1	10	0	0	0.007	14.2	20																																	
2020-08-20 06:30:00	58.31214	11.01792	12	8	0	1	10	0	0	0.009	14.1	20																																	
2020-08-20 06:35:00	58.31202	11.01879	12	9	0	1	10	0	0	0.009	14.1	20																																	
2020-08-20 06:40:00	58.31112	11.02107	13	10	0	1	10	0	0	0.007	14.2	21																																	
2020-08-20 06:45:00	58.31271	11.02077	13	11	0	1	10	0	0	0.009	14.2	21																																	
2020-08-20 06:50:00	58.31271	11.02098	22	12	0	1	20	0	0	0.007	14.1	21																																	
2020-08-20 06:55:00	58.3125	11.02191	42	13	0	1	40	0	0	0.007	14.1	22																																	
2020-08-20 07:00:00	58.31235	11.02296	11	14	0	1	10	0	0	0.007	14.2	21																																	
2020-08-20 07:05:00	58.31238	11.02353	11	15	0	1	10	0	0	0.007	14.2	21																																	
2020-08-20 07:10:00	58.31244	11.02383	11	16	0	1	10	0	0	0.007	14.2	22																																	
2020-08-20 07:20:00	58.31307	11.02407	11	18	0	3	10	0	0	0.007	14.1	22																																	
2020-08-20 07:25:00	58.3134	11.02362	12	19	0	1	10	0	0	0.007	14.1	22																																	
2020-08-20 07:30:00	58.31388	11.02326	12	20	0	2	10	0	0	0.009	14.1	22																																	
2020-08-20 07:35:00	58.31415	11.02578	11	21	0	1	10	0	0	0.007	14.2	22																																	
2020-08-20 07:40:00	58.31496	11.02623	11	22	0	3	10	0	0	0.007	14.1	22																																	
2020-08-20 07:45:00	58.31526	11.02695	12	23	0	2	10	0	0	0.007	14.2	22																																	
2020-08-20 07:50:00	58.31454	11.02755	11	24	0	1	10	0	0	0.007	14.2	22																																	
